,0,1,2,3,4
train,0.300751755126521,0.30842257056491235,0.30982229021948815,0.31389297836471153,0.3139397054065725
test,0.3605243865871763,0.31533411760679847,0.32270454521059844,0.3048478983199009,0.3032887741935807
train_prior,0.35520355720316066,0.36968777931845037,0.3649197152310716,0.37141847292628694,0.37650406124966557
test_prior,0.41691935711599243,0.35898246865483363,0.3780547250043489,0.35205969422348743,0.3317173409299727
