complexity,loss,equation,score,julia_expression,lambda_format,simplification_justification,original_complexity
1,1.5448527,"f = #3; p1 = [2.0389082, -0.99467313, -1.0862931, 2.0553777, 1.7393912, -1.9309353]; p2 = [-2.5924094, -3.412785, 1.7938739, 0.8058901, -1.0131712, -0.5316012]",0.0,"f = #3; p1 = [2.0389082, -0.99467313, -1.0862931, 2.0553777, 1.7393912, -1.9309353]; p2 = [-2.5924094, -3.412785, 1.7938739, 0.8058901, -1.0131712, -0.5316012]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480b3d9d0>,,1
3,0.13468781,"f = #2 * #1; p1 = [-0.050387975, -0.045402657, -0.040122498, -0.064565584, -0.032545794, -0.041154474]; p2 = [0.3763541, -0.49040148, -2.976927, -0.39386132, 0.73853356, -0.12010186]",1.219862131530672,"f = #2 * #1; p1 = [-0.050387975, -0.045402657, -0.040122498, -0.064565584, -0.032545794, -0.041154474]; p2 = [0.3763541, -0.49040148, -2.976927, -0.39386132, 0.73853356, -0.12010186]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480b3d0a0>,,3
5,0.08121975,"f = #3 + (#2 * #1); p1 = [-0.04195302, -0.037558585, -0.0418316, -0.061362177, -0.029791053, -0.044797685]; p2 = [-0.558346, -0.7843058, -0.14086936, 0.19222227, -0.11936274, 0.36435494]",0.2529005688628624,"f = #3 + (#2 * #1); p1 = [-0.04195302, -0.037558585, -0.0418316, -0.061362177, -0.029791053, -0.044797685]; p2 = [-0.558346, -0.7843058, -0.14086936, 0.19222227, -0.11936274, 0.36435494]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480b3dd60>,,5
7,0.0011446815,"f = #1 / (#3 - (#1 / #2)); p1 = [9.002029, 9.461648, 2.5265584, 5.6664195, 5.0848174, 8.02843]; p2 = [-11.743225, -10.671123, -59.482533, -20.90455, -21.402239, -19.147594]",2.1310160059109027,"f = #1 / (#3 - (#1 / #2)); p1 = [9.002029, 9.461648, 2.5265584, 5.6664195, 5.0848174, 8.02843]; p2 = [-11.743225, -10.671123, -59.482533, -20.90455, -21.402239, -19.147594]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480b3d2b0>,,7
9,0.0011400896,"f = (0.08952788 - #1) / ((#1 / #2) - #3); p1 = [8.959335, 9.441722, 2.5221193, 5.693931, 5.038959, 8.072797]; p2 = [-11.678053, -10.627784, -59.569702, -20.905449, -21.253723, -19.15409]",0.0020097882814639,"f = (0.08952788 - #1) / ((#1 / #2) - #3); p1 = [8.959335, 9.441722, 2.5221193, 5.693931, 5.038959, 8.072797]; p2 = [-11.678053, -10.627784, -59.569702, -20.905449, -21.253723, -19.15409]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480b3dcd0>,,9
11,0.0010172531,"f = #2 * ((#1 / (#3 + (#1 / #3))) + -0.04385726); p1 = [-0.8815082, 0.9331536, 0.20872405, -0.5317498, 0.48857996, 0.6354905]; p2 = [10.03318, -10.200525, -12.288636, 11.053932, -10.881415, -12.187897]",0.0570004502411347,"f = #2 * ((#1 / (#3 + (#1 / #3))) + -0.04385726); p1 = [-0.8815082, 0.9331536, 0.20872405, -0.5317498, 0.48857996, 0.6354905]; p2 = [10.03318, -10.200525, -12.288636, 11.053932, -10.881415, -12.187897]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480a6d0d0>,,11
13,0.0009336469,"f = (((#1 / (#3 - (#1 / #2))) + -0.020063821) * #2) + 0.03476074; p1 = [-2.935667, 3.08165, 1.5879344, 2.3533566, 2.2764091, 2.7959912]; p2 = [31.90726, -33.40455, -94.60019, -49.405205, -49.65346, -53.60285]",0.0428814594757104,"f = (((#1 / (#3 - (#1 / #2))) + -0.020063821) * #2) + 0.03476074; p1 = [-2.935667, 3.08165, 1.5879344, 2.3533566, 2.2764091, 2.7959912]; p2 = [31.90726, -33.40455, -94.60019, -49.405205, -49.65346, -53.60285]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480a6d1c0>,,13
15,0.00088664657,"f = ((#1 * #1) / (0.38121262 - (#1 / #2))) / ((#1 / #2) - #3); p1 = [-2.9214692, 3.123191, 1.6009507, 2.302113, -2.1674163, 2.7467976]; p2 = [32.077915, -35.207577, -94.14396, -48.47003, 43.491253, -52.42557]",0.0258259339601497,"f = ((#1 * #1) / (0.38121262 - (#1 / #2))) / ((#1 / #2) - #3); p1 = [-2.9214692, 3.123191, 1.6009507, 2.302113, -2.1674163, 2.7467976]; p2 = [32.077915, -35.207577, -94.14396, -48.47003, 43.491253, -52.42557]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480a6d2b0>,,15
17,0.0006916001,"f = 703.2191 / (#3 + (((#2 / (#1 + -0.101487026)) * -290.41455) + (-76.45252 - (#1 / #3)))); p1 = [29.365343, 24.054432, 144.24788, 50.742825, 51.35988, 42.796104]; p2 = [10.068745, -12.128641, -201.58331, -46.77054, -64.76104, 2.3142598]",0.124219274517931,"f = 703.2191 / (#3 + (((#2 / (#1 + -0.101487026)) * -290.41455) + (-76.45252 - (#1 / #3)))); p1 = [29.365343, 24.054432, 144.24788, 50.742825, 51.35988, 42.796104]; p2 = [10.068745, -12.128641, -201.58331, -46.77054, -64.76104, 2.3142598]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480a6d3a0>,,17
19,0.0006779258,"f = (702.4951 / ((((#2 / ((#1 + -0.4525951) / -787.65454)) - (#1 / #3)) + #3) + -77.206856)) - 0.021282401; p1 = [10.801675, 8.854365, 52.785698, 18.884867, 19.257511, 15.84591]; p2 = [10.154835, -11.913983, -196.89691, -48.48913, -62.216923, 2.3320866]",0.0099850279889725,"f = (702.4951 / ((((#2 / ((#1 + -0.4525951) / -787.65454)) - (#1 / #3)) + #3) + -77.206856)) - 0.021282401; p1 = [10.801675, 8.854365, 52.785698, 18.884867, 19.257511, 15.84591]; p2 = [10.154835, -11.913983, -196.89691, -48.48913, -62.216923, 2.3320866]",<pysr.expression_specs.CallableJuliaExpression object at 0x150480a6d490>,,19
