,complexity,loss,equation,score,julia_expression,lambda_format
0,1,1.5448527,"f = #3; p1 = [-2.592389, -3.4127874, 1.7938999, 0.80581695, -1.0131712, -0.5314221]; p2 = [0.8575979, 4.1247916, -0.005112159, -1.3789581, 0.010594699, 1.1190462]",0.0,"f = #3; p1 = [-2.592389, -3.4127874, 1.7938999, 0.80581695, -1.0131712, -0.5314221]; p2 = [0.8575979, 4.1247916, -0.005112159, -1.3789581, 0.010594699, 1.1190462]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76b989d0>
1,3,0.13468781,"f = #1 / #4; p1 = [2.9983573, 6.127146, 0.80046666, 0.81927407, 13.381914, 33.451107]; p2 = [-19.84649, -22.025703, -24.924152, -15.488616, -30.726986, -24.299465]",1.2198621315306721,"f = #1 / #4; p1 = [2.9983573, 6.127146, 0.80046666, 0.81927407, 13.381914, 33.451107]; p2 = [-19.84649, -22.025703, -24.924152, -15.488616, -30.726986, -24.299465]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76b980a0>
2,5,0.08121974,"f = (#4 * #1) - #3; p1 = [0.55835354, 0.78428906, 0.14095366, -0.19221385, 0.11936902, -0.36434904]; p2 = [-0.04195291, -0.037558757, -0.04183266, -0.061362386, -0.029790878, -0.04479762]",0.2529006304242475,"f = (#4 * #1) - #3; p1 = [0.55835354, 0.78428906, 0.14095366, -0.19221385, 0.11936902, -0.36434904]; p2 = [-0.04195291, -0.037558757, -0.04183266, -0.061362386, -0.029790878, -0.04479762]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76b98d60>
3,7,0.0011446732,"f = (#3 * #1) / (#1 - #4); p1 = [-8.998308, -9.458337, -2.5285172, -5.6769195, -5.0818458, -8.029993]; p2 = [-105.64255, -100.898476, -150.32793, -118.60383, -108.73585, -153.75385]",2.1310195698252903,"f = (#3 * #1) / (#1 - #4); p1 = [-8.998308, -9.458337, -2.5285172, -5.6769195, -5.0818458, -8.029993]; p2 = [-105.64255, -100.898476, -150.32793, -118.60383, -108.73585, -153.75385]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76b982b0>
4,9,0.0011401367,"f = #3 * ((#1 + -0.09108528) / (#1 - #4)); p1 = [-8.952366, -9.437914, -2.5260038, -5.71946, -5.043397, -8.072475]; p2 = [-104.49228, -100.264015, -150.33002, -119.40612, -107.22568, -154.61464]",0.0019855069611345562,"f = #3 * ((#1 + -0.09108528) / (#1 - #4)); p1 = [-8.952366, -9.437914, -2.5260038, -5.71946, -5.043397, -8.072475]; p2 = [-104.49228, -100.264015, -150.33002, -119.40612, -107.22568, -154.61464]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76b98cd0>
5,11,0.0008686726,"f = ((#2 / (#1 - #4)) + -0.01203813) * (#3 * #1); p1 = [-0.07144382, -0.0754165, -0.009800001, -0.033484027, -0.030633945, -345.69812]; p2 = [-108.2504, -104.20027, -150.61038, -118.32969, -110.79301, -13931.62]",0.1359685735477909,"f = ((#2 / (#1 - #4)) + -0.01203813) * (#3 * #1); p1 = [-0.07144382, -0.0754165, -0.009800001, -0.033484027, -0.030633945, -345.69812]; p2 = [-108.2504, -104.20027, -150.61038, -118.32969, -110.79301, -13931.62]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76acd0d0>
6,13,0.0008193954,"f = #3 * (((-4.103758 / (#4 - #1)) - (#3 * -0.00012730919)) * #1); p1 = [-2.2468708, -2.371251, -0.6180823, -1.3981879, -1.2544417, -35.438217]; p2 = [-107.71376, -103.51411, -150.44293, -119.18414, -109.78934, -673.70184]",0.029199774075773986,"f = #3 * (((-4.103758 / (#4 - #1)) - (#3 * -0.00012730919)) * #1); p1 = [-2.2468708, -2.371251, -0.6180823, -1.3981879, -1.2544417, -35.438217]; p2 = [-107.71376, -103.51411, -150.44293, -119.18414, -109.78934, -673.70184]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76acd1c0>
7,15,0.00071664905,"f = (#3 * #1) * (#3 * ((4.191529 / (#4 - #1)) - (#3 * -0.001752707))); p1 = [1.6951218, -1.3697582, -0.7606025, 1.2447325, 1.2040685, 3.4934826]; p2 = [-131.1079, -85.28147, -148.993, -125.9971, -123.156975, -393.4297]",0.06699025023854381,"f = (#3 * #1) * (#3 * ((4.191529 / (#4 - #1)) - (#3 * -0.001752707))); p1 = [1.6951218, -1.3697582, -0.7606025, 1.2447325, 1.2040685, 3.4934826]; p2 = [-131.1079, -85.28147, -148.993, -125.9971, -123.156975, -393.4297]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76acd2b0>
8,17,0.00058452896,"f = ((0.061079353 / (#4 + #1)) - (#3 * ((1.2459968 / (#1 - #4)) + -0.0017007394))) * #1; p1 = [15.571842, 14.349206, 2.490106, 6.270383, 7.3516974, 57.19963]; p2 = [-180.63539, -155.68442, -157.3487, -134.64021, -158.22572, -466.7303]",0.10188996222517449,"f = ((0.061079353 / (#4 + #1)) - (#3 * ((1.2459968 / (#1 - #4)) + -0.0017007394))) * #1; p1 = [15.571842, 14.349206, 2.490106, 6.270383, 7.3516974, 57.19963]; p2 = [-180.63539, -155.68442, -157.3487, -134.64021, -158.22572, -466.7303]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76acd3a0>
9,19,0.0005169875,"f = #1 * ((0.87018245 / ((#1 + #4) * #3)) - (((1.4128004 / (#1 - #4)) - 0.001929154) * #3)); p1 = [13.749451, 12.775902, 1.9185352, 5.4754705, 6.3258686, 50.600456]; p2 = [-180.8591, -157.44376, -151.96768, -134.56349, -157.81848, -466.71832]",0.06139381501967282,"f = #1 * ((0.87018245 / ((#1 + #4) * #3)) - (((1.4128004 / (#1 - #4)) - 0.001929154) * #3)); p1 = [13.749451, 12.775902, 1.9185352, 5.4754705, 6.3258686, 50.600456]; p2 = [-180.8591, -157.44376, -151.96768, -134.56349, -157.81848, -466.71832]",<pysr.expression_specs.CallableJuliaExpression object at 0x147d76acd490>
