,complexity,loss,equation,score,sympy_format,lambda_format
0,1,3.3868327,-0.53170973,0.0,-0.531709730000000,PySRFunction(X=>-0.531709730000000)
1,3,0.2821146,x0 * -0.04115514,1.2426685427437805,x0*(-0.04115514),PySRFunction(X=>x0*(-0.04115514))
2,5,0.17591715,(x0 + -8.133055) * -0.04479742,0.23615011289803278,(x0 - 8.133055)*(-0.04479742),PySRFunction(X=>(x0 - 8.133055)*(-0.04479742))
3,7,0.0016720111,((x0 * 0.00030213792) + -0.056865215) * x0,2.327992996086559,x0*(x0*0.00030213792 - 0.056865215),PySRFunction(X=>x0*(x0*0.00030213792 - 0.056865215))
4,9,0.0010157109,((-123.27504 / (x0 + 618.95056)) + 0.1432695) * x0,0.24921919598775344,x0*(0.1432695 - 123.27504/(x0 + 618.95056)),PySRFunction(X=>x0*(0.1432695 - 123.27504/(x0 + 618.95056)))
5,11,0.0007313813,((-59.671154 / (x0 + 418.91055)) + 0.08671165) * (x0 + 0.531781),0.16420455120981597,(0.08671165 - 59.671154/(x0 + 418.91055))*(x0 + 0.531781),PySRFunction(X=>(0.08671165 - 59.671154/(x0 + 418.91055))*(x0 + 0.531781))
6,13,0.00067374844,((-34.371395 / (x0 - 84.3681)) + x0) * ((x0 / 3018.5256) - 0.056748815),0.04103906558090645,(x0 - 34.371395/(x0 - 1*84.3681))*(x0/3018.5256 - 1*0.056748815),PySRFunction(X=>(x0 - 34.371395/(x0 - 1*84.3681))*(x0/3018.5256 - 1*0.056748815))
7,15,0.00018521059,(x0 + (10.324387 / (45.15131 - x0))) * ((-35.35885 / (x0 + 325.7794)) - -0.053729143),0.645681652409435,(-1*(-0.053729143) - 35.35885/(x0 + 325.7794))*(x0 + 10.324387/(45.15131 - x0)),PySRFunction(X=>(-1*(-0.053729143) - 35.35885/(x0 + 325.7794))*(x0 + 10.324387/(45.15131 - x0)))
8,17,9.080754e-06,((-611.1867 / (((x0 + -61.31148) * x0) + 1422.3252)) + -7.287893) * (x0 / (x0 + 145.66158)),1.5076681365947957,x0*(-7.287893 - 611.1867/(x0*(x0 - 61.31148) + 1422.3252))/(x0 + 145.66158),PySRFunction(X=>x0*(-7.287893 - 611.1867/(x0*(x0 - 61.31148) + 1422.3252))/(x0 + 145.66158))
9,19,9.269537e-12,(((-1.9534904 / (((x0 + -59.867157) * x0) + 1192.4114)) + (-9.865549 / (x0 + 168.49146))) + 0.0071769413) * x0,6.897467177254801,x0*(0.0071769413 - 1.9534904/(x0*(x0 - 59.867157) + 1192.4114) - 9.865549/(x0 + 168.49146)),PySRFunction(X=>x0*(0.0071769413 - 1.9534904/(x0*(x0 - 59.867157) + 1192.4114) - 9.865549/(x0 + 168.49146)))
10,21,5.8467516e-13,((-2.9482071 / ((((x0 + -59.86753) * x0) * 1.5089023) + 1799.3158)) + ((-9.86389 / (x0 + 168.47699)) - -0.007172694)) * x0,1.3817161501477933,x0*(-1*(-0.007172694) - 2.9482071/((x0 - 59.86753)*x0*1.5089023 + 1799.3158) - 9.86389/(x0 + 168.47699)),PySRFunction(X=>x0*(-1*(-0.007172694) - 2.9482071/((x0 - 59.86753)*x0*1.5089023 + 1799.3158) - 9.86389/(x0 + 168.47699)))
11,23,1.8271098e-13,((-2.948208 / (((x0 + -59.867416) * ((x0 * 1.5089316) - 0.0007538714)) + 1799.3168)) + ((-9.86389 / (x0 + 168.47697)) - -0.0071726865)) * x0,0.581575425427058,x0*(-1*(-0.0071726865) - 2.948208/((x0 - 59.867416)*(x0*1.5089316 - 1*0.0007538714) + 1799.3168) - 9.86389/(x0 + 168.47697)),PySRFunction(X=>x0*(-1*(-0.0071726865) - 2.948208/((x0 - 59.867416)*(x0*1.5089316 - 1*0.0007538714) + 1799.3168) - 9.86389/(x0 + 168.47697)))
12,25,1.2586756e-13,(((-9.865417 / ((x0 + 168.47697) / 0.9998452)) - -0.0071726865) + (-2.948208 / (((x0 + -59.867416) * ((x0 * 1.5089316) - 0.0007538714)) + 1799.3168))) * x0,0.18633765853230422,x0*(-1*(-0.0071726865) - 2.948208/((x0 - 59.867416)*(x0*1.5089316 - 1*0.0007538714) + 1799.3168) - 9.865417*0.9998452/(x0 + 168.47697)),PySRFunction(X=>x0*(-1*(-0.0071726865) - 2.948208/((x0 - 59.867416)*(x0*1.5089316 - 1*0.0007538714) + 1799.3168) - 9.865417*0.9998452/(x0 + 168.47697)))
13,29,1.1774708e-13,x0 * (((-9.865417 / ((((x0 + 168.47697) / 0.9998452) + x0) - x0)) - -0.0071726865) + (-2.948208 / (((x0 + -59.867416) * ((x0 * 1.5089316) - 0.0007538714)) + 1799.3168))),0.016672827187029574,x0*(-1*(-0.0071726865) - 9.865417/(-x0 + x0 + (x0 + 168.47697)/0.9998452) - 2.948208/((x0 - 59.867416)*(x0*1.5089316 - 1*0.0007538714) + 1799.3168)),PySRFunction(X=>x0*(-1*(-0.0071726865) - 9.865417/(-x0 + x0 + (x0 + 168.47697)/0.9998452) - 2.948208/((x0 - 59.867416)*(x0*1.5089316 - 1*0.0007538714) + 1799.3168)))
