,complexity,loss,equation,score,sympy_format,lambda_format
0,1,3541.0852,x0,0.0,x0,PySRFunction(X=>x0)
1,2,1.5693698,-2.5921903,7.721514375318885,-2.59219030000000,PySRFunction(X=>-2.59219030000000)
2,4,0.14148982,x0 * -0.05038797,1.2031008227265363,x0*(-0.05038797),PySRFunction(X=>x0*(-0.05038797))
3,6,0.14148928,(x0 * 0.9496159) - x0,1.908268137069659e-06,-x0 + x0*0.9496159,PySRFunction(X=>-x0 + x0*0.9496159)
4,7,0.058076743,-0.5590515 - (x0 / 23.843195),0.8904586633756362,-x0/23.843195 - 0.5590515,PySRFunction(X=>-x0/23.843195 - 0.5590515)
5,9,0.0013399158,(x0 / (x0 - -105.66261)) * -8.999365,1.8845792574763789,x0*(-8.999365)/(x0 - 1*(-105.66261)),PySRFunction(X=>x0*(-8.999365)/(x0 - 1*(-105.66261)))
6,10,0.0007554003,(811.8658 / (x0 + 94.072945)) + -8.5390625,0.5731142477309431,-8.5390625 + 811.8658/(x0 + 94.072945),PySRFunction(X=>-8.5390625 + 811.8658/(x0 + 94.072945))
7,13,0.0007475023,((811.8658 / (x0 + 94.072945)) + 18171.738) - 18180.277,0.0035034750785602384,-1*18180.277 + 18171.738 + 811.8658/(x0 + 94.072945),PySRFunction(X=>-1*18180.277 + 18171.738 + 811.8658/(x0 + 94.072945))
8,14,0.0006402579,-8.768258 / ((95.87484 / x0) + (x0 / (x0 + -4.8021297))),0.15486631824956873,-8.768258/(x0/(x0 - 4.8021297) + 95.87484/x0),PySRFunction(X=>-8.768258/(x0/(x0 - 4.8021297) + 95.87484/x0))
9,16,0.00062491576,-8.791499 / ((x0 / ((-25.820887 / x0) + x0)) + (101.1279 / x0)),0.012127103640697084,-8.791499/(x0/(x0 - 25.820887/x0) + 101.1279/x0),PySRFunction(X=>-8.791499/(x0/(x0 - 25.820887/x0) + 101.1279/x0))
10,17,0.0005062474,(((x0 / (x0 + -10.290765)) + 752.51843) / (x0 - -88.758)) - 8.342759,0.21059137404713046,-1*8.342759 + (x0/(x0 - 10.290765) + 752.51843)/(x0 - 1*(-88.758)),PySRFunction(X=>-1*8.342759 + (x0/(x0 - 10.290765) + 752.51843)/(x0 - 1*(-88.758)))
11,18,0.00050169305,((0.13803197 / (x0 + -10.650494)) + -8.312914) + (744.9388 / (x0 + 88.00627)),0.009037004110975905,-8.312914 + 744.9388/(x0 + 88.00627) + 0.13803197/(x0 - 10.650494),PySRFunction(X=>-8.312914 + 744.9388/(x0 + 88.00627) + 0.13803197/(x0 - 10.650494))
12,21,0.0003202625,-8.605733 / ((x0 / (x0 - 4.853991)) - ((-91.26396 - (x0 / (x0 + -14.256765))) / x0)),0.14961583549091853,-8.605733/(x0/(x0 - 1*4.853991) - (-x0/(x0 - 14.256765) - 91.26396)/x0),PySRFunction(X=>-8.605733/(x0/(x0 - 1*4.853991) - (-x0/(x0 - 14.256765) - 91.26396)/x0))
13,22,0.00031568945,-8.652728 / ((x0 / (x0 - 4.876068)) - (-93.400795 / (x0 - (1.9061284 / (x0 + -14.387482))))),0.014381994817511392,-8.652728/(x0/(x0 - 1*4.876068) - (-1)*93.400795/(x0 - 1.9061284/(x0 - 14.387482))),PySRFunction(X=>-8.652728/(x0/(x0 - 1*4.876068) - (-1)*93.400795/(x0 - 1.9061284/(x0 - 14.387482))))
14,24,0.0003154339,(((x0 * -8.675111) + (12.426005 / (x0 + -4.515746))) + (x0 / (x0 + -14.32144))) / (x0 + 98.733154),0.0004049129444604086,(x0*(-8.675111) + x0/(x0 - 14.32144) + 12.426005/(x0 - 4.515746))/(x0 + 98.733154),PySRFunction(X=>(x0*(-8.675111) + x0/(x0 - 14.32144) + 12.426005/(x0 - 4.515746))/(x0 + 98.733154))
15,25,0.00031473438,((0.8056611 / (x0 - 14.593354)) + -8.692057) / ((x0 + 99.15379) / ((-1.2675955 / (x0 + -4.5997233)) + x0)),0.002220106309763256,(-8.692057 + 0.8056611/(x0 - 1*14.593354))/(((x0 + 99.15379)/(x0 - 1.2675955/(x0 - 4.5997233)))),PySRFunction(X=>(-8.692057 + 0.8056611/(x0 - 1*14.593354))/(((x0 + 99.15379)/(x0 - 1.2675955/(x0 - 4.5997233)))))
16,28,0.00027583214,(((x0 / (x0 - 5.0010986)) + ((x0 / (-15.876351 + x0)) / (x0 + -23.976692))) + (-8.70631 * x0)) / (99.45859 + x0),0.0439788509051341,(-8.70631*x0 + x0/(x0 - 1*5.0010986) + x0/((x0 - 23.976692)*(x0 - 15.876351)))/(x0 + 99.45859),PySRFunction(X=>(-8.70631*x0 + x0/(x0 - 1*5.0010986) + x0/((x0 - 23.976692)*(x0 - 15.876351)))/(x0 + 99.45859))
17,30,0.00027583184,((x0 / (x0 - 5.0010986)) + (x0 * (((x0 / ((x0 + -15.876351) * x0)) / (x0 + -23.976692)) + -8.70631))) / (x0 + 99.45859),5.43809294893394e-07,(x0*(x0/(((x0*(x0 - 15.876351)))*(x0 - 23.976692)) - 8.70631) + x0/(x0 - 1*5.0010986))/(x0 + 99.45859),PySRFunction(X=>(x0*(x0/(((x0*(x0 - 15.876351)))*(x0 - 23.976692)) - 8.70631) + x0/(x0 - 1*5.0010986))/(x0 + 99.45859))
