complexity,loss,equation,score,julia_expression,lambda_format,simplification_justification,original_complexity
1,1.3529265,"f = #4; p1 = [0.0045081293, -2.5839581, -1.7016002, 0.024882495, -0.5526578, -0.8865316]; p2 = [-2.5091205, -3.503737, 1.2712765, 0.112375304, -1.076142, -0.8532068]",0.0,"f = #4; p1 = [0.0045081293, -2.5839581, -1.7016002, 0.024882495, -0.5526578, -0.8865316]; p2 = [-2.5091205, -3.503737, 1.2712765, 0.112375304, -1.076142, -0.8532068]",<pysr.expression_specs.CallableJuliaExpression object at 0x154576a7a910>,,1
3,0.09121372,"f = #4 * #1; p1 = [-0.00013476504, -0.00017119225, -0.00044498013, -0.0005158259, -0.00055930566, -0.00055706705]; p2 = [-0.050241165, -0.043701008, -0.03661964, -0.049256254, -0.03213824, -0.037356343]",1.3484099893040598,"f = #4 * #1; p1 = [-0.00013476504, -0.00017119225, -0.00044498013, -0.0005158259, -0.00055930566, -0.00055706705]; p2 = [-0.050241165, -0.043701008, -0.03661964, -0.049256254, -0.03213824, -0.037356343]",<pysr.expression_specs.CallableJuliaExpression object at 0x154576a7a160>,,3
5,0.05052734,"f = (#1 * #4) - #3; p1 = [0.60242814, 0.5042063, 0.018271917, -0.11161781, 0.13372712, -0.06542662]; p2 = [-0.04102349, -0.039133776, -0.03684658, -0.049256854, -0.029181167, -0.03824824]",0.2953453742193509,"f = (#1 * #4) - #3; p1 = [0.60242814, 0.5042063, 0.018271917, -0.11161781, 0.13372712, -0.06542662]; p2 = [-0.04102349, -0.039133776, -0.03684658, -0.049256854, -0.029181167, -0.03824824]",<pysr.expression_specs.CallableJuliaExpression object at 0x154576a7ad90>,,5
7,0.0010402342,"f = #1 * (#4 / (#1 + #3)); p1 = [105.47274, 108.4112, 154.10329, 117.59004, 108.61153, 137.26572]; p2 = [-8.9861965, -9.776302, -2.6663496, -5.6240973, -5.0720425, -7.4093804]",1.941534347907166,"f = #1 * (#4 / (#1 + #3)); p1 = [105.47274, 108.4112, 154.10329, 117.59004, 108.61153, 137.26572]; p2 = [-8.9861965, -9.776302, -2.6663496, -5.6240973, -5.0720425, -7.4093804]",<pysr.expression_specs.CallableJuliaExpression object at 0x154576a7ae50>,,7
9,0.0010245559,"f = (#1 - #4) / ((#1 + #3) * #4); p1 = [106.38224, 109.14804, 155.00316, 109.63854, 113.198074, 134.3648]; p2 = [-0.11098039, -0.10211562, -0.36834294, -0.19164798, -0.19243139, -0.13748005]",0.007593314849565,"f = (#1 - #4) / ((#1 + #3) * #4); p1 = [106.38224, 109.14804, 155.00316, 109.63854, 113.198074, 134.3648]; p2 = [-0.11098039, -0.10211562, -0.36834294, -0.19164798, -0.19243139, -0.13748005]",<pysr.expression_specs.CallableJuliaExpression object at 0x1545729a80a0>,,9
10,0.0010109107,"f = (#1 * (#4 / (#3 + #1))) - 0.012060131; p1 = [107.18335, 109.622055, 155.18112, 109.8299, 113.53203, 134.61996]; p2 = [-9.040772, -9.805537, -2.7186637, -5.2299333, -5.187786, -7.27444]",0.0134076426604439,"f = (#1 * (#4 / (#3 + #1))) - 0.012060131; p1 = [107.18335, 109.622055, 155.18112, 109.8299, 113.53203, 134.61996]; p2 = [-9.040772, -9.805537, -2.7186637, -5.2299333, -5.187786, -7.27444]",<pysr.expression_specs.CallableJuliaExpression object at 0x1545729a8190>,,10
12,0.0009981425,"f = ((#1 / (#1 + #3)) + (#3 * 1.8649785e-5)) * #4; p1 = [107.893196, 110.66051, 155.09378, 110.61466, 113.44541, 134.44044]; p2 = [-9.059665, -9.834777, -2.7115383, -5.2700114, -5.188968, -7.2543564]",0.006355417520919,"f = ((#1 / (#1 + #3)) + (#3 * 1.8649785e-5)) * #4; p1 = [107.893196, 110.66051, 155.09378, 110.61466, 113.44541, 134.44044]; p2 = [-9.059665, -9.834777, -2.7115383, -5.2700114, -5.188968, -7.2543564]",<pysr.expression_specs.CallableJuliaExpression object at 0x1545729a8280>,,12
13,0.00060588116,"f = (#3 * ((#2 / (#2 - (#1 * #4))) - #3)) * #1; p1 = [-0.08067653, -0.08891794, -0.016914118, 1.0470475, -0.045094706, 1.0526687]; p2 = [-1.5059114, -1.6810935, -1.7075047, 0.06784912, -1.7233449, 0.043765392]",0.4992121904621829,"f = (#3 * ((#2 / (#2 - (#1 * #4))) - #3)) * #1; p1 = [-0.08067653, -0.08891794, -0.016914118, 1.0470475, -0.045094706, 1.0526687]; p2 = [-1.5059114, -1.6810935, -1.7075047, 0.06784912, -1.7233449, 0.043765392]",<pysr.expression_specs.CallableJuliaExpression object at 0x1545729a8370>,,13
14,0.0005803038,"f = #1 * (((168.27261 / (#2 - (#1 * #4))) - #3) * #3); p1 = [-0.06355681, -0.06911601, -0.025760619, 1.0373775, -0.045669522, 1.0428813]; p2 = [-1.387537, -1.4680523, -1.7132269, 0.06900522, -1.7466427, 0.044305522]",0.0431321017153445,"f = #1 * (((168.27261 / (#2 - (#1 * #4))) - #3) * #3); p1 = [-0.06355681, -0.06911601, -0.025760619, 1.0373775, -0.045669522, 1.0428813]; p2 = [-1.387537, -1.4680523, -1.7132269, 0.06900522, -1.7466427, 0.044305522]",<pysr.expression_specs.CallableJuliaExpression object at 0x1545729a8460>,,14
16,0.00049209455,"f = ((#1 * ((-0.008702992 + (#3 - (#1 * #4))) / #2)) - #3) * #1; p1 = [0.08153506, 0.089558214, 0.017276334, 0.079789676, 0.042792417, 0.055661123]; p2 = [0.00023600295, 0.00024792293, 0.0006744371, -0.012976686, -3.7100937e-5, -8.332434e-6]",0.082440443343172,"f = ((#1 * ((-0.008702992 + (#3 - (#1 * #4))) / #2)) - #3) * #1; p1 = [0.08153506, 0.089558214, 0.017276334, 0.079789676, 0.042792417, 0.055661123]; p2 = [0.00023600295, 0.00024792293, 0.0006744371, -0.012976686, -3.7100937e-5, -8.332434e-6]",<pysr.expression_specs.CallableJuliaExpression object at 0x1545729a8550>,,16
