,complexity,loss,equation,score,julia_expression,lambda_format
0,1,1.5203526,"f = #3; p1 = [-2.574412, -3.7055898, 2.2353907, 1.0743941, -1.0258883, -0.45259]; p2 = [0.3619092, -0.4430927, -0.20487514, -1.0597963, 0.7992706, 0.055169348]",0.0,"f = #3; p1 = [-2.574412, -3.7055898, 2.2353907, 1.0743941, -1.0258883, -0.45259]; p2 = [0.3619092, -0.4430927, -0.20487514, -1.0597963, 0.7992706, 0.055169348]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4cb16910>
1,3,0.14279969,"f = #3 * #1; p1 = [-0.049319338, -0.04649403, -0.041044362, -0.06456618, -0.03267192, -0.047159802]; p2 = [-0.752292, -1.3926272, -0.32093215, -0.10510479, 0.6612992, -3.657081]",1.1826273407940087,"f = #3 * #1; p1 = [-0.049319338, -0.04649403, -0.041044362, -0.06456618, -0.03267192, -0.047159802]; p2 = [-0.752292, -1.3926272, -0.32093215, -0.10510479, 0.6612992, -3.657081]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4cb16190>
2,5,0.07177366,"f = #3 + (#1 * #4); p1 = [-0.50484437, -1.3224071, -0.05968154, 0.2745359, -0.11112916, 0.36732528]; p2 = [-0.042078264, -0.032505117, -0.041726, -0.05998956, -0.030112782, -0.05124143]",0.34396266132754066,"f = #3 + (#1 * #4); p1 = [-0.50484437, -1.3224071, -0.05968154, 0.2745359, -0.11112916, 0.36732528]; p2 = [-0.042078264, -0.032505117, -0.041726, -0.05998956, -0.030112782, -0.05124143]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4cb16f70>
3,7,0.0010904135,"f = #3 * (#1 / (#1 + #4)); p1 = [-9.051867, -9.616367, -2.507802, -5.6778655, -5.040051, -8.720061]; p2 = [106.889725, 103.35292, 149.88333, 118.62041, 107.23512, 164.1112]",2.0934802871392293,"f = #3 * (#1 / (#1 + #4)); p1 = [-9.051867, -9.616367, -2.507802, -5.6778655, -5.040051, -8.720061]; p2 = [106.889725, 103.35292, 149.88333, 118.62041, 107.23512, 164.1112]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4cb16cd0>
4,9,0.0010590638,"f = (#1 + -0.25284365) * (#3 / (#1 + #4)); p1 = [-8.924082, -9.562982, -2.4956608, -5.7744026, -4.9152894, -8.902749]; p2 = [103.6573, 101.65943, 149.76613, 120.531075, 102.54519, 167.44815]",0.014585835891011664,"f = (#1 + -0.25284365) * (#3 / (#1 + #4)); p1 = [-8.924082, -9.562982, -2.4956608, -5.7744026, -4.9152894, -8.902749]; p2 = [103.6573, 101.65943, 149.76613, 120.531075, 102.54519, 167.44815]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca410d0>
5,11,0.00086158386,"f = #3 * (((#1 + -4.749967) / (#4 + #1)) + 0.04018309); p1 = [-8.238889, -9.122466, -2.4886096, -5.448724, -5.164681, -7.599326]; p2 = [94.975395, 98.992195, 150.89055, 118.45127, 117.10323, 149.25545]",0.10318409811258113,"f = #3 * (((#1 + -4.749967) / (#4 + #1)) + 0.04018309); p1 = [-8.238889, -9.122466, -2.4886096, -5.448724, -5.164681, -7.599326]; p2 = [94.975395, 98.992195, 150.89055, 118.45127, 117.10323, 149.25545]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca411c0>
6,13,0.00082028605,"f = #3 * ((#1 + (38.07811 / (#1 - #2))) / (#1 + #4)); p1 = [-9.087374, -9.006239, -2.4921339, -5.764165, -4.9552536, -8.896879]; p2 = [105.63283, 91.35101, 149.5949, 120.231926, 103.57871, 167.09155]",0.024559636092757887,"f = #3 * ((#1 + (38.07811 / (#1 - #2))) / (#1 + #4)); p1 = [-9.087374, -9.006239, -2.4921339, -5.764165, -4.9552536, -8.896879]; p2 = [105.63283, 91.35101, 149.5949, 120.231926, 103.57871, 167.09155]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca412b0>
7,15,0.00078969885,"f = (#1 + (-41.979053 / (#2 + (-12.638468 - #1)))) * (#3 / (#1 + #4)); p1 = [-9.290772, -9.265251, -2.5182471, -5.800156, -4.8880687, -8.952352]; p2 = [108.49339, 94.89583, 150.1975, 120.81911, 101.32245, 168.0368]",0.019000725318705114,"f = (#1 + (-41.979053 / (#2 + (-12.638468 - #1)))) * (#3 / (#1 + #4)); p1 = [-9.290772, -9.265251, -2.5182471, -5.800156, -4.8880687, -8.952352]; p2 = [108.49339, 94.89583, 150.1975, 120.81911, 101.32245, 168.0368]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca413a0>
8,17,0.0005818437,"f = #3 * ((#1 / (#2 + (#1 + #4))) - (-0.23110227 / ((#4 * #1) + 123.720184))); p1 = [-8.904398, -9.607952, -2.5181196, -5.7339864, -4.97066, -8.979017]; p2 = [-26.192818, -26.88304, -109.88537, -50.594822, -64.91802, -2.3794305]",0.15272490764533397,"f = #3 * ((#1 / (#2 + (#1 + #4))) - (-0.23110227 / ((#4 * #1) + 123.720184))); p1 = [-8.904398, -9.607952, -2.5181196, -5.7339864, -4.97066, -8.979017]; p2 = [-26.192818, -26.88304, -109.88537, -50.594822, -64.91802, -2.3794305]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca41490>
9,19,0.0005726839,"f = (#3 / ((#1 - ((#4 + (-16.386166 / ((#4 * 14.120442) + #1))) - #2)) + -29.927568)) * #1; p1 = [-8.743245, -9.848283, -2.5224342, -5.594374, -4.92736, -7.6387897]; p2 = [-0.35423136, -6.876919, 79.87514, 22.716578, 36.274998, 2.930482]",0.007933974203874131,"f = (#3 / ((#1 - ((#4 + (-16.386166 / ((#4 * 14.120442) + #1))) - #2)) + -29.927568)) * #1; p1 = [-8.743245, -9.848283, -2.5224342, -5.594374, -4.92736, -7.6387897]; p2 = [-0.35423136, -6.876919, 79.87514, 22.716578, 36.274998, 2.930482]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca41580>
10,21,0.00053120544,"f = (((#1 / (#1 - #2)) / ((#1 * #4) + #2)) - (#1 / (#2 + (#1 + #4)))) * #3; p1 = [8.995502, 9.524672, 2.5164623, 5.68, 5.0230007, 8.877307]; p2 = [-24.683313, -28.35304, -109.92142, -51.327515, -63.35266, -3.563687]",0.0375925337406045,"f = (((#1 / (#1 - #2)) / ((#1 * #4) + #2)) - (#1 / (#2 + (#1 + #4)))) * #3; p1 = [8.995502, 9.524672, 2.5164623, 5.68, 5.0230007, 8.877307]; p2 = [-24.683313, -28.35304, -109.92142, -51.327515, -63.35266, -3.563687]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca41670>
11,23,0.00038045412,"f = #3 * ((#1 / (#2 + (#1 + #4))) - ((-0.15481271 / (#1 - #2)) - (0.23626752 / ((#4 * #1) + 119.41769)))); p1 = [-8.994936, -9.085863, -2.5147362, -5.741486, -4.986216, -8.968775]; p2 = [-25.806913, -36.755226, -109.94507, -50.382484, -65.112366, -2.3677924]",0.1668916236143156,"f = #3 * ((#1 / (#2 + (#1 + #4))) - ((-0.15481271 / (#1 - #2)) - (0.23626752 / ((#4 * #1) + 119.41769)))); p1 = [-8.994936, -9.085863, -2.5147362, -5.741486, -4.986216, -8.968775]; p2 = [-25.806913, -36.755226, -109.94507, -50.382484, -65.112366, -2.3677924]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca41760>
12,25,0.0003771624,"f = (((#1 / (#1 + (#2 + #4))) - (-0.17898473 / (#1 - (#2 - 2.7353191)))) - (-0.23598404 / ((#1 * #4) + 119.415184))) * #3; p1 = [-9.011063, -9.1040325, -2.51461, -5.740324, -4.990356, -8.9667845]; p2 = [-25.814789, -36.751656, -109.94521, -50.38184, -65.113144, -2.3795748]",0.004344863960329466,"f = (((#1 / (#1 + (#2 + #4))) - (-0.17898473 / (#1 - (#2 - 2.7353191)))) - (-0.23598404 / ((#1 * #4) + 119.415184))) * #3; p1 = [-9.011063, -9.1040325, -2.51461, -5.740324, -4.990356, -8.9667845]; p2 = [-25.814789, -36.751656, -109.94521, -50.38184, -65.113144, -2.3795748]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca41850>
13,27,0.00036398493,"f = ((#3 / ((#1 + #4) + #2)) * ((-42.031963 / ((#2 + #3) - #1)) + #1)) - (-11.22683 / (#4 * ((#4 * #1) + #2))); p1 = [-9.0997505, -9.211096, -2.5100634, -5.8291755, -4.916624, -8.877112]; p2 = [-24.968369, -35.811127, -109.98983, -48.76942, -67.758354, -3.4788585]",0.017781699121780334,"f = ((#3 / ((#1 + #4) + #2)) * ((-42.031963 / ((#2 + #3) - #1)) + #1)) - (-11.22683 / (#4 * ((#4 * #1) + #2))); p1 = [-9.0997505, -9.211096, -2.5100634, -5.8291755, -4.916624, -8.877112]; p2 = [-24.968369, -35.811127, -109.98983, -48.76942, -67.758354, -3.4788585]",<pysr.expression_specs.CallableJuliaExpression object at 0x151d4ca41940>
