,complexity,loss,equation,score,julia_expression,lambda_format
0,1,1.3967092,"f = #3; p1 = [-2.586149, -2.9218557, 2.378649, 1.3469516, -0.99266493, -0.183421]; p2 = [-0.038051695, -0.4027967, 0.7546745, -0.51180017, 1.2747748, -0.14998679]",0.0,"f = #3; p1 = [-2.586149, -2.9218557, 2.378649, 1.3469516, -0.99266493, -0.183421]; p2 = [-0.038051695, -0.4027967, 0.7546745, -0.51180017, 1.2747748, -0.14998679]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534abb4c910>
1,3,0.122299254,"f = #1 * #4; p1 = [-0.3897452, -0.2564547, 0.00488807, 0.7062455, 0.7748601, 3.061469]; p2 = [-0.053613678, -0.047507077, -0.04070126, -0.069300875, -0.032747064, -0.040335327]",1.2177016171625878,"f = #1 * #4; p1 = [-0.3897452, -0.2564547, 0.00488807, 0.7062455, 0.7748601, 3.061469]; p2 = [-0.053613678, -0.047507077, -0.04070126, -0.069300875, -0.032747064, -0.040335327]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534abb4c160>
2,5,0.066760235,"f = (#4 * #1) - #3; p1 = [0.51726604, 0.64402866, 0.5666176, 0.09767352, 0.111532874, -0.51713663]; p2 = [-0.044678062, -0.040207334, -0.04776082, -0.072230555, -0.030116757, -0.043783333]",0.3026816620302416,"f = (#4 * #1) - #3; p1 = [0.51726604, 0.64402866, 0.5666176, 0.09767352, 0.111532874, -0.51713663]; p2 = [-0.044678062, -0.040207334, -0.04776082, -0.072230555, -0.030116757, -0.043783333]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534abb4cd90>
3,7,0.00054593675,"f = #1 / ((#1 / #3) + #4); p1 = [-9.005698, -8.984247, -2.5048714, -5.6882906, -5.083975, -7.769969]; p2 = [-11.706607, -10.334639, -59.808372, -20.878065, -21.425415, -19.40538]",2.4031798856488362,"f = #1 / ((#1 / #3) + #4); p1 = [-9.005698, -8.984247, -2.5048714, -5.6882906, -5.083975, -7.769969]; p2 = [-11.706607, -10.334639, -59.808372, -20.878065, -21.425415, -19.40538]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534abb4ce50>
4,9,0.0005459269,"f = #1 / ((#2 / #4) + (#1 / #3)); p1 = [-9.00197, -8.983015, -2.5048306, -5.702786, -5.081792, -7.76991]; p2 = [-11.106713, -12.579846, -4.3471537, -8.14946, -7.9356585, -8.76069]",9.021272940310538e-06,"f = #1 / ((#2 / #4) + (#1 / #3)); p1 = [-9.00197, -8.983015, -2.5048306, -5.702786, -5.081792, -7.76991]; p2 = [-11.106713, -12.579846, -4.3471537, -8.14946, -7.9356585, -8.76069]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba800a0>
5,10,0.000493432,"f = (#1 + -0.3143003) / (#4 + (#1 / #3)); p1 = [-8.829266, -8.907039, -2.4841034, -5.4359655, -4.92128, -7.904044]; p2 = [-11.467969, -10.169111, -60.20042, -21.313293, -20.90001, -19.44625]",0.10110002590520509,"f = (#1 + -0.3143003) / (#4 + (#1 / #3)); p1 = [-8.829266, -8.907039, -2.4841034, -5.4359655, -4.92128, -7.904044]; p2 = [-11.467969, -10.169111, -60.20042, -21.313293, -20.90001, -19.44625]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80190>
6,12,0.00047216724,"f = (#1 - (-4.93621 / #4)) / ((#1 / #3) + #4); p1 = [-8.764777, -8.8773155, -2.500656, -5.513327, -4.9618726, -7.8781037]; p2 = [-11.377745, -10.0906925, -59.89438, -21.182886, -21.033823, -19.440107]",0.0220259066152459,"f = (#1 - (-4.93621 / #4)) / ((#1 / #3) + #4); p1 = [-8.764777, -8.8773155, -2.500656, -5.513327, -4.9618726, -7.8781037]; p2 = [-11.377745, -10.0906925, -59.89438, -21.182886, -21.033823, -19.440107]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80280>
7,13,0.0004583034,"f = (#1 - ((#3 / #2) * #3)) / ((#1 / #3) + #4); p1 = [-8.721833, -8.830122, -2.504159, -5.5376916, -4.995966, -7.9226894]; p2 = [-11.291878, -10.011239, -59.82491, -21.132349, -21.160822, -19.456284]",0.029801834653304264,"f = (#1 - ((#3 / #2) * #3)) / ((#1 / #3) + #4); p1 = [-8.721833, -8.830122, -2.504159, -5.5376916, -4.995966, -7.9226894]; p2 = [-11.291878, -10.011239, -59.82491, -21.132349, -21.160822, -19.456284]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80370>
8,14,0.00028496335,"f = #1 / ((#1 / #3) + (#4 - (#1 / (#1 + -4.4471316)))); p1 = [-8.632718, -8.85146, -2.4998217, -5.5806246, -4.9040837, -7.8630724]; p2 = [-10.318472, -9.1171055, -58.931988, -20.114994, -19.965748, -18.454704]",0.4751708347007366,"f = #1 / ((#1 / #3) + (#4 - (#1 / (#1 + -4.4471316)))); p1 = [-8.632718, -8.85146, -2.4998217, -5.5806246, -4.9040837, -7.8630724]; p2 = [-10.318472, -9.1171055, -58.931988, -20.114994, -19.965748, -18.454704]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80460>
9,15,0.00028227034,"f = #1 / ((#3 / ((#3 + #1) + #1)) + ((#1 / #3) + #4)); p1 = [-8.671343, -8.854417, -2.5031028, -5.613444, -4.9974504, -7.852655]; p2 = [-11.350908, -10.120839, -59.848976, -21.03842, -21.202068, -19.450706]",0.009495311301631766,"f = #1 / ((#3 / ((#3 + #1) + #1)) + ((#1 / #3) + #4)); p1 = [-8.671343, -8.854417, -2.5031028, -5.613444, -4.9974504, -7.852655]; p2 = [-11.350908, -10.120839, -59.848976, -21.03842, -21.202068, -19.450706]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80550>
10,16,0.00027450584,"f = #1 / ((#4 - (#1 / (#1 + (46.0765 / #4)))) + (#1 / #3)); p1 = [-8.630684, -8.8241005, -2.498653, -5.601628, -5.011589, -7.822921]; p2 = [-10.317589, -9.075496, -58.912575, -20.041336, -20.234936, -18.435772]",0.02789272843774104,"f = #1 / ((#4 - (#1 / (#1 + (46.0765 / #4)))) + (#1 / #3)); p1 = [-8.630684, -8.8241005, -2.498653, -5.601628, -5.011589, -7.822921]; p2 = [-10.317589, -9.075496, -58.912575, -20.041336, -20.234936, -18.435772]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80640>
11,18,0.00026263297,"f = (-7.1129646 - #4) * (#1 / (#2 - (#1 * ((#3 / (#4 - #1)) * #1)))); p1 = [1.3714051, 1.614213, 1.7026944, 1.4430244, 1.5784174, 1.1391871]; p2 = [4.846496, 7.0335064, -2.8522584, 1.1079732, 0.89529026, 1.747702]",0.02210751480526437,"f = (-7.1129646 - #4) * (#1 / (#2 - (#1 * ((#3 / (#4 - #1)) * #1)))); p1 = [1.3714051, 1.614213, 1.7026944, 1.4430244, 1.5784174, 1.1391871]; p2 = [4.846496, 7.0335064, -2.8522584, 1.1079732, 0.89529026, 1.747702]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80730>
12,19,0.00024747485,"f = (-12.006873 - #4) * (#1 / (182.93417 - (#1 * (#3 * (#1 / (#4 - #1)))))); p1 = [1.9344219, 2.4222183, 1.150444, 1.5081453, 1.6572729, 1.1874017]; p2 = [4.838497, 8.912957, -9.176318, -3.5812223, -3.6866868, -2.7536118]",0.05944854547442647,"f = (-12.006873 - #4) * (#1 / (182.93417 - (#1 * (#3 * (#1 / (#4 - #1)))))); p1 = [1.9344219, 2.4222183, 1.150444, 1.5081453, 1.6572729, 1.1874017]; p2 = [4.838497, 8.912957, -9.176318, -3.5812223, -3.6866868, -2.7536118]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80820>
13,21,0.00024567332,"f = #1 * ((-12.129473 - #4) / (208.1471 - (((#1 * #3) * #1) / (#4 - (#3 + #1))))); p1 = [2.202352, 2.754444, 1.299636, 1.7199873, 1.8807037, 1.3481534]; p2 = [7.042662, 11.666902, -8.942595, -2.6798515, -2.7157342, -1.6178344]",0.003653137380691609,"f = #1 * ((-12.129473 - #4) / (208.1471 - (((#1 * #3) * #1) / (#4 - (#3 + #1))))); p1 = [2.202352, 2.754444, 1.299636, 1.7199873, 1.8807037, 1.3481534]; p2 = [7.042662, 11.666902, -8.942595, -2.6798515, -2.7157342, -1.6178344]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80910>
14,22,0.00023817839,"f = #1 / ((#2 - (#1 + ((#1 / ((#4 - #1) / #3)) * #1))) / ((#2 * -0.06086038) - #4)); p1 = [2.4394138, 2.7986736, 2.5289707, 2.3897018, 2.5277777, 2.0996912]; p2 = [4.5305905, 7.6071615, -12.201568, -2.5541792, -2.6692145, -1.7817316]",0.03098275519905462,"f = #1 / ((#2 - (#1 + ((#1 / ((#4 - #1) / #3)) * #1))) / ((#2 * -0.06086038) - #4)); p1 = [2.4394138, 2.7986736, 2.5289707, 2.3897018, 2.5277777, 2.0996912]; p2 = [4.5305905, 7.6071615, -12.201568, -2.5541792, -2.6692145, -1.7817316]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80a00>
15,23,0.00021925368,"f = ((0.019495428 / #4) + ((-7.4833326 - #4) / (#2 - (((#1 * #3) * #1) / (#4 - #1))))) * #1; p1 = [1.2327327, 1.4322145, 1.7797005, 1.3200451, 1.1661437, 0.9921849]; p2 = [4.839732, 6.5695543, -4.0842056, 2.229785, 2.075168, 2.7604423]",0.08279051511939613,"f = ((0.019495428 / #4) + ((-7.4833326 - #4) / (#2 - (((#1 * #3) * #1) / (#4 - #1))))) * #1; p1 = [1.2327327, 1.4322145, 1.7797005, 1.3200451, 1.1661437, 0.9921849]; p2 = [4.839732, 6.5695543, -4.0842056, 2.229785, 2.075168, 2.7604423]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80af0>
16,24,0.00021171087,"f = #1 * (((-11.016984 - #4) / (#2 - (#1 * ((#1 / (4.855374 - #1)) - #3)))) - (-0.023060175 / #4)); p1 = [0.033063374, 0.1661775, 0.8321821, 0.59158117, 1.200535, -0.16696404]; p2 = [2.0128567, 2.8071492, -7.177112, -3.7121472, -3.6815488, 1.3136355]",0.03500789253669064,"f = #1 * (((-11.016984 - #4) / (#2 - (#1 * ((#1 / (4.855374 - #1)) - #3)))) - (-0.023060175 / #4)); p1 = [0.033063374, 0.1661775, 0.8321821, 0.59158117, 1.200535, -0.16696404]; p2 = [2.0128567, 2.8071492, -7.177112, -3.7121472, -3.6815488, 1.3136355]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80be0>
17,25,0.00020104022,"f = (((-10.131454 - #4) / (#2 - (#1 * ((#1 / ((#4 + #4) - #1)) - #3)))) - (-0.018294523 / #4)) * #1; p1 = [0.123812534, 0.35469198, 0.6991808, 0.5178549, 0.9809232, -0.11704122]; p2 = [2.4466722, 3.9300501, -6.5623217, -3.3735924, -3.2119198, 1.3394183]",0.051716535523004016,"f = (((-10.131454 - #4) / (#2 - (#1 * ((#1 / ((#4 + #4) - #1)) - #3)))) - (-0.018294523 / #4)) * #1; p1 = [0.123812534, 0.35469198, 0.6991808, 0.5178549, 0.9809232, -0.11704122]; p2 = [2.4466722, 3.9300501, -6.5623217, -3.3735924, -3.2119198, 1.3394183]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80cd0>
18,26,0.00019909168,"f = ((0.015071307 / #4) + ((-11.146161 - #4) / (#2 - (#1 * (#1 / (#4 - ((#1 + -3.019448) / #3))))))) * #1; p1 = [1.0921714, 1.417105, 1.6661466, 1.4675157, 1.7943428, 0.8414544]; p2 = [1.6628036, 3.3626835, -7.470113, -3.8236182, -4.0120616, 0.90580034]",0.009739565393530186,"f = ((0.015071307 / #4) + ((-11.146161 - #4) / (#2 - (#1 * (#1 / (#4 - ((#1 + -3.019448) / #3))))))) * #1; p1 = [1.0921714, 1.417105, 1.6661466, 1.4675157, 1.7943428, 0.8414544]; p2 = [1.6628036, 3.3626835, -7.470113, -3.8236182, -4.0120616, 0.90580034]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80dc0>
19,27,0.00019474364,"f = #1 * ((((#2 * -0.069418654) - #4) / (#2 - (#1 * (#1 / (((#4 - #1) / #3) + #3))))) - (-0.020517897 / #4)); p1 = [1.1732603, 1.424023, 1.6324626, 1.482286, 1.8689601, 0.7787981]; p2 = [3.466207, 5.3064113, -14.3741455, -4.555654, -4.6067004, 0.9644708]",0.022081395186088246,"f = #1 * ((((#2 * -0.069418654) - #4) / (#2 - (#1 * (#1 / (((#4 - #1) / #3) + #3))))) - (-0.020517897 / #4)); p1 = [1.1732603, 1.424023, 1.6324626, 1.482286, 1.8689601, 0.7787981]; p2 = [3.466207, 5.3064113, -14.3741455, -4.555654, -4.6067004, 0.9644708]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80eb0>
20,28,0.00019019142,"f = #1 * ((0.007633418 / #4) + (((#2 * -0.08676731) - #4) / (#2 - (#1 * (#1 / (((#4 - #1) / #3) + 3.0842664)))))); p1 = [1.1664505, 1.5096021, 1.594964, 1.4296476, 1.6047068, 0.6596971]; p2 = [1.2360233, 3.1350505, -18.826784, -7.0091295, -7.11865, 0.22794908]",0.02365298828101951,"f = #1 * ((0.007633418 / #4) + (((#2 * -0.08676731) - #4) / (#2 - (#1 * (#1 / (((#4 - #1) / #3) + 3.0842664)))))); p1 = [1.1664505, 1.5096021, 1.594964, 1.4296476, 1.6047068, 0.6596971]; p2 = [1.2360233, 3.1350505, -18.826784, -7.0091295, -7.11865, 0.22794908]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba80f70>
21,30,0.00018801402,"f = ((0.01464478 / (#4 * #4)) + (((#2 * -0.08759833) - #4) / (#2 - ((#1 * #1) / (((#4 - #1) / #3) + 3.2019112))))) * #1; p1 = [1.104, 1.5930727, 1.5883303, 1.4150853, 1.525787, 0.6956863]; p2 = [1.3249907, 3.2069972, -18.969208, -6.923068, -7.0422344, -0.70773137]",0.0057572520830966745,"f = ((0.01464478 / (#4 * #4)) + (((#2 * -0.08759833) - #4) / (#2 - ((#1 * #1) / (((#4 - #1) / #3) + 3.2019112))))) * #1; p1 = [1.104, 1.5930727, 1.5883303, 1.4150853, 1.525787, 0.6956863]; p2 = [1.3249907, 3.2069972, -18.969208, -6.923068, -7.0422344, -0.70773137]",<pysr.expression_specs.CallableJuliaExpression object at 0x1534aba810d0>
