,complexity,loss,equation,score,sympy_format,lambda_format
0,1,3.2370365,1.7939032,0.0,1.79390320000000,PySRFunction(X=>1.79390320000000)
1,3,0.31765363,x0 * -0.040122468,1.1607259772080905,x0*(-0.040122468),PySRFunction(X=>x0*(-0.040122468))
2,5,0.059718702,x0 * (x0 / 2084.8623),0.8356581688233252,x0*x0/2084.8623,PySRFunction(X=>x0*x0/2084.8623)
3,7,0.0004270246,(381.26544 / (x0 + 150.42511)) - 2.537144,2.4702794469221607,-1*2.537144 + 381.26544/(x0 + 150.42511),PySRFunction(X=>-1*2.537144 + 381.26544/(x0 + 150.42511))
4,9,2.4490826e-05,x0 * ((-1.9614372 / (x0 + 142.62572)) + -0.0043952744),1.429271512181407,x0*(-0.0043952744 - 1.9614372/(x0 + 142.62572)),PySRFunction(X=>x0*(-0.0043952744 - 1.9614372/(x0 + 142.62572)))
5,11,1.7269287e-05,(x0 / ((-143.68413 - x0) * (526.8939 - x0))) * 1380.3806,0.17468449630368604,x0*1380.3806/((526.8939 - x0)*(-x0 - 143.68413)),PySRFunction(X=>x0*1380.3806/((526.8939 - x0)*(-x0 - 143.68413)))
6,13,1.1530179e-05,((358.52875 / ((-148.83989 - x0) * (x0 + 280.68466))) + -0.009763243) * x0,0.20198087348080274,x0*(-0.009763243 + 358.52875/(((-x0 - 148.83989)*(x0 + 280.68466)))),PySRFunction(X=>x0*(-0.009763243 + 358.52875/(((-x0 - 148.83989)*(x0 + 280.68466)))))
7,15,1.026186e-06,(x0 * ((-1.8000822 / (x0 + 139.73691)) + -0.005439005)) + (0.095171764 / (x0 + 97.342224)),1.2095594210053613,x0*(-0.005439005 - 1.8000822/(x0 + 139.73691)) + 0.095171764/(x0 + 97.342224),PySRFunction(X=>x0*(-0.005439005 - 1.8000822/(x0 + 139.73691)) + 0.095171764/(x0 + 97.342224))
8,17,1.0018714e-06,(((-0.0010424698 / (x0 + 96.32414)) + ((-1.8118191 / (x0 + 140.01218)) + -0.005375496)) * x0) - -0.0007160477,0.011989682877636356,x0*(-0.005375496 - 1.8118191/(x0 + 140.01218) - 0.0010424698/(x0 + 96.32414)) - 1*(-0.0007160477),PySRFunction(X=>x0*(-0.005375496 - 1.8118191/(x0 + 140.01218) - 0.0010424698/(x0 + 96.32414)) - 1*(-0.0007160477))
9,19,5.772541e-07,(((-1.8228893 / (x0 + 140.17226)) - (-0.08396894 / ((x0 + 96.334564) * (x0 + 13.520351)))) - 0.005269085) * x0,0.27567118962175574,x0*(-1*0.005269085 - 1.8228893/(x0 + 140.17226) - (-1)*0.08396894/((x0 + 13.520351)*(x0 + 96.334564))),PySRFunction(X=>x0*(-1*0.005269085 - 1.8228893/(x0 + 140.17226) - (-1)*0.08396894/((x0 + 13.520351)*(x0 + 96.334564))))
