,complexity,loss,equation,score,julia_expression,lambda_format
0,1,1.3529263,"f = #4; p1 = [-0.0019225852, 0.81994694, 1.8019825, -0.2938003, -0.0131296, -0.123532765]; p2 = [-2.5089643, -3.5038924, 1.2713352, 0.11169405, -1.0764587, -0.8528534]",0.0,"f = #4; p1 = [-0.0019225852, 0.81994694, 1.8019825, -0.2938003, -0.0131296, -0.123532765]; p2 = [-2.5089643, -3.5038924, 1.2713352, 0.11169405, -1.0764587, -0.8528534]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aacc50b910>
1,3,0.09121372,"f = #4 * #1; p1 = [2.0235507, 0.7099789, 0.09763698, 0.7875307, 1.1595175, 0.18525134]; p2 = [-0.050241165, -0.04370039, -0.036619186, -0.04925774, -0.032137983, -0.037355594]",1.3484099153902092,"f = #4 * #1; p1 = [2.0235507, 0.7099789, 0.09763698, 0.7875307, 1.1595175, 0.18525134]; p2 = [-0.050241165, -0.04370039, -0.036619186, -0.04925774, -0.032137983, -0.037355594]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aacc50b1c0>
2,5,0.050527338,"f = (#4 * #1) - #3; p1 = [0.60247654, 0.5042388, 0.018290488, -0.111504875, 0.13372976, -0.06538982]; p2 = [-0.041022614, -0.039133925, -0.036846597, -0.049256332, -0.02918185, -0.038247608]",0.29534539401061677,"f = (#4 * #1) - #3; p1 = [0.60247654, 0.5042388, 0.018290488, -0.111504875, 0.13372976, -0.06538982]; p2 = [-0.041022614, -0.039133925, -0.036846597, -0.049256332, -0.02918185, -0.038247608]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aacc50bfa0>
3,7,0.0010402774,"f = (#1 * #3) / (#4 + #1); p1 = [-8.99006, -9.792899, -2.661326, -5.604228, -5.0765843, -7.4095144]; p2 = [105.54564, 108.77882, 153.97325, 117.19918, 108.7516, 137.26506]",1.9415135639923038,"f = (#1 * #3) / (#4 + #1); p1 = [-8.99006, -9.792899, -2.661326, -5.604228, -5.0765843, -7.4095144]; p2 = [105.54564, 108.77882, 153.97325, 117.19918, 108.7516, 137.26506]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aacc50bbe0>
4,9,0.0010107644,"f = ((#1 * #3) / (#1 + #4)) + -0.012370312; p1 = [-9.043832, -9.828322, -2.7047408, -5.234057, -5.212941, -7.27003]; p2 = [107.25949, 110.144264, 154.815, 109.89267, 114.34557, 134.52678]",0.014390266036262818,"f = ((#1 * #3) / (#1 + #4)) + -0.012370312; p1 = [-9.043832, -9.828322, -2.7047408, -5.234057, -5.212941, -7.27003]; p2 = [107.25949, 110.144264, 154.815, 109.89267, 114.34557, 134.52678]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac4438100>
5,11,0.00085468165,"f = #3 * (((#1 + -4.853902) / (#1 + #4)) - -0.044184662); p1 = [-8.367137, -9.404032, -2.6495545, -5.1494546, -4.8828115, -6.783652]; p2 = [99.39969, 109.324776, 155.04652, 112.63997, 109.34547, 130.68689]",0.08386654742288338,"f = #3 * (((#1 + -4.853902) / (#1 + #4)) - -0.044184662); p1 = [-8.367137, -9.404032, -2.6495545, -5.1494546, -4.8828115, -6.783652]; p2 = [99.39969, 109.324776, 155.04652, 112.63997, 109.34547, 130.68689]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac44381f0>
6,13,0.00057995523,"f = #1 * ((#4 * (#1 + -197.31145)) + (#3 / (#1 + 111.750046))); p1 = [-8.306804, -10.099204, -0.4282154, -4.341251, -6.365919, 1.1890383]; p2 = [4.479923e-5, -9.419426e-6, 7.775273e-5, 4.63678e-5, -5.0319984e-5, 0.00033582665]",0.19388907475700576,"f = #1 * ((#4 * (#1 + -197.31145)) + (#3 / (#1 + 111.750046))); p1 = [-8.306804, -10.099204, -0.4282154, -4.341251, -6.365919, 1.1890383]; p2 = [4.479923e-5, -9.419426e-6, 7.775273e-5, 4.63678e-5, -5.0319984e-5, 0.00033582665]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac44382e0>
7,15,0.0005135962,"f = #1 * ((#3 / (#1 + (#3 + 116.463776))) + ((#1 + -198.3298) * #4)); p1 = [-8.421674, -10.093224, -0.5612147, -3.8758755, -5.360159, 0.870765]; p2 = [3.1466905e-5, -2.2474573e-5, 7.038284e-5, 6.949488e-5, -8.713766e-6, 0.00031800143]",0.060756778655765724,"f = #1 * ((#3 / (#1 + (#3 + 116.463776))) + ((#1 + -198.3298) * #4)); p1 = [-8.421674, -10.093224, -0.5612147, -3.8758755, -5.360159, 0.870765]; p2 = [3.1466905e-5, -2.2474573e-5, 7.038284e-5, 6.949488e-5, -8.713766e-6, 0.00031800143]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac44383d0>
8,17,0.00041495165,"f = ((#1 - 129.81699) * (((#3 / (#1 + 126.51311)) - #4) * #1)) / (#2 - #1); p1 = [11.376945, 12.069465, 1.5453244, 6.719776, 4.1828175, 3.6616418]; p2 = [0.0063702897, 0.006127455, -0.02429502, -0.009987782, -0.024709458, -0.04254092]",0.10663767308761926,"f = ((#1 - 129.81699) * (((#3 / (#1 + 126.51311)) - #4) * #1)) / (#2 - #1); p1 = [11.376945, 12.069465, 1.5453244, 6.719776, 4.1828175, 3.6616418]; p2 = [0.0063702897, 0.006127455, -0.02429502, -0.009987782, -0.024709458, -0.04254092]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac44384c0>
9,19,0.00034954428,"f = #1 * (((((#1 - 119.42278) * #4) + 0.06967985) / (#2 - #1)) + (#3 / (#1 + 125.13222))); p1 = [-11.209995, -11.930866, -0.9796657, -6.442267, -7.891922, -2.4539273]; p2 = [-0.0059853573, -0.005877689, 0.023722509, -0.0045250934, -0.021795256, 0.05034889]",0.08576587924579104,"f = #1 * (((((#1 - 119.42278) * #4) + 0.06967985) / (#2 - #1)) + (#3 / (#1 + 125.13222))); p1 = [-11.209995, -11.930866, -0.9796657, -6.442267, -7.891922, -2.4539273]; p2 = [-0.0059853573, -0.005877689, 0.023722509, -0.0045250934, -0.021795256, 0.05034889]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac44385b0>
10,21,0.00032940472,"f = #1 * ((#3 / (132.8641 - ((#3 * -3.385379) - #1))) - (((117.98979 - #1) / (#2 - #1)) * #4)); p1 = [-8.459331, -9.343205, -1.1548113, -5.2945933, -6.0261536, -2.4345815]; p2 = [0.0035683452, 0.0005336406, 0.020498203, 0.0025439325, -0.009131794, 0.050533254]",0.029671551101802376,"f = #1 * ((#3 / (132.8641 - ((#3 * -3.385379) - #1))) - (((117.98979 - #1) / (#2 - #1)) * #4)); p1 = [-8.459331, -9.343205, -1.1548113, -5.2945933, -6.0261536, -2.4345815]; p2 = [0.0035683452, 0.0005336406, 0.020498203, 0.0025439325, -0.009131794, 0.050533254]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac44386a0>
11,23,0.00031210313,"f = #1 * (((0.08618287 / (130.68445 - #1)) + (#3 / (#1 + 130.86028))) - (#4 * ((120.900345 - #1) / (#2 - #1)))); p1 = [-11.944361, -12.815923, -1.2311465, -7.201844, -8.116581, -2.73377]; p2 = [-0.007817994, -0.008708739, 0.019984394, -0.009081206, -0.02013709, 0.0483262]",0.02697673433035229,"f = #1 * (((0.08618287 / (130.68445 - #1)) + (#3 / (#1 + 130.86028))) - (#4 * ((120.900345 - #1) / (#2 - #1)))); p1 = [-11.944361, -12.815923, -1.2311465, -7.201844, -8.116581, -2.73377]; p2 = [-0.007817994, -0.008708739, 0.019984394, -0.009081206, -0.02013709, 0.0483262]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac4438790>
12,25,0.00030889027,"f = ((((120.41235 - #1) * #4) / (#2 - #1)) + ((#3 / (#3 + (#1 + 132.01195))) + (0.062998496 / (130.86993 - #1)))) * #1; p1 = [-10.594943, -11.607439, -1.2320422, -6.4000044, -7.4181337, -2.6713486]; p2 = [0.0034286268, 0.0058900276, -0.019732652, 0.0035815127, 0.016696109, -0.04844055]",0.005173788750933767,"f = ((((120.41235 - #1) * #4) / (#2 - #1)) + ((#3 / (#3 + (#1 + 132.01195))) + (0.062998496 / (130.86993 - #1)))) * #1; p1 = [-10.594943, -11.607439, -1.2320422, -6.4000044, -7.4181337, -2.6713486]; p2 = [0.0034286268, 0.0058900276, -0.019732652, 0.0035815127, 0.016696109, -0.04844055]",<pysr.expression_specs.CallableJuliaExpression object at 0x14aac4438880>
