,complexity,loss,equation,score,sympy_format,lambda_format
0,1,0.3608683,-1.013083,0.0,-1.01308300000000,PySRFunction(X=>-1.01308300000000)
1,3,0.010248417,x0 * -0.032545343,1.7806949085961021,x0*(-0.032545343),PySRFunction(X=>x0*(-0.032545343))
2,5,0.0058647916,(x0 - -4.0081315) * -0.029789733,0.27907815299039207,(x0 - 1*(-4.0081315))*(-0.029789733),PySRFunction(X=>(x0 - 1*(-4.0081315))*(-0.029789733))
3,7,0.00013994669,(554.96405 / (x0 + 109.043076)) + -5.090105,1.8677303316283584,-5.090105 + 554.96405/(x0 + 109.043076),PySRFunction(X=>-5.090105 + 554.96405/(x0 + 109.043076))
4,9,0.00013949482,x0 * ((4.4298005 / (-99.06856 - x0)) + -0.0022888184),0.0016170482111144138,x0*(-0.0022888184 + 4.4298005/(-x0 - 99.06856)),PySRFunction(X=>x0*(-0.0022888184 + 4.4298005/(-x0 - 99.06856)))
5,11,0.00013945968,x0 * (71.741455 - ((-4.4707947 / (-99.62901 - x0)) + 71.74358)),0.00012597036500885698,x0*(71.741455 - (71.74358 - 4.4707947/(-x0 - 99.62901))),PySRFunction(X=>x0*(71.741455 - (71.74358 - 4.4707947/(-x0 - 99.62901))))
6,13,0.00013942488,(x0 * 5.121326) / ((-110.07276 + (4.3294444 / (x0 + -5.2273016))) - x0),0.0001247828140095697,x0*5.121326/(-x0 - 110.07276 + 4.3294444/(x0 - 5.2273016)),PySRFunction(X=>x0*5.121326/(-x0 - 110.07276 + 4.3294444/(x0 - 5.2273016)))
7,15,0.0001391901,x0 * ((0.17919113 + (x0 * (-1.3692965e-6 - (-0.17885803 / (0.2516077 - x0))))) * x0),0.0008426684579976691,x0*x0*(x0*(-1.3692965e-6 - (-1)*0.17885803/(0.2516077 - x0)) + 0.17919113),PySRFunction(X=>x0*x0*(x0*(-1.3692965e-6 - (-1)*0.17885803/(0.2516077 - x0)) + 0.17919113))
8,17,0.00013915733,((x0 + -6.8424177) * (((x0 * -1.5010654e-6) + 0.00033971822) - (0.043369606 / (x0 + -6.8879137)))) * x0,0.00011773056482468538,x0*(x0 - 6.8424177)*(x0*(-1.5010654e-6) + 0.00033971822 - 0.043369606/(x0 - 6.8879137)),PySRFunction(X=>x0*(x0 - 6.8424177)*(x0*(-1.5010654e-6) + 0.00033971822 - 0.043369606/(x0 - 6.8879137)))
9,19,0.00013915732,(((((x0 * -2.0463322e-6) + 0.00046347335) - (0.059193727 / (x0 + -6.879487))) * (x0 + -6.8336463)) * x0) * 0.7326678,3.593055565613151e-08,(x0*(-2.0463322e-6) + 0.00046347335 - 0.059193727/(x0 - 6.879487))*(x0 - 6.8336463)*x0*0.7326678,PySRFunction(X=>(x0*(-2.0463322e-6) + 0.00046347335 - 0.059193727/(x0 - 6.879487))*(x0 - 6.8336463)*x0*0.7326678)
10,21,0.00013915691,((x0 + (x0 * (((x0 * -1.5094407e-6) - -0.00034003885) - (0.043257885 / (x0 + -7.3126783))))) - x0) * (x0 + -7.2749434),1.4731550017938417e-06,(x0 - 7.2749434)*(x0*(x0*(-1.5094407e-6) - 1*(-0.00034003885) - 0.043257885/(x0 - 7.3126783)) - x0 + x0),PySRFunction(X=>(x0 - 7.2749434)*(x0*(x0*(-1.5094407e-6) - 1*(-0.00034003885) - 0.043257885/(x0 - 7.3126783)) - x0 + x0))
11,23,0.00013915675,(((x0 * 0.00057056407) - (-17.867197 / (x0 - 0.18913198))) + -0.13491824) * (x0 * ((x0 * -0.0025361837) - (-0.00022019522 / (x0 + -15.4864645)))),5.748909342322956e-07,x0*(x0*(-0.0025361837) - (-1)*0.00022019522/(x0 - 15.4864645))*(x0*0.00057056407 - 0.13491824 - (-1)*17.867197/(x0 - 1*0.18913198)),PySRFunction(X=>x0*(x0*(-0.0025361837) - (-1)*0.00022019522/(x0 - 15.4864645))*(x0*0.00057056407 - 0.13491824 - (-1)*17.867197/(x0 - 1*0.18913198)))
