,complexity,loss,equation,score,julia_expression,lambda_format
0,1,1.3967092,"f = #3; p1 = [-2.5860736, -2.9217782, 2.3785913, 1.3470705, -0.992781, -0.18396942]; p2 = [0.28457505, -0.33328357, 0.025297828, 0.099818595, 0.06830378, -2.8602774]",0.0,"f = #3; p1 = [-2.5860736, -2.9217782, 2.3785913, 1.3470705, -0.992781, -0.18396942]; p2 = [0.28457505, -0.33328357, 0.025297828, 0.099818595, 0.06830378, -2.8602774]",<pysr.expression_specs.CallableJuliaExpression object at 0x145596b3c910>
1,3,0.122299254,"f = #1 / #3; p1 = [-18.651918, -21.049898, -24.569696, -14.430267, -30.53798, -24.792505]; p2 = [11.836536, 9.676233, 1.8654068, 4.881071, 3.5455928, 9.184694]",1.2177016171625878,"f = #1 / #3; p1 = [-18.651918, -21.049898, -24.569696, -14.430267, -30.53798, -24.792505]; p2 = [11.836536, 9.676233, 1.8654068, 4.881071, 3.5455928, 9.184694]",<pysr.expression_specs.CallableJuliaExpression object at 0x145596b3c190>
2,5,0.06676025,"f = (#3 * #1) + #4; p1 = [-0.044678286, -0.040206917, -0.0477601, -0.07223202, -0.03011653, -0.04378339]; p2 = [-0.51726073, -0.644063, -0.5665738, -0.097722724, -0.11153924, 0.51713985]",0.30268154968792954,"f = (#3 * #1) + #4; p1 = [-0.044678286, -0.040206917, -0.0477601, -0.07223202, -0.03011653, -0.04378339]; p2 = [-0.51726073, -0.644063, -0.5665738, -0.097722724, -0.11153924, 0.51713985]",<pysr.expression_specs.CallableJuliaExpression object at 0x145596b3cf70>
3,7,0.00054602925,"f = (#4 * #1) / (#3 - #1); p1 = [-105.405, -92.72447, -149.80933, -119.517136, -109.35384, -150.76743]; p2 = [9.0042715, 8.977725, 2.5047429, 5.7414947, 5.098243, 7.769681]",2.4030952883937604,"f = (#4 * #1) / (#3 - #1); p1 = [-105.405, -92.72447, -149.80933, -119.517136, -109.35384, -150.76743]; p2 = [9.0042715, 8.977725, 2.5047429, 5.7414947, 5.098243, 7.769681]",<pysr.expression_specs.CallableJuliaExpression object at 0x145596b3ccd0>
4,9,0.000468853,"f = #1 * ((#4 / (-145.1396 - #1)) - #3); p1 = [-0.014707597, -0.01705542, 0.0028801528, -0.019120403, -0.008355472, 0.0016056062]; p2 = [14.212275, 15.655028, 2.1430624, 9.603508, 7.87777, 7.2179103]",0.07619162962922897,"f = #1 * ((#4 / (-145.1396 - #1)) - #3); p1 = [-0.014707597, -0.01705542, 0.0028801528, -0.019120403, -0.008355472, 0.0016056062]; p2 = [14.212275, 15.655028, 2.1430624, 9.603508, 7.87777, 7.2179103]",<pysr.expression_specs.CallableJuliaExpression object at 0x145592a660d0>
5,11,0.00044883438,"f = (#1 + -0.19208555) * ((#4 / (-144.74168 - #1)) + #3); p1 = [0.015663201, 0.017537156, -0.0030187094, 0.02050872, 0.009408446, -0.0022546444]; p2 = [14.422083, 15.772775, 2.1142712, 9.676569, 8.092221, 7.082894]",0.021817665463758643,"f = (#1 + -0.19208555) * ((#4 / (-144.74168 - #1)) + #3); p1 = [0.015663201, 0.017537156, -0.0030187094, 0.02050872, 0.009408446, -0.0022546444]; p2 = [14.422083, 15.772775, 2.1142712, 9.676569, 8.092221, 7.082894]",<pysr.expression_specs.CallableJuliaExpression object at 0x145592a661c0>
6,13,0.00028939854,"f = (#1 / ((#3 - #1) + (-21.660297 / (#1 + -4.8826466)))) * #4; p1 = [-99.926094, -90.74591, -149.89842, -118.282745, -102.94332, -152.28397]; p2 = [8.734358, 8.896657, 2.4987278, 5.618144, 4.908746, 7.835397]",0.21942459314423546,"f = (#1 / ((#3 - #1) + (-21.660297 / (#1 + -4.8826466)))) * #4; p1 = [-99.926094, -90.74591, -149.89842, -118.282745, -102.94332, -152.28397]; p2 = [8.734358, 8.896657, 2.4987278, 5.618144, 4.908746, 7.835397]",<pysr.expression_specs.CallableJuliaExpression object at 0x145592a662b0>
7,15,0.0002750567,"f = (#3 / (#1 + -5.2613025)) + (#1 * ((#4 / (-144.38147 - #1)) + #3)); p1 = [0.015252887, 0.016845165, -0.003310166, 0.017980937, 0.008336417, -0.0018432299]; p2 = [14.277063, 15.555313, 2.0888653, 9.414965, 7.8443475, 7.1412325]",0.025413755515964698,"f = (#3 / (#1 + -5.2613025)) + (#1 * ((#4 / (-144.38147 - #1)) + #3)); p1 = [0.015252887, 0.016845165, -0.003310166, 0.017980937, 0.008336417, -0.0018432299]; p2 = [14.277063, 15.555313, 2.0888653, 9.414965, 7.8443475, 7.1412325]",<pysr.expression_specs.CallableJuliaExpression object at 0x145592a663a0>
8,17,0.00026490973,"f = #1 * ((((#4 / (-144.09282 - #1)) + (#3 / (#1 + -5.14973))) + #3) + 0.0103101265); p1 = [0.0052940603, 0.006714958, -0.014117738, 0.009326377, -0.0028731867, -0.0116209155]; p2 = [14.34976, 15.599077, 2.0590358, 9.540112, 7.6440578, 7.2099333]",0.018794065893456547,"f = #1 * ((((#4 / (-144.09282 - #1)) + (#3 / (#1 + -5.14973))) + #3) + 0.0103101265); p1 = [0.0052940603, 0.006714958, -0.014117738, 0.009326377, -0.0028731867, -0.0116209155]; p2 = [14.34976, 15.599077, 2.0590358, 9.540112, 7.6440578, 7.2099333]",<pysr.expression_specs.CallableJuliaExpression object at 0x145592a66490>
9,19,0.00023388311,"f = (#1 - (0.7867464 / (-60.831787 + #1))) * (#4 / (#3 - (#1 - (-28.34977 / (#1 + -4.7170076))))); p1 = [-100.33048, -92.14533, -150.27406, -114.02569, -93.57201, -151.85114]; p2 = [8.765618, 8.948254, 2.5122933, 5.3085465, 4.580997, 7.785185]",0.06228383290437566,"f = (#1 - (0.7867464 / (-60.831787 + #1))) * (#4 / (#3 - (#1 - (-28.34977 / (#1 + -4.7170076))))); p1 = [-100.33048, -92.14533, -150.27406, -114.02569, -93.57201, -151.85114]; p2 = [8.765618, 8.948254, 2.5122933, 5.3085465, 4.580997, 7.785185]",<pysr.expression_specs.CallableJuliaExpression object at 0x145592a66580>
