,complexity,loss,equation,score,julia_expression,lambda_format
0,1,2.2731464,"f = #3; p1 = [-2.5923922, -3.4127936, 1.7938756, 0.8058335, -1.0130463, -0.5315998]; p2 = [-1.7817985, 0.8241354, 1.0519882, -0.36167538, -0.088043444, 1.7481215]",0.0,"f = #3; p1 = [-2.5923922, -3.4127936, 1.7938756, 0.8058335, -1.0130463, -0.5315998]; p2 = [-1.7817985, 0.8241354, 1.0519882, -0.36167538, -0.088043444, 1.7481215]",<pysr.expression_specs.CallableJuliaExpression object at 0x153a03478910>
1,3,0.20114866,"f = #3 * #1; p1 = [-0.050386682, -0.045402255, -0.040122394, -0.06456603, -0.03254505, -0.041153107]; p2 = [-0.05245716, -1.8398224, -0.33542502, -0.12488374, 0.88049984, 0.17858246]",1.2124379966855356,"f = #3 * #1; p1 = [-0.050386682, -0.045402255, -0.040122394, -0.06456603, -0.03254505, -0.041153107]; p2 = [-0.05245716, -1.8398224, -0.33542502, -0.12488374, 0.88049984, 0.17858246]",<pysr.expression_specs.CallableJuliaExpression object at 0x153a034781f0>
2,5,0.13146748,"f = #3 + (#1 * #4); p1 = [-0.5583657, -0.7843124, -0.140949, 0.19221655, -0.119340986, 0.36434996]; p2 = [-0.04195272, -0.037558522, -0.041832607, -0.06136232, -0.029791536, -0.044797633]",0.21264235801227302,"f = #3 + (#1 * #4); p1 = [-0.5583657, -0.7843124, -0.140949, 0.19221655, -0.119340986, 0.36434996]; p2 = [-0.04195272, -0.037558522, -0.041832607, -0.06136232, -0.029791536, -0.044797633]",<pysr.expression_specs.CallableJuliaExpression object at 0x153a03478d90>
3,7,0.012554988,"f = (#4 - (#1 * #3)) * #1; p1 = [-0.0003093764, -0.00024680112, -0.00039361103, -0.00053157954, -0.0002253067, -0.00030213431]; p2 = [-0.07379343, -0.0730418, -0.0075904634, -0.050390508, -0.043464534, -0.056865543]",1.174320741919611,"f = (#4 - (#1 * #3)) * #1; p1 = [-0.0003093764, -0.00024680112, -0.00039361103, -0.00053157954, -0.0002253067, -0.00030213431]; p2 = [-0.07379343, -0.0730418, -0.0075904634, -0.050390508, -0.043464534, -0.056865543]",<pysr.expression_specs.CallableJuliaExpression object at 0x153a03478d00>
4,8,0.0042671026,"f = (#3 / (#1 + 145.15027)) + #4; p1 = [1552.3184, 1613.5232, 331.96472, 1074.3792, 895.132, 1096.2301]; p2 = [-10.796422, -11.283142, -2.2651289, -7.3715796, -6.191955, -7.6042]",1.079182987901316,"f = (#3 / (#1 + 145.15027)) + #4; p1 = [1552.3184, 1613.5232, 331.96472, 1074.3792, 895.132, 1096.2301]; p2 = [-10.796422, -11.283142, -2.2651289, -7.3715796, -6.191955, -7.6042]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8100>
5,9,0.0016276718,"f = #1 * (#3 / ((#4 * #1) - #2)); p1 = [11.073049, 12.186484, 4.3728967, 8.13354, 7.9450965, 8.878626]; p2 = [-1.2305809, -1.2884611, -1.7295958, -1.4347168, -1.5634278, -1.1059058]",0.9637843987079369,"f = #1 * (#3 / ((#4 * #1) - #2)); p1 = [11.073049, 12.186484, 4.3728967, 8.13354, 7.9450965, 8.878626]; p2 = [-1.2305809, -1.2884611, -1.7295958, -1.4347168, -1.5634278, -1.1059058]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8160>
6,10,0.0016087284,"f = #3 / ((#2 / (#1 + 0.15948558)) + #4); p1 = [-10.977579, -12.114795, -4.3926096, -8.141891, -7.8576827, -8.893485]; p2 = [1.2090281, 1.275745, 1.7296926, 1.4505129, 1.5200762, 1.1187062]",0.011706596940698949,"f = #3 / ((#2 / (#1 + 0.15948558)) + #4); p1 = [-10.977579, -12.114795, -4.3926096, -8.141891, -7.8576827, -8.893485]; p2 = [1.2090281, 1.275745, 1.7296926, 1.4505129, 1.5200762, 1.1187062]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8250>
7,11,0.0016048239,"f = ((#3 * #1) - #4) / ((#1 / #4) - #2); p1 = [11.023655, 12.138047, 4.3932347, 8.131643, 7.903122, 8.881535]; p2 = [-0.8193388, -0.78117764, -0.5792489, -0.6933285, -0.6469601, -0.898637]",0.0024300223284629925,"f = ((#3 * #1) - #4) / ((#1 / #4) - #2); p1 = [11.023655, 12.138047, 4.3932347, 8.131643, 7.903122, 8.881535]; p2 = [-0.8193388, -0.78117764, -0.5792489, -0.6933285, -0.6469601, -0.898637]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8340>
8,12,0.0015730716,"f = #3 / ((#4 + 1.4446572) + (#2 / (#1 - #4))); p1 = [-11.0005865, -12.121677, -4.3437543, -8.132043, -7.970146, -8.906279]; p2 = [-0.2266252, -0.16730884, 0.28344825, -0.008343859, 0.12344182, -0.31639373]",0.01998388977770437,"f = #3 / ((#4 + 1.4446572) + (#2 / (#1 - #4))); p1 = [-11.0005865, -12.121677, -4.3437543, -8.132043, -7.970146, -8.906279]; p2 = [-0.2266252, -0.16730884, 0.28344825, -0.008343859, 0.12344182, -0.31639373]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8430>
9,13,0.001415923,"f = #3 / ((443.83218 / (4.0361743 + (#1 - #4))) + #4); p1 = [-39.54643, -41.684074, -7.6656475, -21.164255, -20.672874, -23.410639]; p2 = [4.626933, 4.394505, 2.9604352, 3.8367271, 4.0350084, 3.0843601]",0.1052485258965795,"f = #3 / ((443.83218 / (4.0361743 + (#1 - #4))) + #4); p1 = [-39.54643, -41.684074, -7.6656475, -21.164255, -20.672874, -23.410639]; p2 = [4.626933, 4.394505, 2.9604352, 3.8367271, 4.0350084, 3.0843601]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8520>
10,14,0.0011054021,"f = (((#3 / ((#2 / #4) - #1)) - 0.004596326) * #1) * #3; p1 = [-4.035806, 2.4075778, 1.3282921, -2.9695845, 1.7304153, -3.8756936]; p2 = [-0.799314, -2.0766342, -1.860194, -1.1906958, -2.2765388, -0.8082561]",0.24757245508187659,"f = (((#3 / ((#2 / #4) - #1)) - 0.004596326) * #1) * #3; p1 = [-4.035806, 2.4075778, 1.3282921, -2.9695845, 1.7304153, -3.8756936]; p2 = [-0.799314, -2.0766342, -1.860194, -1.1906958, -2.2765388, -0.8082561]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8610>
11,15,0.0011014162,"f = #1 * ((#3 - (#1 * (#4 / #2))) / ((#1 / #4) - #2)); p1 = [11.23675, 12.492451, 4.4724355, 8.133767, 8.00268, 9.723285]; p2 = [-0.72004706, -0.67996943, -0.5701411, -0.67136014, -0.5851673, 9.494276]",0.0036123538891864363,"f = #1 * ((#3 - (#1 * (#4 / #2))) / ((#1 / #4) - #2)); p1 = [11.23675, 12.492451, 4.4724355, 8.133767, 8.00268, 9.723285]; p2 = [-0.72004706, -0.67996943, -0.5701411, -0.67136014, -0.5851673, 9.494276]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8700>
12,16,0.00080133975,"f = (#3 * #1) * ((#3 / ((#1 / #4) - #2)) - (#4 * -0.004913839)); p1 = [-3.730279, 3.4626184, 1.864759, -3.2312086, 2.6474626, -9.525535]; p2 = [-1.4357545, -0.53254575, -0.54517055, -0.8364255, -0.48507363, -10.197195]",0.318067070830513,"f = (#3 * #1) * ((#3 / ((#1 / #4) - #2)) - (#4 * -0.004913839)); p1 = [-3.730279, 3.4626184, 1.864759, -3.2312086, 2.6474626, -9.525535]; p2 = [-1.4357545, -0.53254575, -0.54517055, -0.8364255, -0.48507363, -10.197195]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a87f0>
13,18,0.00076235423,"f = (#3 * #1) * ((#4 * 0.004300276) + ((#3 - #4) / ((#1 / #4) - #2))); p1 = [-4.6537848, 3.1870303, 1.658834, -3.6790767, 2.434186, -9.970344]; p2 = [-1.5462757, -0.56721276, -0.55257726, -0.838908, -0.5077471, -5.2065206]",0.024936849003704627,"f = (#3 * #1) * ((#4 * 0.004300276) + ((#3 - #4) / ((#1 / #4) - #2))); p1 = [-4.6537848, 3.1870303, 1.658834, -3.6790767, 2.434186, -9.970344]; p2 = [-1.5462757, -0.56721276, -0.55257726, -0.838908, -0.5077471, -5.2065206]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a88e0>
14,19,0.00057199586,"f = #3 * (#1 / (((((#2 * #4) / (#2 - #1)) - #2) - (#3 / #4)) - #1)); p1 = [9.16056, 9.340204, 1.5271763, 5.6611204, 16.982431, 16.876394]; p2 = [-0.41084316, -0.2918715, 179.53732, -0.10954259, -217.22552, -136.85825]",0.2872795628436729,"f = #3 * (#1 / (((((#2 * #4) / (#2 - #1)) - #2) - (#3 / #4)) - #1)); p1 = [9.16056, 9.340204, 1.5271763, 5.6611204, 16.982431, 16.876394]; p2 = [-0.41084316, -0.2918715, 179.53732, -0.10954259, -217.22552, -136.85825]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a89d0>
15,22,0.0005432494,"f = ((#1 / (((#2 * (#4 / (#2 - #1))) - (#2 + (#3 / #4))) - #1)) - 0.00084446755) * #3; p1 = [9.227045, 9.341012, 1.5170629, 5.795024, 15.6061125, 18.667248]; p2 = [-0.44836065, -0.29555458, 179.86362, -0.1160829, -191.496, -168.13112]",0.017187746306437695,"f = ((#1 / (((#2 * (#4 / (#2 - #1))) - (#2 + (#3 / #4))) - #1)) - 0.00084446755) * #3; p1 = [9.227045, 9.341012, 1.5170629, 5.795024, 15.6061125, 18.667248]; p2 = [-0.44836065, -0.29555458, 179.86362, -0.1160829, -191.496, -168.13112]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8ac0>
16,23,0.0005353705,"f = ((#1 / ((-10.041366 / #4) + (((#2 * (#4 / (#2 - #1))) - #1) - #2))) + -0.00073441083) * #3; p1 = [9.235908, 9.329016, 1.5195475, 5.706325, 15.681722, 18.664574]; p2 = [-0.48811778, -0.3144924, 179.84917, -0.19595838, -191.49602, -168.13437]",0.014609484095215562,"f = ((#1 / ((-10.041366 / #4) + (((#2 * (#4 / (#2 - #1))) - #1) - #2))) + -0.00073441083) * #3; p1 = [9.235908, 9.329016, 1.5195475, 5.706325, 15.681722, 18.664574]; p2 = [-0.48811778, -0.3144924, 179.84917, -0.19595838, -191.49602, -168.13437]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8bb0>
17,24,0.0005160231,"f = ((#4 * 5.721869e-6) + (#1 / ((((#2 * #4) / (#2 - #1)) - ((#3 / #4) + #2)) - #1))) * #3; p1 = [9.230551, 9.341088, 1.5163114, 5.789775, 15.6039095, 18.666763]; p2 = [-0.4406065, -0.2923301, 179.86374, -0.11629209, -191.49605, -168.13109]",0.03680749865544741,"f = ((#4 * 5.721869e-6) + (#1 / ((((#2 * #4) / (#2 - #1)) - ((#3 / #4) + #2)) - #1))) * #3; p1 = [9.230551, 9.341088, 1.5163114, 5.789775, 15.6039095, 18.666763]; p2 = [-0.4406065, -0.2923301, 179.86374, -0.11629209, -191.49605, -168.13109]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8ca0>
18,25,0.00050560397,"f = #3 * (((#1 - 0.34784696) / (((#4 / ((#2 - #1) / #2)) - ((#3 / #4) + #2)) - #1)) - 0.0019608666); p1 = [9.205779, 9.312138, 1.5118722, 5.8551526, 15.584892, 18.615166]; p2 = [-0.42851308, -0.2862922, 179.86255, -0.12093394, -191.49596, -168.13263]",0.020397837062608837,"f = #3 * (((#1 - 0.34784696) / (((#4 / ((#2 - #1) / #2)) - ((#3 / #4) + #2)) - #1)) - 0.0019608666); p1 = [9.205779, 9.312138, 1.5118722, 5.8551526, 15.584892, 18.615166]; p2 = [-0.42851308, -0.2862922, 179.86255, -0.12093394, -191.49596, -168.13263]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8d90>
19,26,0.00046564438,"f = (#1 + (0.06784459 / #4)) * ((0.012666753 / ((#1 - #2) / #4)) + (#3 / (#2 - ((#4 + 34.065285) - #1)))); p1 = [-8.633512, -9.26641, -2.0867465, -5.224395, -9.8445635, -13.927256]; p2 = [-0.07498499, -0.57085526, 82.02112, 22.288893, -65.69654, -89.38842]",0.08233148511459808,"f = (#1 + (0.06784459 / #4)) * ((0.012666753 / ((#1 - #2) / #4)) + (#3 / (#2 - ((#4 + 34.065285) - #1)))); p1 = [-8.633512, -9.26641, -2.0867465, -5.224395, -9.8445635, -13.927256]; p2 = [-0.07498499, -0.57085526, 82.02112, 22.288893, -65.69654, -89.38842]",<pysr.expression_specs.CallableJuliaExpression object at 0x1539ff3a8e80>
