num_[W],max_[W],num_[Tr],max_[Tr],num_[Ta],max_[Ta],num_[R],max_[R],[W],[Tr],[Ta],[R],rel_shannon,length,deltaGmin
0.0,0,0.4,2,0.2,2,0.4,5,0.1,0.3,0.3,0.3,0.3561607391988709,40,-20.673496088888903
0.0,0,0.375,2,0.375,2,0.25,3,0.1052631578947368,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-20.286738711111123
0.2,2,0.2,2,0.4,4,0.2,5,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-20.253472622222215
0.125,2,0.25,2,0.25,6,0.375,4,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-19.97005553333334
0.1428571428571428,2,0.0,0,0.5714285714285714,3,0.2857142857142857,3,0.125,0.125,0.375,0.375,0.3622556248918266,32,-19.82117553333334
0.1111111111111111,3,0.0,0,0.4444444444444444,3,0.4444444444444444,4,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-19.791608000000014
0.1111111111111111,2,0.1111111111111111,2,0.4444444444444444,2,0.3333333333333333,3,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-19.743875266666656
0.0,0,0.0,0,0.4444444444444444,3,0.5555555555555556,3,0.125,0.125,0.375,0.375,0.3622556248918266,32,-19.72750644444445
0.0,0,0.3333333333333333,2,0.1666666666666666,3,0.5,2,0.1,0.3,0.3,0.3,0.3561607391988709,40,-19.560482533333328
0.0,0,0.1428571428571428,4,0.4285714285714285,3,0.4285714285714285,4,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-19.548546822222228
0.0,0,0.0,0,0.4,5,0.6,2,0.125,0.125,0.375,0.375,0.3622556248918266,32,-19.48695531111111
0.0,0,0.0,0,0.5,2,0.5,3,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-19.450159333333332
0.0,0,0.4,3,0.6,2,0.0,0,0.1,0.3,0.3,0.3,0.3561607391988709,40,-19.372162888888894
0.0,0,0.2857142857142857,2,0.2857142857142857,3,0.4285714285714285,2,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.3529411764705882,0.3742470210592889,34,-19.35210935555556
0.1666666666666666,2,0.1666666666666666,2,0.5,3,0.1666666666666666,2,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-19.309324044444452
0.1666666666666666,3,0.1666666666666666,2,0.3333333333333333,3,0.3333333333333333,5,0.1578947368421052,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-19.28973142222223
0.0,0,0.25,2,0.25,2,0.5,3,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-19.26512071111112
0.0909090909090909,3,0.1818181818181818,3,0.4545454545454545,2,0.2727272727272727,2,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3616649228913098,42,-19.251444577777782
0.0,0,0.2857142857142857,3,0.4285714285714285,2,0.2857142857142857,5,0.1052631578947368,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-19.226879977777777
0.2,2,0.0,0,0.6,2,0.2,2,0.1052631578947368,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-19.220387933333335
0.0,0,0.0,0,0.6,4,0.4,4,0.125,0.125,0.375,0.375,0.3622556248918266,32,-19.163821955555555
0.0,0,0.3,2,0.3,3,0.4,3,0.1578947368421052,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-19.061596755555534
0.125,2,0.125,2,0.25,3,0.5,3,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.3529411764705882,0.3742470210592889,34,-19.043728799999993
0.0,0,0.0,0,0.4,3,0.6,2,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-19.03777544444445
0.125,2,0.25,2,0.25,2,0.375,3,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3628264029293773,44,-18.97836706666666
0.0,0,0.25,2,0.375,4,0.375,3,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-18.955603644444437
0.2,2,0.3,2,0.2,2,0.3,3,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3616649228913098,42,-18.899789555555557
0.0,0,0.3333333333333333,2,0.3333333333333333,3,0.3333333333333333,2,0.15,0.25,0.3,0.3,0.3669204395114969,40,-18.88686553333335
0.25,2,0.25,2,0.25,2,0.25,4,0.1904761904761904,0.238095238095238,0.2857142857142857,0.2857142857142857,0.3674493608036855,42,-18.866107977777773
0.0,0,0.0,0,0.5714285714285714,2,0.4285714285714285,4,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.4,0.3734061033812481,30,-18.86065182222223
0.125,3,0.25,4,0.25,3,0.375,2,0.1904761904761904,0.238095238095238,0.2857142857142857,0.2857142857142857,0.3674493608036855,42,-18.85300335555555
0.0,0,0.1666666666666666,2,0.3333333333333333,3,0.5,3,0.1578947368421052,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.3733471747676706,38,-18.844057311111115
0.2857142857142857,5,0.0,0,0.2857142857142857,3,0.4285714285714285,3,0.25,0.15,0.3,0.3,0.3669204395114969,40,-18.835870533333335
0.3,2,0.2,3,0.3,2,0.2,4,0.1904761904761904,0.238095238095238,0.2857142857142857,0.2857142857142857,0.3674493608036855,42,-18.829969088888873
0.1,3,0.3,3,0.4,3,0.2,5,0.15,0.25,0.3,0.3,0.3669204395114969,40,-18.827101311111115
0.1666666666666666,2,0.0,0,0.5,2,0.3333333333333333,3,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-18.7813870888889
0.0,0,0.1428571428571428,2,0.4285714285714285,2,0.4285714285714285,2,0.1578947368421052,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-18.77717357777778
0.0,0,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,3,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3616649228913098,42,-18.77474624444444
0.1111111111111111,2,0.3333333333333333,2,0.2222222222222222,3,0.3333333333333333,4,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3616649228913098,42,-18.7391766
0.3333333333333333,3,0.0,0,0.3333333333333333,5,0.3333333333333333,3,0.2631578947368421,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-18.723327911111102
0.0,0,0.1666666666666666,3,0.1666666666666666,2,0.6666666666666666,3,0.1578947368421052,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.3733471747676706,38,-18.718349888888877
0.25,2,0.1666666666666666,4,0.3333333333333333,3,0.25,2,0.217391304347826,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.3613213473092109,46,-18.648380444444456
0.0,0,0.1428571428571428,4,0.4285714285714285,3,0.4285714285714285,4,0.1052631578947368,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-18.638238244444437
0.1111111111111111,2,0.2222222222222222,2,0.3333333333333333,3,0.3333333333333333,3,0.1052631578947368,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-18.63275837777779
0.1428571428571428,2,0.1428571428571428,2,0.4285714285714285,3,0.2857142857142857,2,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3710490642551528,36,-18.617411133333334
0.0,0,0.0,0,0.5714285714285714,2,0.4285714285714285,3,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.4,0.3734061033812481,30,-18.591722088888893
0.1428571428571428,2,0.2857142857142857,2,0.4285714285714285,2,0.1428571428571428,3,0.1,0.3,0.3,0.3,0.3561607391988709,40,-18.554887066666662
0.1111111111111111,2,0.3333333333333333,3,0.3333333333333333,3,0.2222222222222222,3,0.2,0.2,0.3,0.3,0.3703452131095325,40,-18.529830999999987
0.0,0,0.1666666666666666,3,0.5,3,0.3333333333333333,4,0.1,0.3,0.3,0.3,0.3561607391988709,40,-18.528637755555547
0.0,0,0.2,2,0.4,2,0.4,3,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.361861467467098,38,-18.511543999999994
0.0,0,0.2857142857142857,2,0.2857142857142857,2,0.4285714285714285,2,0.1052631578947368,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.3618614674670981,38,-18.488893000000004
0.1666666666666666,2,0.1666666666666666,3,0.3333333333333333,3,0.3333333333333333,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3710490642551528,36,-18.442634244444445
0.0,0,0.0,0,0.5,4,0.5,4,0.125,0.125,0.375,0.375,0.3622556248918266,32,-18.431520688888888
0.3333333333333333,2,0.0,0,0.3333333333333333,3,0.3333333333333333,3,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-18.40803173333332
0.0,0,0.0,0,0.4,4,0.6,3,0.1875,0.125,0.3125,0.375,0.3765712127384098,32,-18.382825799999985
0.0,0,0.0,0,0.4,3,0.6,3,0.125,0.1875,0.3125,0.375,0.3765712127384098,32,-18.35790788888888
0.0,0,0.1428571428571428,2,0.4285714285714285,3,0.4285714285714285,3,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.3666733622493527,34,-18.356550555555547
0.0,0,0.2,3,0.4,4,0.4,2,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.368902773285275,36,-18.347687133333334
0.2857142857142857,3,0.0,0,0.2857142857142857,2,0.4285714285714285,4,0.1875,0.125,0.3125,0.375,0.3765712127384098,32,-18.32868553333333
0.25,2,0.25,2,0.25,2,0.25,3,0.15,0.25,0.3,0.3,0.3669204395114969,40,-18.321328244444445
0.2,2,0.2,2,0.4,3,0.2,3,0.2,0.2,0.3,0.3,0.3703452131095325,40,-18.310675533333335
0.2222222222222222,2,0.0,0,0.3333333333333333,3,0.4444444444444444,2,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-18.296266600000003
0.0,0,0.2857142857142857,3,0.2857142857142857,2,0.4285714285714285,4,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.368902773285275,36,-18.283557399999992
0.0,0,0.3333333333333333,2,0.2222222222222222,2,0.4444444444444444,3,0.15,0.3,0.25,0.3,0.3669204395114969,40,-18.28322051111112
0.2,2,0.2,3,0.2,2,0.4,4,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-18.282695200000003
0.125,2,0.125,2,0.375,2,0.375,3,0.1578947368421052,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-18.275692222222222
0.2,4,0.0,0,0.6,3,0.2,5,0.238095238095238,0.1904761904761904,0.2857142857142857,0.2857142857142857,0.3674493608036855,42,-18.274846311111094
0.1666666666666666,2,0.1666666666666666,3,0.1666666666666666,2,0.5,3,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.368902773285275,36,-18.26531004444443
0.125,2,0.125,3,0.375,3,0.375,3,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3710490642551528,36,-18.26195642222222
0.2857142857142857,2,0.1428571428571428,2,0.4285714285714285,2,0.1428571428571428,2,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3628264029293773,44,-18.261953444444448
0.1666666666666666,2,0.1666666666666666,2,0.3333333333333333,2,0.3333333333333333,3,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.4,0.3734061033812481,30,-18.25148124444444
0.0,0,0.3,2,0.3,3,0.4,3,0.1666666666666666,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.378087872919053,36,-18.236111244444448
0.0,0,0.2,2,0.4,2,0.4,2,0.2,0.2,0.3,0.3,0.3703452131095325,40,-18.22754251111111
0.25,2,0.0,0,0.25,3,0.5,3,0.2222222222222222,0.1666666666666666,0.2777777777777778,0.3333333333333333,0.378087872919053,36,-18.213105
0.125,2,0.25,2,0.375,3,0.25,2,0.125,0.1875,0.3125,0.375,0.3765712127384098,32,-18.155457822222225
0.1666666666666666,2,0.3333333333333333,4,0.3333333333333333,2,0.1666666666666666,3,0.1052631578947368,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.3618614674670981,38,-18.149643688888887
0.1111111111111111,2,0.3333333333333333,3,0.2222222222222222,4,0.3333333333333333,2,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3616649228913098,42,-18.074190577777777
0.1428571428571428,2,0.1428571428571428,2,0.2857142857142857,3,0.4285714285714285,3,0.125,0.1875,0.3125,0.375,0.3765712127384098,32,-18.072853999999996
0.0,0,0.2,2,0.6,2,0.2,3,0.1176470588235294,0.2352941176470588,0.3529411764705882,0.2941176470588235,0.3742470210592889,34,-18.05358831111111
0.125,2,0.25,3,0.25,3,0.375,2,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.3529411764705882,0.3742470210592889,34,-18.043319244444454
0.0,0,0.2,2,0.4,2,0.4,2,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-18.016705777777776
0.0,0,0.375,3,0.25,2,0.375,3,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-18.009277999999995
0.2,3,0.0,0,0.4,3,0.4,3,0.1875,0.125,0.3125,0.375,0.3765712127384098,32,-18.00834448888889
0.1666666666666666,2,0.0,0,0.3333333333333333,3,0.5,3,0.2,0.2,0.3,0.3,0.3703452131095325,40,-17.992856822222215
0.0,0,0.0,0,0.5714285714285714,2,0.4285714285714285,2,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3710490642551528,36,-17.991526933333322
0.25,2,0.25,2,0.25,3,0.25,3,0.15,0.3,0.25,0.3,0.3669204395114969,40,-17.939220288888894
0.0,0,0.2,2,0.4,5,0.4,3,0.1333333333333333,0.1333333333333333,0.4,0.3333333333333333,0.3734061033812481,30,-17.920534044444448
