num_[W],max_[W],num_[Tr],max_[Tr],num_[Ta],max_[Ta],num_[R],max_[R],[W],[Tr],[Ta],[R],rel_shannon,length,deltaGmin
0.2857142857142857,3,0.2857142857142857,2,0.2857142857142857,5,0.1428571428571428,2,0.2727272727272727,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.3628264029293773,44,-17.90590706666667
0.0,0,0.2,2,0.4,2,0.4,4,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.3529411764705882,0.3742470210592889,34,-17.891953266666675
0.25,2,0.0,0,0.375,2,0.375,2,0.2631578947368421,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.3618614674670981,38,-17.879993288888887
0.0,0,0.2857142857142857,2,0.4285714285714285,2,0.2857142857142857,4,0.1764705882352941,0.1764705882352941,0.3529411764705882,0.2941176470588235,0.379915222548161,34,-17.872937800000003
0.125,2,0.25,4,0.25,2,0.375,3,0.1904761904761904,0.2857142857142857,0.238095238095238,0.2857142857142857,0.3674493608036855,42,-17.871636088888888
0.0,0,0.3333333333333333,3,0.3333333333333333,2,0.3333333333333333,2,0.1904761904761904,0.2857142857142857,0.2857142857142857,0.238095238095238,0.3674493608036855,42,-17.869387777777785
0.0,0,0.25,2,0.25,2,0.5,4,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.368902773285275,36,-17.867516711111108
0.2222222222222222,2,0.2222222222222222,2,0.3333333333333333,3,0.2222222222222222,2,0.1904761904761904,0.238095238095238,0.2857142857142857,0.2857142857142857,0.3674493608036855,42,-17.848953311111103
0.1666666666666666,2,0.1666666666666666,5,0.3333333333333333,2,0.3333333333333333,2,0.15,0.3,0.25,0.3,0.3669204395114969,40,-17.82044682222222
0.2857142857142857,2,0.0,0,0.4285714285714285,2,0.2857142857142857,4,0.2105263157894736,0.1578947368421052,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-17.808179399999993
0.0,0,0.0,0,0.3333333333333333,2,0.6666666666666666,2,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.368902773285275,36,-17.786634444444452
0.0,0,0.2,2,0.6,2,0.2,3,0.1176470588235294,0.2352941176470588,0.3529411764705882,0.2941176470588235,0.3742470210592889,34,-17.742550422222234
0.0,0,0.3333333333333333,3,0.3333333333333333,2,0.3333333333333333,5,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.368902773285275,36,-17.74113082222222
0.0,0,0.4,2,0.2,2,0.4,3,0.1176470588235294,0.2941176470588235,0.2352941176470588,0.3529411764705882,0.3742470210592889,34,-17.718488000000004
0.125,2,0.25,3,0.375,3,0.25,2,0.2272727272727272,0.2272727272727272,0.2727272727272727,0.2727272727272727,0.3652450201353885,44,-17.701987755555557
0.2222222222222222,4,0.3333333333333333,2,0.2222222222222222,8,0.2222222222222222,3,0.1666666666666666,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.378087872919053,36,-17.68991108888889
0.2857142857142857,2,0.1428571428571428,2,0.2857142857142857,4,0.2857142857142857,3,0.2272727272727272,0.2272727272727272,0.2727272727272727,0.2727272727272727,0.3652450201353885,44,-17.685953666666656
0.0833333333333333,3,0.3333333333333333,2,0.25,2,0.3333333333333333,3,0.1904761904761904,0.2857142857142857,0.238095238095238,0.2857142857142857,0.3674493608036855,42,-17.678406888888887
0.0,0,0.0,0,0.6,2,0.4,3,0.1176470588235294,0.2352941176470588,0.3529411764705882,0.2941176470588235,0.3742470210592889,34,-17.676029800000002
0.0,0,0.2,2,0.4,2,0.4,3,0.1052631578947368,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.3618614674670981,38,-17.671450622222224
0.0,0,0.0,0,0.4,4,0.6,2,0.125,0.1875,0.375,0.3125,0.3765712127384099,32,-17.648514800000004
0.125,2,0.25,4,0.375,5,0.25,2,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.368902773285275,36,-17.645790333333334
0.0,0,0.3333333333333333,2,0.3333333333333333,3,0.3333333333333333,4,0.1666666666666666,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.378087872919053,36,-17.639016933333338
0.0,0,0.0,0,0.6,4,0.4,4,0.1333333333333333,0.1333333333333333,0.4,0.3333333333333333,0.3734061033812481,30,-17.638357000000006
0.1111111111111111,2,0.4444444444444444,3,0.2222222222222222,2,0.2222222222222222,3,0.1052631578947368,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.3618614674670981,38,-17.61037942222222
0.2727272727272727,2,0.2727272727272727,2,0.0909090909090909,3,0.3636363636363636,2,0.2,0.25,0.25,0.3,0.3730744312638738,40,-17.601502866666674
0.0,0,0.2,2,0.2,2,0.6,2,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.3529411764705882,0.3742470210592889,34,-17.600261000000007
0.1666666666666666,2,0.0,0,0.5,3,0.3333333333333333,4,0.2105263157894736,0.1578947368421052,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-17.58899286666667
0.0,0,0.0,0,0.4285714285714285,2,0.5714285714285714,2,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-17.583886711111106
0.1428571428571428,2,0.0,0,0.4285714285714285,3,0.4285714285714285,3,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.4,0.3734061033812481,30,-17.581454222222217
0.125,3,0.125,2,0.5,2,0.25,4,0.1875,0.125,0.375,0.3125,0.3765712127384099,32,-17.580778466666672
0.0,0,0.2,2,0.6,2,0.2,3,0.1578947368421052,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.3733471747676706,38,-17.5773621111111
0.1666666666666666,2,0.1666666666666666,2,0.1666666666666666,2,0.5,3,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.3529411764705882,0.379915222548161,34,-17.569341666666674
0.1666666666666666,3,0.1666666666666666,2,0.1666666666666666,2,0.5,4,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.3529411764705882,0.379915222548161,34,-17.559773777777774
0.0,0,0.0,0,0.3333333333333333,5,0.6666666666666666,2,0.125,0.1875,0.3125,0.375,0.3765712127384098,32,-17.55263086666667
0.0,0,0.5,3,0.3333333333333333,2,0.1666666666666666,4,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3628264029293773,44,-17.547918155555546
0.1666666666666666,3,0.1666666666666666,2,0.1666666666666666,2,0.5,5,0.1428571428571428,0.2142857142857142,0.2142857142857142,0.4285714285714285,0.3905239148627432,28,-17.546509066666683
0.2222222222222222,2,0.2222222222222222,2,0.3333333333333333,2,0.2222222222222222,2,0.2272727272727272,0.2272727272727272,0.2727272727272727,0.2727272727272727,0.3652450201353885,44,-17.535078555555558
0.1428571428571428,2,0.1428571428571428,4,0.4285714285714285,2,0.2857142857142857,3,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.361861467467098,38,-17.530068688888864
0.1666666666666666,2,0.3333333333333333,3,0.5,3,0.0,0,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.368902773285275,36,-17.52883926666666
0.0,0,0.0,0,0.4,2,0.6,2,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.4,0.3734061033812481,30,-17.5202594
0.1666666666666666,2,0.1666666666666666,2,0.3333333333333333,2,0.3333333333333333,2,0.2352941176470588,0.1764705882352941,0.2352941176470588,0.3529411764705882,0.3841300586702245,34,-17.505802022222223
0.1111111111111111,2,0.3333333333333333,3,0.2222222222222222,5,0.3333333333333333,2,0.15,0.3,0.25,0.3,0.3669204395114969,40,-17.501847599999998
0.0,0,0.6,2,0.2,2,0.2,2,0.1111111111111111,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.368902773285275,36,-17.497681444444442
0.0,0,0.1666666666666666,2,0.5,4,0.3333333333333333,4,0.1333333333333333,0.1333333333333333,0.4,0.3333333333333333,0.3734061033812481,30,-17.488165177777766
0.0,0,0.25,2,0.25,3,0.5,3,0.1666666666666666,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.378087872919053,36,-17.48414528888889
0.3,2,0.3,2,0.2,3,0.2,2,0.217391304347826,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.3613213473092109,46,-17.46618548888889
0.1428571428571428,2,0.0,0,0.4285714285714285,4,0.4285714285714285,2,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-17.465835533333333
0.375,3,0.0,0,0.375,2,0.25,4,0.2727272727272727,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.3628264029293773,44,-17.450238066666667
0.0,0,0.2857142857142857,2,0.4285714285714285,2,0.2857142857142857,5,0.1333333333333333,0.2,0.2666666666666666,0.4,0.3850190648635945,30,-17.440004511111106
0.1666666666666666,2,0.1666666666666666,2,0.1666666666666666,3,0.5,3,0.1176470588235294,0.2941176470588235,0.2352941176470588,0.3529411764705882,0.3742470210592889,34,-17.439807311111114
0.2,2,0.0,0,0.4,2,0.4,2,0.25,0.15,0.3,0.3,0.3669204395114969,40,-17.429623977777787
0.25,2,0.125,2,0.375,2,0.25,3,0.1578947368421052,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-17.418672844444433
0.1428571428571428,2,0.1428571428571428,2,0.2857142857142857,3,0.4285714285714285,2,0.15,0.25,0.3,0.3,0.3669204395114969,40,-17.4178958
0.0,0,0.5,3,0.25,2,0.25,2,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.361861467467098,38,-17.417337866666653
0.0,0,0.1666666666666666,2,0.5,3,0.3333333333333333,3,0.1666666666666666,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.378087872919053,36,-17.390966799999994
0.1666666666666666,2,0.25,2,0.3333333333333333,3,0.25,2,0.2272727272727272,0.2272727272727272,0.2727272727272727,0.2727272727272727,0.3652450201353885,44,-17.385812800000014
0.2,2,0.2,2,0.4,3,0.2,4,0.125,0.1875,0.375,0.3125,0.3765712127384099,32,-17.379388755555556
0.0,0,0.25,3,0.375,4,0.375,4,0.1666666666666666,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.378087872919053,36,-17.37596704444444
0.0,0,0.6,2,0.2,2,0.2,2,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3657811499286899,36,-17.353398755555556
0.0,0,0.2,2,0.4,3,0.4,3,0.1875,0.125,0.3125,0.375,0.3765712127384098,32,-17.352765688888898
0.0,0,0.1428571428571428,2,0.2857142857142857,2,0.5714285714285714,3,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.3529411764705882,0.379915222548161,34,-17.348409577777783
0.125,2,0.25,3,0.25,5,0.375,3,0.125,0.25,0.3125,0.3125,0.3847589881390797,32,-17.339536777777784
0.125,2,0.125,2,0.5,3,0.25,2,0.125,0.1875,0.375,0.3125,0.3765712127384099,32,-17.33314533333335
0.375,2,0.0,0,0.375,3,0.25,3,0.2272727272727272,0.2272727272727272,0.2727272727272727,0.2727272727272727,0.3652450201353885,44,-17.31562855555555
0.0,0,0.1666666666666666,2,0.3333333333333333,3,0.5,2,0.1333333333333333,0.1333333333333333,0.4,0.3333333333333333,0.3734061033812481,30,-17.312204222222217
0.0,0,0.1666666666666666,2,0.3333333333333333,2,0.5,2,0.2,0.2,0.3,0.3,0.3703452131095325,40,-17.31010091111111
0.0,0,0.0,0,0.25,3,0.75,2,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3710490642551528,36,-17.30067502222222
0.3333333333333333,2,0.1111111111111111,2,0.3333333333333333,2,0.2222222222222222,3,0.238095238095238,0.1904761904761904,0.2857142857142857,0.2857142857142857,0.3674493608036855,42,-17.298089088888894
0.125,2,0.25,2,0.375,2,0.25,3,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3628264029293773,44,-17.29353224444444
0.0,0,0.2857142857142857,4,0.2857142857142857,2,0.4285714285714285,3,0.125,0.25,0.3125,0.3125,0.3847589881390797,32,-17.28590815555555
0.2,2,0.1,2,0.3,3,0.4,2,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.36578114992869,36,-17.28280846666667
0.2222222222222222,4,0.1111111111111111,2,0.3333333333333333,3,0.3333333333333333,3,0.2777777777777778,0.1111111111111111,0.2777777777777778,0.3333333333333333,0.368902773285275,36,-17.28134160000001
0.0,0,0.1666666666666666,2,0.3333333333333333,2,0.5,2,0.2105263157894736,0.1578947368421052,0.3157894736842105,0.3157894736842105,0.37043380357987,38,-17.27736028888889
0.2857142857142857,2,0.0,0,0.2857142857142857,2,0.4285714285714285,3,0.2222222222222222,0.1666666666666666,0.2777777777777778,0.3333333333333333,0.378087872919053,36,-17.277108066666667
0.0,0,0.5714285714285714,2,0.2857142857142857,2,0.1428571428571428,2,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.361861467467098,38,-17.27685048888888
0.0,0,0.0,0,0.25,2,0.75,4,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.3832400609166074,28,-17.24775071111112
0.1428571428571428,2,0.4285714285714285,2,0.1428571428571428,7,0.2857142857142857,3,0.125,0.25,0.3125,0.3125,0.3847589881390797,32,-17.246286333333334
0.5,2,0.0,0,0.0,0,0.5,5,0.25,0.15,0.3,0.3,0.3669204395114969,40,-17.241081511111116
0.1428571428571428,3,0.1428571428571428,3,0.4285714285714285,3,0.2857142857142857,3,0.1666666666666666,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.378087872919053,36,-17.234538133333317
