,complexity,loss,equation,score,sympy_format,lambda_format
0,1,0.7717094,2.0311525,0.0,2.03115250000000,PySRFunction(X=>2.03115250000000)
1,3,0.66161555,2.2861667 - x0,0.07696170361391935,2.2861667 - x0,PySRFunction(X=>2.2861667 - x0)
2,4,0.5218285,1.8968751 / tanh(x1),0.23734565722193335,1.8968751/tanh(x1),PySRFunction(X=>1.8968751/tanh(x1))
3,5,0.21929494,2.7531161 - (x0 * x1),0.8669214080966775,2.7531161 - x0*x1,PySRFunction(X=>2.7531161 - x0*x1)
4,6,0.14492334,0.64245826 / tanh(x0 * x1),0.4142126687824862,0.64245826/tanh(x0*x1),PySRFunction(X=>0.64245826/tanh(x0*x1))
5,7,0.019826423,0.84944755 - ((-0.4458923 / x1) / x0),1.9891893699567507,0.84944755 - (-1)*0.4458923/(x0*x1),PySRFunction(X=>0.84944755 - (-1)*0.4458923/(x0*x1))
6,8,0.016314048,(0.44741765 / (x1 * tanh(x0))) + 0.8248266,0.19498896587075426,0.8248266 + 0.44741765/((x1*tanh(x0))),PySRFunction(X=>0.8248266 + 0.44741765/((x1*tanh(x0))))
7,9,0.0009144268,(0.457996 - ((-0.4973901 / x1) / x0)) + x0,2.88148443522688,x0 + 0.457996 - (-1)*0.4973901/(x0*x1),PySRFunction(X=>x0 + 0.457996 - (-1)*0.4973901/(x0*x1))
8,11,2.3228808e-05,(-0.49398264 / (x0 + -0.99285764)) - (-0.49938905 / (x1 * x0)),1.8364520941895603,-0.49398264/(x0 - 0.99285764) - (-1)*0.49938905/(x0*x1),PySRFunction(X=>-0.49398264/(x0 - 0.99285764) - (-1)*0.49938905/(x0*x1))
9,12,1.5512867e-05,(-0.4366491 / (tanh(x0) + -0.9000614)) - (-0.5004411 / (x0 * x1)),0.4037234239174602,-0.4366491/(tanh(x0) - 0.9000614) - (-1)*0.5004411/(x0*x1),PySRFunction(X=>-0.4366491/(tanh(x0) - 0.9000614) - (-1)*0.5004411/(x0*x1))
10,13,1.8059048e-09,(-0.50388885 / (-1.0026755 + x0)) - ((-0.49562338 / (x1 - 0.0077781253)) / x0),9.058363347145946,-0.50388885/(x0 - 1.0026755) - (-1)*0.49562338/(x0*(x1 - 1*0.0077781253)),PySRFunction(X=>-0.50388885/(x0 - 1.0026755) - (-1)*0.49562338/(x0*(x1 - 1*0.0077781253)))
11,15,1.9377992e-10,((-0.5058857 / (x0 + -1.0038898)) - 0.0016129705) - ((-0.49568075 / (x1 + -0.007692708)) / x0),1.1160469686458885,-1*0.0016129705 - 0.5058857/(x0 - 1.0038898) - (-1)*0.49568075/(x0*(x1 - 0.007692708)),PySRFunction(X=>-1*0.0016129705 - 0.5058857/(x0 - 1.0038898) - (-1)*0.49568075/(x0*(x1 - 0.007692708)))
12,17,7.6471454e-11,((x0 * 0.0016428202) + (-0.50375724 / (x0 + -1.002982))) - (-0.495689 / (x0 * (x1 + -0.007675024))),0.4649027806248426,x0*0.0016428202 - 0.50375724/(x0 - 1.002982) - (-1)*0.495689/(x0*(x1 - 0.007675024)),PySRFunction(X=>x0*0.0016428202 - 0.50375724/(x0 - 1.002982) - (-1)*0.495689/(x0*(x1 - 0.007675024)))
13,19,0.0,(((-0.0015519228 / x0) + (x0 * 1.7562108)) + (0.009682864 - (x1 * -0.03211578))) - ((-0.54649967 / x1) / x0),inf,x0*1.7562108 - (-0.03211578)*x1 + 0.009682864 - 0.0015519228/x0 - (-1)*0.54649967/(x0*x1),PySRFunction(X=>x0*1.7562108 - (-0.03211578)*x1 + 0.009682864 - 0.0015519228/x0 - (-1)*0.54649967/(x0*x1))
