,complexity,loss,equation,score,sympy_format,lambda_format
0,1,5.615348,2.6037166,0.0,2.60371660000000,PySRFunction(X=>2.60371660000000)
1,3,3.3160217,x0 * 4.7910757,0.26336889091853166,x0*4.7910757,PySRFunction(X=>x0*4.7910757)
2,4,2.1486707,cube(x0 * 1.9627862),0.4339164094241066,7.56169206530241*x0**3,PySRFunction(X=>7.56169206530241*x0**3)
3,5,0.44524193,-0.54824823 / (x0 + -1.0033269),1.5739868534821733,-0.54824823/(x0 - 1.0033269),PySRFunction(X=>-0.54824823/(x0 - 1.0033269))
4,6,0.30790362,-1.1746633 / (cube(x0) + -0.9684005),0.3688309854311213,-1.1746633/(x0**3 - 0.9684005),PySRFunction(X=>-1.1746633/(x0**3 - 0.9684005))
5,8,0.30387145,(-1.5633194 / (cube(x0) + -0.9935724)) - x0,0.0065910308962436725,-x0 - 1.5633194/(x0**3 - 0.9935724),PySRFunction(X=>-x0 - 1.5633194/(x0**3 - 0.9935724))
6,9,0.07011539,(-0.5106709 / (x0 + -1.0094597)) - (-2.1759057 / x1),1.466462436679168,-0.5106709/(x0 - 1.0094597) - (-1)*2.1759057/x1,PySRFunction(X=>-0.5106709/(x0 - 1.0094597) - (-1)*2.1759057/x1)
7,10,0.036472365,square(1.5823153 / x1) + (-0.5871042 / (x0 + -1.0208067)),0.6535874629154814,-0.5871042/(x0 - 1.0208067) + 2.50372170861409/x1**2,PySRFunction(X=>-0.5871042/(x0 - 1.0208067) + 2.50372170861409/x1**2)
8,11,8.5213e-07,(-0.49989584 / (x0 + -0.99999136)) + ((0.49996892 / x0) / x1),10.664326311152994,-0.49989584/(x0 - 0.99999136) + 0.49996892/(x0*x1),PySRFunction(X=>-0.49989584/(x0 - 0.99999136) + 0.49996892/(x0*x1))
9,13,2.9144417e-07,(-0.4999112 / (x0 + -0.99999285)) - (((-0.5000579 / x1) + 8.083883e-5) / x0),0.5364453182445496,-0.4999112/(x0 - 0.99999285) - (8.083883e-5 - 0.5000579/x1)/x0,PySRFunction(X=>-0.4999112/(x0 - 0.99999285) - (8.083883e-5 - 0.5000579/x1)/x0)
10,15,2.2486431e-07,(((-2.1810629e-6 / x0) - (-0.50004184 / x1)) / x0) + (-0.49989596 / (x0 + -0.99999136)),0.12967565362022934,-0.49989596/(x0 - 0.99999136) + (-(-1)*0.50004184/x1 - 2.1810629e-6/x0)/x0,PySRFunction(X=>-0.49989596/(x0 - 0.99999136) + (-(-1)*0.50004184/x1 - 2.1810629e-6/x0)/x0)
11,16,2.2199674e-07,((-5.4074917e-8 / cube(x0)) - ((-0.500042 / x1) / x0)) + (-0.49989596 / (x0 + -0.99999136)),0.012834456540134771,-0.49989596/(x0 - 0.99999136) - 5.4074917e-8/x0**3 - (-1)*0.500042/(x0*x1),PySRFunction(X=>-0.49989596/(x0 - 0.99999136) - 5.4074917e-8/x0**3 - (-1)*0.500042/(x0*x1))
12,18,2.1431292e-07,((-5.4798875e-8 / cube(x0)) + (-0.49989584 / (x0 + -0.9999915))) - (-0.50011617 / ((x1 * x0) - -3.6783793e-5)),0.017612753551762204,-(-1)*0.50011617/(x0*x1 - 1*(-3.6783793e-5)) - 0.49989584/(x0 - 0.9999915) - 5.4798875e-8/x0**3,PySRFunction(X=>-(-1)*0.50011617/(x0*x1 - 1*(-3.6783793e-5)) - 0.49989584/(x0 - 0.9999915) - 5.4798875e-8/x0**3)
13,19,2.0115458e-07,(((-0.000102019396 / x1) + -0.49992168) / (x0 + -1.0000025)) + (((-2.1810629e-6 / x0) - (-0.5000224 / x1)) / x0),0.06336352276186115,(-0.49992168 - 0.000102019396/x1)/(x0 - 1.0000025) + (-(-1)*0.5000224/x1 - 2.1810629e-6/x0)/x0,PySRFunction(X=>(-0.49992168 - 0.000102019396/x1)/(x0 - 1.0000025) + (-(-1)*0.5000224/x1 - 2.1810629e-6/x0)/x0)
14,20,1.984251e-07,(((-0.00010564105 / x1) + -0.4999217) / (x0 + -1.0000026)) - ((5.403992e-8 / cube(x0)) + (-0.49999967 / (x1 * x0))),0.013661968268822124,(-0.4999217 - 0.00010564105/x1)/(x0 - 1.0000026) - (-0.49999967*1/(x0*x1) + 5.403992e-8/(x0**3)),PySRFunction(X=>(-0.4999217 - 0.00010564105/x1)/(x0 - 1.0000026) - (-0.49999967*1/(x0*x1) + 5.403992e-8/(x0**3)))
