,complexity,loss,equation,score,sympy_format,lambda_format
0,1,18.573391,2.9771605,0.0,2.97716050000000,PySRFunction(X=>2.97716050000000)
1,3,15.189784,x0 * 6.148368,0.10055343421168074,x0*6.148368,PySRFunction(X=>x0*6.148368)
2,4,11.005185,cube(x0 * 2.220761),0.32225657124728413,10.9523033945866*x0**3,PySRFunction(X=>10.9523033945866*x0**3)
3,5,4.520132,-0.574759 / (x0 - 1.0038631),0.889825328420245,-0.574759/(x0 - 1*1.0038631),PySRFunction(X=>-0.574759/(x0 - 1*1.0038631))
4,6,4.004213,-1.3581512 / (cube(x0) + -0.99434876),0.12119414011627666,-1.3581512/(x0**3 - 0.99434876),PySRFunction(X=>-1.3581512/(x0**3 - 0.99434876))
5,7,3.961303,-1.5699311 / (square(square(x0)) + -0.98132),0.0107740452927635,-1.5699311/(x0**4 - 0.98132),PySRFunction(X=>-1.5699311/(x0**4 - 0.98132))
6,8,2.9963906,-0.4954964 / (x0 + tanh(x0 / -0.23738374)),0.2791645805596884,-0.4954964/(x0 + tanh(x0/(-0.23738374))),PySRFunction(X=>-0.4954964/(x0 + tanh(x0/(-0.23738374))))
7,9,2.9729955,-0.9829806 / (tanh(x0 / -0.15233445) + square(x0)),0.007838400596607557,-0.9829806/(x0**2 + tanh(x0/(-0.15233445))),PySRFunction(X=>-0.9829806/(x0**2 + tanh(x0/(-0.15233445))))
8,10,1.342931,(-0.524674 / (x0 - 1.0027267)) / tanh(x0 * x1),0.7947154916840112,-0.524674/((x0 - 1*1.0027267)*tanh(x0*x1)),PySRFunction(X=>-0.524674/((x0 - 1*1.0027267)*tanh(x0*x1)))
9,11,1.1196203,(-0.4953435 / (x0 - 0.99979174)) - (-0.5187856 / (x0 * x1)),0.18186492873788532,-0.4953435/(x0 - 1*0.99979174) - (-1)*0.5187856/(x0*x1),PySRFunction(X=>-0.4953435/(x0 - 1*0.99979174) - (-1)*0.5187856/(x0*x1))
10,12,1.1194127,(-0.4841002 / tanh(x0 - 0.9991984)) - ((-0.50921255 / x1) / x0),0.00018543719596347734,-0.4841002/tanh(x0 - 1*0.9991984) - (-1)*0.50921255/(x0*x1),PySRFunction(X=>-0.4841002/tanh(x0 - 1*0.9991984) - (-1)*0.50921255/(x0*x1))
11,13,1.1072549,((0.6193065 / x1) / (x0 - -0.0058270916)) + (-0.4894521 / (x0 - 0.99951535)),0.01092028358478388,-0.4894521/(x0 - 1*0.99951535) + 0.6193065/(x1*(x0 - 1*(-0.0058270916))),PySRFunction(X=>-0.4894521/(x0 - 1*0.99951535) + 0.6193065/(x1*(x0 - 1*(-0.0058270916))))
12,14,1.1061252,(-0.49698097 / (x0 - 0.9998798)) - ((-0.45901102 / x0) / (x1 * tanh(x1))),0.0010207917728159545,-0.49698097/(x0 - 1*0.9998798) - (-1)*0.45901102/(x0*(x1*tanh(x1))),PySRFunction(X=>-0.49698097/(x0 - 1*0.9998798) - (-1)*0.45901102/(x0*(x1*tanh(x1))))
13,15,1.0962656,(-0.50917745 / (x0 - 1.0002937)) - ((x0 - 0.8603484) / (x1 * (x0 - -0.017478008))),0.008953602483073626,-0.50917745/(x0 - 1*1.0002937) - (x0 - 1*0.8603484)/(x1*(x0 - 1*(-0.017478008))),PySRFunction(X=>-0.50917745/(x0 - 1*1.0002937) - (x0 - 1*0.8603484)/(x1*(x0 - 1*(-0.017478008))))
14,16,1.0889112,(-0.50900346 / (x0 - 1.00025)) - ((square(x0) + -0.694944) / (x1 * (x0 - -0.009987973))),0.00673119700736592,-0.50900346/(x0 - 1*1.00025) - (x0**2 - 0.694944)/(x1*(x0 - 1*(-0.009987973))),PySRFunction(X=>-0.50900346/(x0 - 1*1.00025) - (x0**2 - 0.694944)/(x1*(x0 - 1*(-0.009987973))))
15,17,1.0775294,((0.08923947 / (1.6622556 - x1)) - ((-0.523967 / x1) / x0)) + (-0.50488317 / (x0 - 1.0001881)),0.01050746991995523,-0.50488317/(x0 - 1*1.0001881) + 0.08923947/(1.6622556 - x1) - (-1)*0.523967/(x0*x1),PySRFunction(X=>-0.50488317/(x0 - 1*1.0001881) + 0.08923947/(1.6622556 - x1) - (-1)*0.523967/(x0*x1))
16,18,1.0744505,(-0.49215502 / tanh(x0 - 0.9995154)) + ((0.091312245 / (1.6638243 - x1)) - (-0.5144413 / (x1 * x0))),0.0028614599056652223,-0.49215502/tanh(x0 - 1*0.9995154) + 0.091312245/(1.6638243 - x1) - (-1)*0.5144413/(x0*x1),PySRFunction(X=>-0.49215502/tanh(x0 - 1*0.9995154) + 0.091312245/(1.6638243 - x1) - (-1)*0.5144413/(x0*x1))
17,19,1.0596923,((-0.4956215 / (x0 - 0.9997377)) - (0.03834003 / (1.8198092 - x1))) - (-0.687745 / (x1 * (x0 - -0.00880817))),0.013830785135854801,-0.4956215/(x0 - 1*0.9997377) - 0.03834003/(1.8198092 - x1) - (-1)*0.687745/(x1*(x0 - 1*(-0.00880817))),PySRFunction(X=>-0.4956215/(x0 - 1*0.9997377) - 0.03834003/(1.8198092 - x1) - (-1)*0.687745/(x1*(x0 - 1*(-0.00880817))))
