,complexity,loss,equation,score,sympy_format,lambda_format
0,1,20.612934,3.504468,0.0,3.50446800000000,PySRFunction(X=>3.50446800000000)
1,3,19.769407,x0 + 3.256836,0.02089155052909165,x0 + 3.256836,PySRFunction(X=>x0 + 3.256836)
2,5,11.343016,-0.93380946 / (x0 + -1.7633297),0.27776670882667337,-0.93380946/(x0 - 1.7633297),PySRFunction(X=>-0.93380946/(x0 - 1.7633297))
3,6,8.3109865,-10.716824 / (cube(x0) + -5.5930686),0.3110239099211873,-10.716824/(x0**3 - 5.5930686),PySRFunction(X=>-10.716824/(x0**3 - 5.5930686))
4,7,6.0389357,(-6.7864223 / (x1 + -18.169373)) + 2.4683585,0.31935052640541234,2.4683585 - 6.7864223/(x1 - 18.169373),PySRFunction(X=>2.4683585 - 6.7864223/(x1 - 18.169373))
5,9,5.831363,2.3096893 - ((1.9125807 / (x0 + -1.7230301)) / x1),0.017488512017860745,2.3096893 - 1.9125807/(x1*(x0 - 1.7230301)),PySRFunction(X=>2.3096893 - 1.9125807/(x1*(x0 - 1.7230301)))
6,11,4.76288,2.19309 - ((0.27660495 / (x0 + 0.61106396)) / (x0 + -1.7236626)),0.10119911823957918,2.19309 - 0.27660495/((x0 - 1.7236626)*(x0 + 0.61106396)),PySRFunction(X=>2.19309 - 0.27660495/((x0 - 1.7236626)*(x0 + 0.61106396)))
7,12,4.6814957,2.1297734 - ((0.17624113 / (x0 + -1.7270457)) / tanh(x0 + 0.59865886)),0.017234874408651138,2.1297734 - 0.17624113/((x0 - 1.7270457)*tanh(x0 + 0.59865886)),PySRFunction(X=>2.1297734 - 0.17624113/((x0 - 1.7270457)*tanh(x0 + 0.59865886)))
8,13,3.4888408,((-2.4856415 / (x0 + -1.7210395)) / (x1 - (x0 * -9.414231))) + 2.099316,0.2940481208438547,2.099316 - 2.4856415/((x0 - 1.7210395)*(-(-9.414231)*x0 + x1)),PySRFunction(X=>2.099316 - 2.4856415/((x0 - 1.7210395)*(-(-9.414231)*x0 + x1)))
9,15,2.135697,((-0.35833833 / (x0 + -1.726578)) / ((x0 + 0.49756676) - (x0 / x1))) - -1.9649847,0.24538823747018101,-1*(-1.9649847) - 0.35833833/((x0 - 1.726578)*(x0 - x0/x1 + 0.49756676)),PySRFunction(X=>-1*(-1.9649847) - 0.35833833/((x0 - 1.726578)*(x0 - x0/x1 + 0.49756676)))
10,17,1.9268175,(1.4365189 - (0.17563088 / (x0 + -1.726578))) + (x0 / ((x0 + -1.2022756) - (-0.30519152 * x1))),0.051461689477008896,x0/(x0 - (-1)*0.30519152*x1 - 1.2022756) + 1.4365189 - 0.17563088/(x0 - 1.726578),PySRFunction(X=>x0/(x0 - (-1)*0.30519152*x1 - 1.2022756) + 1.4365189 - 0.17563088/(x0 - 1.726578))
11,18,1.7920786,(1.5745196 - (0.17563088 / (x0 + -1.726578))) + (tanh(x0) / ((x0 + -1.237056) - (x1 * -0.3123965))),0.07249350295113623,1.5745196 + tanh(x0)/(x0 - (-0.3123965)*x1 - 1.237056) - 0.17563088/(x0 - 1.726578),PySRFunction(X=>1.5745196 + tanh(x0)/(x0 - (-0.3123965)*x1 - 1.237056) - 0.17563088/(x0 - 1.726578))
12,19,1.6831919,(tanh(cube(x0)) / ((x0 + -1.236103) - (x1 * -0.31914943))) + (1.6625025 - (0.17470205 / (x0 + -1.726578))),0.06268424391067218,1.6625025 + tanh(x0**3)/(x0 - (-0.31914943)*x1 - 1.236103) - 0.17470205/(x0 - 1.726578),PySRFunction(X=>1.6625025 + tanh(x0**3)/(x0 - (-0.31914943)*x1 - 1.236103) - 0.17470205/(x0 - 1.726578))
13,20,1.636153,(tanh(x0 - -0.37334812) / ((x0 + -1.2358662) - (x1 * -0.31896743))) + (1.5971055 - (0.1752568 / (x0 + -1.726578))),0.028344176697161636,1.5971055 + tanh(x0 - 1*(-0.37334812))/(x0 - (-0.31896743)*x1 - 1.2358662) - 0.1752568/(x0 - 1.726578),PySRFunction(X=>1.5971055 + tanh(x0 - 1*(-0.37334812))/(x0 - (-0.31896743)*x1 - 1.2358662) - 0.1752568/(x0 - 1.726578))
