,complexity,loss,equation,score,sympy_format,lambda_format
0,1,28.88557,4.9626765,0.0,4.96267650000000,PySRFunction(X=>4.96267650000000)
1,3,21.675238,x0 * 7.5682607,0.14358582973285125,x0*7.5682607,PySRFunction(X=>x0*7.5682607)
2,4,15.033888,cube(x0 * 2.2192447),0.3658636500514485,10.9298845373932*x0**3,PySRFunction(X=>10.9298845373932*x0**3)
3,5,0.8042358,0.545253 / (1.0022681 - x0),2.9281696221673337,0.545253/(1.0022681 - x0),PySRFunction(X=>0.545253/(1.0022681 - x0))
4,6,0.5662647,-1.3871139 / (cube(x0) + -0.9960879),0.3508308730366507,-1.3871139/(x0**3 - 0.9960879),PySRFunction(X=>-1.3871139/(x0**3 - 0.9960879))
5,8,0.4762714,(0.019157447 / cube(1.0763776 - x0)) - -1.6313304,0.08653688845529439,-1*(-1.6313304) + 0.019157447/((1.0763776 - x0)**3),PySRFunction(X=>-1*(-1.6313304) + 0.019157447/((1.0763776 - x0)**3))
6,9,0.1802928,(-0.4222317 / (x0 + -0.99621594)) + (2.1608567 / x1),0.9714056638469428,-0.4222317/(x0 - 0.99621594) + 2.1608567/x1,PySRFunction(X=>-0.4222317/(x0 - 0.99621594) + 2.1608567/x1)
7,10,0.058618337,x0 / (((-0.19578186 / x0) - square(x0)) + 1.2000784),1.1235346302446008,x0/(-x0**2 + 1.2000784 - 0.19578186/x0),PySRFunction(X=>x0/(-x0**2 + 1.2000784 - 0.19578186/x0))
8,11,1.4295395e-09,(0.49999484 / (x1 * x0)) + (-0.500008 / (x0 + -1.0000005)),17.529205759249677,-0.500008/(x0 - 1.0000005) + 0.49999484/((x0*x1)),PySRFunction(X=>-0.500008/(x0 - 1.0000005) + 0.49999484/((x0*x1)))
9,13,6.436281e-10,((-0.5000094 / (x0 + -1.0000005)) + ((0.50000066 / x1) / x0)) + -3.8976537e-5,0.39899328429792985,-3.8976537e-5 - 0.5000094/(x0 - 1.0000005) + 0.50000066/(x0*x1),PySRFunction(X=>-3.8976537e-5 - 0.5000094/(x0 - 1.0000005) + 0.50000066/(x0*x1))
10,14,2.2232882e-11,((x0 * 0.49999943) / (x0 - square(x0))) + ((0.50000066 / x1) / x0),3.365548710626575,x0*0.49999943/(-x0**2 + x0) + 0.50000066/(x0*x1),PySRFunction(X=>x0*0.49999943/(-x0**2 + x0) + 0.50000066/(x0*x1))
11,16,1.921663e-12,((square(x0) * -0.49999994) / (cube(x0) - square(x0))) + ((0.49999994 / x1) / x0),1.2241907036060857,x0**2*(-0.49999994)/(x0**3 - x0**2) + 0.49999994/(x0*x1),PySRFunction(X=>x0**2*(-0.49999994)/(x0**3 - x0**2) + 0.49999994/(x0*x1))
12,18,1.2011725e-12,(0.5000005 - ((-0.49999982 / x1) / x0)) + ((cube(x0) * -0.49999994) / (cube(x0) - square(x0))),0.23494639694654956,x0**3*(-0.49999994)/(x0**3 - x0**2) + 0.5000005 - (-1)*0.49999982/(x0*x1),PySRFunction(X=>x0**3*(-0.49999994)/(x0**3 - x0**2) + 0.5000005 - (-1)*0.49999982/(x0*x1))
13,20,1.1954882e-12,(0.5000005 - ((-0.49999982 / x1) / x0)) + ((square(x0) * (-0.49999994 * x0)) / (cube(x0) - square(x0))),0.002371762785841458,x0**2*(-0.49999994)*x0/(x0**3 - x0**2) + 0.5000005 - (-1)*0.49999982/(x0*x1),PySRFunction(X=>x0**2*(-0.49999994)*x0/(x0**3 - x0**2) + 0.5000005 - (-1)*0.49999982/(x0*x1))
