,complexity,loss,equation,score,sympy_format,lambda_format
0,1,2.1218507,2.257511,0.0,2.25751100000000,PySRFunction(X=>2.25751100000000)
1,3,1.6650879,x0 + 1.8252738,0.12120538236607235,x0 + 1.8252738,PySRFunction(X=>x0 + 1.8252738)
2,5,1.408825,-168.03992 / (x1 + -102.53987),0.08356094559510502,-168.03992/(x1 - 102.53987),PySRFunction(X=>-168.03992/(x1 - 102.53987))
3,6,1.2598062,1.8944743 - (cube(x1) * -9.564817e-6),0.11179812403182018,1.8944743 - (-9.564817e-6)*x1**3,PySRFunction(X=>1.8944743 - (-9.564817e-6)*x1**3)
4,7,1.0499866,(0.12603383 / (x0 + -1.2559751)) + 2.0594563,0.182180497426443,2.0594563 + 0.12603383/(x0 - 1.2559751),PySRFunction(X=>2.0594563 + 0.12603383/(x0 - 1.2559751))
5,8,0.7295623,(cube(x0) * (x1 * 0.029545648)) + 1.8754551,0.3640879158894261,x0**3*x1*0.029545648 + 1.8754551,PySRFunction(X=>x0**3*x1*0.029545648 + 1.8754551)
6,9,0.71676064,square((cube(x0) * (x1 * 0.007960621)) + 1.3665147),0.017702815837160844,(x0**3*x1*0.007960621 + 1.3665147)**2,PySRFunction(X=>(x0**3*x1*0.007960621 + 1.3665147)**2)
7,10,0.5608083,cube((x0 * 0.010743163) * (x1 + 47.380436)) + 1.7761755,0.2453628135426225,1.23992807975526e-6*x0**3*(x1 + 47.380436)**3 + 1.7761755,PySRFunction(X=>1.23992807975526e-6*x0**3*(x1 + 47.380436)**3 + 1.7761755)
8,11,0.55221426,((square(x1) + 424.44638) * (cube(x0) * 0.00037892797)) + 1.7652313,0.015443012756723168,(x1**2 + 424.44638)*x0**3*0.00037892797 + 1.7652313,PySRFunction(X=>(x1**2 + 424.44638)*x0**3*0.00037892797 + 1.7652313)
9,12,0.5462283,(1.9001063 - x0) + ((cube(x0) * (x1 + 6.1557274)) * 0.034831803),0.01089910291917315,x0**3*(x1 + 6.1557274)*0.034831803 - x0 + 1.9001063,PySRFunction(X=>x0**3*(x1 + 6.1557274)*0.034831803 - x0 + 1.9001063)
10,13,0.5226966,(cube(cube(x0)) * ((x1 * 9.4048606e-5) * (x1 + -1.4598477))) + 1.8179518,0.04403583920974823,x0**9*x1*9.4048606e-5*(x1 - 1.4598477) + 1.8179518,PySRFunction(X=>x0**9*x1*9.4048606e-5*(x1 - 1.4598477) + 1.8179518)
11,14,0.3859158,((cube(x0) * (x1 * 0.030173935)) + 1.858363) + (0.05452908 / (0.10510183 - x0)),0.3033819700555519,x0**3*x1*0.030173935 + 1.858363 + 0.05452908/(0.10510183 - x0),PySRFunction(X=>x0**3*x1*0.030173935 + 1.858363 + 0.05452908/(0.10510183 - x0))
12,15,0.38539198,(((x1 * 0.030415311) * cube(x0)) + 1.8601321) + (0.05441931 / tanh(0.10508789 - x0)),0.0013582647397441063,x1*0.030415311*x0**3 + 1.8601321 + 0.05441931/tanh(0.10508789 - x0),PySRFunction(X=>x1*0.030415311*x0**3 + 1.8601321 + 0.05441931/tanh(0.10508789 - x0))
13,16,0.21419218,cube((x0 * 0.010730417) * (x1 + 47.777523)) + ((0.05104991 / (0.10243406 - x0)) + 1.7411956),0.5873872968045137,1.23552005385546e-6*x0**3*(x1 + 47.777523)**3 + 1.7411956 + 0.05104991/(0.10243406 - x0),PySRFunction(X=>1.23552005385546e-6*x0**3*(x1 + 47.777523)**3 + 1.7411956 + 0.05104991/(0.10243406 - x0))
14,17,0.20623617,((cube(x0) * 0.00038602794) * (square(x1) + 430.17758)) + ((0.050497577 / (0.10209399 - x0)) + 1.7252759),0.03785168098963035,x0**3*0.00038602794*(x1**2 + 430.17758) + 1.7252759 + 0.050497577/(0.10209399 - x0),PySRFunction(X=>x0**3*0.00038602794*(x1**2 + 430.17758) + 1.7252759 + 0.050497577/(0.10209399 - x0))
15,19,0.18753824,((0.048466906 / (0.10106716 - x0)) + 1.6999177) + (((x0 * 163.67072) + square(x1)) * (cube(x0) * 0.00040901452)),0.04751959856912068,(x0*163.67072 + x1**2)*x0**3*0.00040901452 + 1.6999177 + 0.048466906/(0.10106716 - x0),PySRFunction(X=>(x0*163.67072 + x1**2)*x0**3*0.00040901452 + 1.6999177 + 0.048466906/(0.10106716 - x0))
