,complexity,loss,equation,score,sympy_format,lambda_format
0,1,9.695286,2.6114545,0.0,2.61145450000000,PySRFunction(X=>2.61145450000000)
1,4,9.330028,2.5711615 / tanh(x1),0.01280059069169357,2.5711615/tanh(x1),PySRFunction(X=>2.5711615/tanh(x1))
2,5,8.586889,1.721443 - (-3.4915888 / x1),0.083001510836589,1.721443 - (-1)*3.4915888/x1,PySRFunction(X=>1.721443 - (-1)*3.4915888/x1)
3,7,6.428737,(0.008029817 / (x0 + -1.3403536)) + 2.4593704,0.14472920457553917,2.4593704 + 0.008029817/(x0 - 1.3403536),PySRFunction(X=>2.4593704 + 0.008029817/(x0 - 1.3403536))
4,8,6.428484,(0.008056643 / tanh(x0 - 1.3403519)) + 2.4618044,3.9355316367774465e-05,2.4618044 + 0.008056643/tanh(x0 - 1*1.3403519),PySRFunction(X=>2.4618044 + 0.008056643/tanh(x0 - 1*1.3403519))
5,9,6.075779,((-0.02451655 / (1.3397866 - x0)) / x0) + 2.4726794,0.05642852916406035,2.4726794 - 0.02451655/(x0*(1.3397866 - x0)),PySRFunction(X=>2.4726794 - 0.02451655/(x0*(1.3397866 - x0)))
6,10,5.374398,(x1 + -3.642261) / (cube(x0) + (x1 + -3.5512767)),0.12266364371720705,(x1 - 3.642261)/(x0**3 + x1 - 3.5512767),PySRFunction(X=>(x1 - 3.642261)/(x0**3 + x1 - 3.5512767))
7,11,3.193448,(-0.07675297 / ((x0 - 1.634428) - (x1 / -3.4547162))) + 2.176367,0.5205453569293181,2.176367 - 0.07675297/(x0 - x1/(-3.4547162) - 1*1.634428),PySRFunction(X=>2.176367 - 0.07675297/(x0 - x1/(-3.4547162) - 1*1.634428))
8,13,3.1837265,((-0.43743238 / x1) / ((x0 - 1.6617906) - (x1 / -3.3670022))) + 2.0975013,0.0015244223802373014,2.0975013 - 0.43743238/(x1*(x0 - x1/(-3.3670022) - 1*1.6617906)),PySRFunction(X=>2.0975013 - 0.43743238/(x1*(x0 - x1/(-3.3670022) - 1*1.6617906)))
9,14,3.071145,(-0.072480105 / ((x0 - 1.634357) - (x1 / -3.4541621))) + (2.1369832 / tanh(x1)),0.0360019098168258,2.1369832/tanh(x1) - 0.072480105/(x0 - x1/(-3.4541621) - 1*1.634357),PySRFunction(X=>2.1369832/tanh(x1) - 0.072480105/(x0 - x1/(-3.4541621) - 1*1.634357))
10,15,2.5744474,((-0.0383362 / x0) + 2.1271164) + (-0.07619452 / ((x0 - 1.6343602) - (x1 / -3.4547884))),0.1764155470909794,2.1271164 - 0.07619452/(x0 - x1/(-3.4547884) - 1*1.6343602) - 0.0383362/x0,PySRFunction(X=>2.1271164 - 0.07619452/(x0 - x1/(-3.4547884) - 1*1.6343602) - 0.0383362/x0)
11,16,2.5252857,((-1.0261771e-6 / cube(x0)) + 2.1046596) + (-0.07619452 / ((x0 - 1.6343602) - (x1 / -3.4547887))),0.01928070430229601,2.1046596 - 0.07619452/(x0 - x1/(-3.4547887) - 1*1.6343602) - 1.0261771e-6/x0**3,PySRFunction(X=>2.1046596 - 0.07619452/(x0 - x1/(-3.4547887) - 1*1.6343602) - 1.0261771e-6/x0**3)
12,17,2.5210476,(-0.07623878 / ((x0 - 1.634357) - (x1 / -3.4547884))) + (((-0.05488045 / x1) / x0) + 2.1100707),0.0016796754175613592,2.1100707 - 0.07623878/(x0 - x1/(-3.4547884) - 1*1.634357) - 0.05488045/(x0*x1),PySRFunction(X=>2.1100707 - 0.07623878/(x0 - x1/(-3.4547884) - 1*1.634357) - 0.05488045/(x0*x1))
13,18,2.480778,(-0.07310439 / ((x0 - 1.6343602) - (x1 / -3.4541621))) + (((-0.03277833 / x0) + 2.066911) / tanh(x1)),0.01610230876608483,(2.066911 - 0.03277833/x0)/tanh(x1) - 0.07310439/(x0 - x1/(-3.4541621) - 1*1.6343602),PySRFunction(X=>(2.066911 - 0.03277833/x0)/tanh(x1) - 0.07310439/(x0 - x1/(-3.4541621) - 1*1.6343602))
14,19,2.3740282,(1.8702064 + ((x0 + -0.0513299) / (x0 * x1))) + (-0.072386 / ((x0 - 1.634357) - (x1 / -3.4541621))),0.04398404585503017,1.8702064 - 0.072386/(x0 - x1/(-3.4541621) - 1*1.634357) + (x0 - 0.0513299)/((x0*x1)),PySRFunction(X=>1.8702064 - 0.072386/(x0 - x1/(-3.4541621) - 1*1.634357) + (x0 - 0.0513299)/((x0*x1)))
15,20,2.3719053,(-0.062460672 / ((x0 - 1.6338372) - (x1 / -3.4541621))) + (((1.402373 / x1) + 1.7739847) - (-0.00018651005 / square(x0))),0.0008946185788686712,1.7739847 - 0.062460672/(x0 - x1/(-3.4541621) - 1*1.6338372) + 1.402373/x1 - (-1)*0.00018651005/(x0**2),PySRFunction(X=>1.7739847 - 0.062460672/(x0 - x1/(-3.4541621) - 1*1.6338372) + 1.402373/x1 - (-1)*0.00018651005/(x0**2))
