,complexity,loss,equation,score,sympy_format,lambda_format
0,1,15.687725,2.9329104,0.0,2.93291040000000,PySRFunction(X=>2.93291040000000)
1,3,12.3143835,x0 / 0.17306036,0.1210552950002788,x0/0.17306036,PySRFunction(X=>x0/0.17306036)
2,4,8.6445465,cube(x0 / 0.46077082),0.35383930972703886,10.2222169993033*x0**3,PySRFunction(X=>10.2222169993033*x0**3)
3,5,1.7658348,-0.584545 / (x0 + -1.0043299),1.5883051066187088,-0.584545/(x0 - 1.0043299),PySRFunction(X=>-0.584545/(x0 - 1.0043299))
4,6,1.4534214,-1.3519866 / (cube(x0) + -0.99413913),0.19470318988509985,-1.3519866/(x0**3 - 0.99413913),PySRFunction(X=>-1.3519866/(x0**3 - 0.99413913))
5,7,1.401589,1.4219081 / (tanh(x1) - cube(x0)),0.036313770191548175,1.4219081/(-x0**3 + tanh(x1)),PySRFunction(X=>1.4219081/(-x0**3 + tanh(x1)))
6,8,1.3516898,-0.51481515 / (square(x0 + -0.40570375) - 0.3496567),0.036251079569621765,-0.51481515/((x0 - 0.40570375)**2 - 1*0.3496567),PySRFunction(X=>-0.51481515/((x0 - 0.40570375)**2 - 1*0.3496567))
7,9,1.111163,(-0.4747072 / (x0 + -0.99890906)) - (-2.139895 / x1),0.19594829885863993,-0.4747072/(x0 - 0.99890906) - (-1)*2.139895/x1,PySRFunction(X=>-0.4747072/(x0 - 0.99890906) - (-1)*2.139895/x1)
8,10,0.88256484,(-0.51526403 / (x0 + -1.0006696)) / tanh(x1 * x0),0.23033023435329672,-0.51526403/((x0 - 1.0006696)*tanh(x0*x1)),PySRFunction(X=>-0.51526403/((x0 - 1.0006696)*tanh(x0*x1)))
9,11,0.83792144,((-0.37666678 / (x1 * x0)) + -0.47723812) / (x0 + -1.0008103),0.05190791012540502,(-0.47723812 - 0.37666678*1/(x0*x1))/(x0 - 1.0008103),PySRFunction(X=>(-0.47723812 - 0.37666678*1/(x0*x1))/(x0 - 1.0008103))
10,12,0.8207875,(((-0.3055626 / x1) / x0) + -0.4747072) / tanh(x0 + -1.000275),0.020660103815142657,(-0.4747072 - 0.3055626/(x0*x1))/tanh(x0 - 1.000275),PySRFunction(X=>(-0.4747072 - 0.3055626/(x0*x1))/tanh(x0 - 1.000275))
11,13,0.79139465,(((0.37469745 / x0) + 0.9122029) / x1) + (-0.4837107 / (x0 + -0.99922067)),0.03646747649908124,-0.4837107/(x0 - 0.99922067) + (0.9122029 + 0.37469745/x0)/x1,PySRFunction(X=>-0.4837107/(x0 - 0.99922067) + (0.9122029 + 0.37469745/x0)/x1)
12,14,0.78790987,(-0.48431942 / (x0 + -0.999259)) + ((tanh(x1) + (0.3816082 / x0)) / x1),0.004413063613018177,-0.48431942/(x0 - 0.999259) + (tanh(x1) + 0.3816082/x0)/x1,PySRFunction(X=>-0.48431942/(x0 - 0.999259) + (tanh(x1) + 0.3816082/x0)/x1)
13,15,0.75735164,((-0.5701034 / (x0 + -1.0029858)) + -0.48779863) - (-1.5784402 / ((x1 * x0) + 0.3269683)),0.03955604172761583,-0.48779863 - (-1)*1.5784402/(x0*x1 + 0.3269683) - 0.5701034/(x0 - 1.0029858),PySRFunction(X=>-0.48779863 - (-1)*1.5784402/(x0*x1 + 0.3269683) - 0.5701034/(x0 - 1.0029858))
14,17,0.7487844,((-0.53901315 / (x0 + -1.0018435)) + (x1 * -0.0062439106)) - (-0.91666317 / ((x1 * x0) + 0.15930396)),0.005688285901480198,x1*(-0.0062439106) - (-1)*0.91666317/(x0*x1 + 0.15930396) - 0.53901315/(x0 - 1.0018435),PySRFunction(X=>x1*(-0.0062439106) - (-1)*0.91666317/(x0*x1 + 0.15930396) - 0.53901315/(x0 - 1.0018435))
15,18,0.7457829,((-0.54514164 / (x0 + -1.0021182)) + tanh(x1 * -0.0077793687)) - (-0.9132763 / ((x1 * x0) + 0.15887865)),0.00401655253020592,tanh(x1*(-0.0077793687)) - (-1)*0.9132763/(x0*x1 + 0.15887865) - 0.54514164/(x0 - 1.0021182),PySRFunction(X=>tanh(x1*(-0.0077793687)) - (-1)*0.9132763/(x0*x1 + 0.15887865) - 0.54514164/(x0 - 1.0021182))
16,19,0.67635703,((0.018321605 / (x0 - 0.5334131)) + (-0.48315156 / (x0 + -0.9992749))) - (-1.0950295 / ((x1 * x0) + 0.20807531)),0.09771345157487936,-(-1)*1.0950295/(x0*x1 + 0.20807531) + 0.018321605/(x0 - 1*0.5334131) - 0.48315156/(x0 - 0.9992749),PySRFunction(X=>-(-1)*1.0950295/(x0*x1 + 0.20807531) + 0.018321605/(x0 - 1*0.5334131) - 0.48315156/(x0 - 0.9992749))
