,complexity,loss,equation,score,sympy_format,lambda_format
0,1,0.89180166,1.9059136,0.0,1.90591360000000,PySRFunction(X=>1.90591360000000)
1,4,0.800082,1.8963392 / tanh(x1),0.03617651039346166,1.8963392/tanh(x1),PySRFunction(X=>1.8963392/tanh(x1))
2,5,0.47588748,(2.8905563 / x1) + 1.4160302,0.5195327826820684,1.4160302 + 2.8905563/x1,PySRFunction(X=>1.4160302 + 2.8905563/x1)
3,6,0.3368252,tanh(8.131901 - x1) + 2.3452153,0.3456173383112046,tanh(8.131901 - x1) + 2.3452153,PySRFunction(X=>tanh(8.131901 - x1) + 2.3452153)
4,7,0.32965836,tanh(tanh(8.431137 - x1)) + 2.220545,0.021507255953597107,tanh(tanh(8.431137 - x1)) + 2.220545,PySRFunction(X=>tanh(tanh(8.431137 - x1)) + 2.220545)
5,8,0.2136383,tanh(10.215601 / (8.1489 - x1)) + 2.0996995,0.4337724473397459,tanh(10.215601/(8.1489 - x1)) + 2.0996995,PySRFunction(X=>tanh(10.215601/(8.1489 - x1)) + 2.0996995)
6,10,0.059531134,tanh((x1 + -23.171654) / (x0 + -0.5921929)) - -2.054389,0.6388924809628996,tanh((x1 - 23.171654)/(x0 - 0.5921929)) - 1*(-2.054389),PySRFunction(X=>tanh((x1 - 23.171654)/(x0 - 0.5921929)) - 1*(-2.054389))
7,13,0.03910873,tanh((x1 + -23.215109) / (x0 + -0.5921929)) - (-2.020454 / tanh(x1)),0.14005124015866344,tanh((x1 - 23.215109)/(x0 - 0.5921929)) - (-1)*2.020454/tanh(x1),PySRFunction(X=>tanh((x1 - 23.215109)/(x0 - 0.5921929)) - (-1)*2.020454/tanh(x1))
8,14,0.029939976,tanh((x1 + -23.302776) / (x0 + -0.5953281)) - (-1.9666278 - (x0 / x1)),0.26715113833880105,-(-x0/x1 - 1.9666278) + tanh((x1 - 23.302776)/(x0 - 0.5953281)),PySRFunction(X=>-(-x0/x1 - 1.9666278) + tanh((x1 - 23.302776)/(x0 - 0.5953281)))
9,16,0.011594559,tanh((x1 + -23.074057) * (-0.30034152 + x0)) - (-2.0259037 - (0.32497802 / (1.4612026 - x1))),0.4743293205194721,-(-2.0259037 - 0.32497802/(1.4612026 - x1)) + tanh((x0 - 0.30034152)*(x1 - 23.074057)),PySRFunction(X=>-(-2.0259037 - 0.32497802/(1.4612026 - x1)) + tanh((x0 - 0.30034152)*(x1 - 23.074057)))
10,17,0.007868609,(((x0 * 0.052613813) + -0.039130915) * (x1 + -21.120722)) - ((-0.20837376 / (0.7083789 - x0)) + -1.6232457),0.38765463668235706,-(-1.6232457 - 0.20837376/(0.7083789 - x0)) + (x1 - 21.120722)*(x0*0.052613813 - 0.039130915),PySRFunction(X=>-(-1.6232457 - 0.20837376/(0.7083789 - x0)) + (x1 - 21.120722)*(x0*0.052613813 - 0.039130915))
11,20,0.0077616037,((x1 + -20.97643) * ((0.7546987 - x0) * -0.05281323)) - ((-0.2165256 / (0.7008474 - x0)) + (tanh(x1) * -1.6239946)),0.004564108150706003,(x1 - 20.97643)*(0.7546987 - x0)*(-0.05281323) - (tanh(x1)*(-1.6239946) - 0.2165256/(0.7008474 - x0)),PySRFunction(X=>(x1 - 20.97643)*(0.7546987 - x0)*(-0.05281323) - (tanh(x1)*(-1.6239946) - 0.2165256/(0.7008474 - x0)))
