,complexity,loss,equation,score,sympy_format,lambda_format
0,1,34.264412,4.8386874,0.0,4.83868740000000,PySRFunction(X=>4.83868740000000)
1,3,28.054901,x0 * 7.9195514,0.09997196205443153,x0*7.9195514,PySRFunction(X=>x0*7.9195514)
2,4,18.929995,cube(x0 * 2.3024142),0.3934156393237734,12.2053535837661*x0**3,PySRFunction(X=>12.2053535837661*x0**3)
3,5,6.264969,-0.58518344 / (x0 + -1.004118),1.1057740608788993,-0.58518344/(x0 - 1.004118),PySRFunction(X=>-0.58518344/(x0 - 1.004118))
4,6,1.7829573,0.48417732 / (x0 - square(x0)),1.256700250018623,0.48417732/(-x0**2 + x0),PySRFunction(X=>0.48417732/(-x0**2 + x0))
5,7,1.7449963,(-0.45991632 / (x0 - 0.99836653)) / x0,0.021520954884362533,-0.45991632/(x0*(x0 - 1*0.99836653)),PySRFunction(X=>-0.45991632/(x0*(x0 - 1*0.99836653)))
6,8,1.1653981,(0.5370028 / (x0 - square(x0))) + -1.1326305,0.4036896899243088,-1.1326305 + 0.5370028/(-x0**2 + x0),PySRFunction(X=>-1.1326305 + 0.5370028/(-x0**2 + x0))
7,9,0.6738704,(-0.75649333 / ((x0 - 1.0092782) * x0)) + -2.4619586,0.5477802168093981,-2.4619586 - 0.75649333*1/(x0*(x0 - 1*1.0092782)),PySRFunction(X=>-2.4619586 - 0.75649333*1/(x0*(x0 - 1*1.0092782)))
8,10,0.5539654,(-0.53820163 / (x0 - 1.0017004)) + cube(0.14728156 / x0),0.19593557763348216,-0.53820163/(x0 - 1*1.0017004) + 0.00319481067317178/x0**3,PySRFunction(X=>-0.53820163/(x0 - 1*1.0017004) + 0.00319481067317178/x0**3)
9,11,0.3899148,(1.007199 / (x0 - cube(x0))) - cube(1.8074391 - x0),0.3511739762042182,-(1.8074391 - x0)**3 + 1.007199/(-x0**3 + x0),PySRFunction(X=>-(1.8074391 - x0)**3 + 1.007199/(-x0**3 + x0))
10,12,0.30883306,(0.9445367 / (x0 - cube(x0))) - ((x0 * -5.6226335) + 4.9796615),0.2331273817133879,-(4.9796615 + x0*(-5.6226335)) + 0.9445367/(-x0**3 + x0),PySRFunction(X=>-(4.9796615 + x0*(-5.6226335)) + 0.9445367/(-x0**3 + x0))
11,13,0.26590192,square(cube(x0 / 0.68954164) + ((0.18966678 / x0) / (1.895077 - x1))),0.1496733530230562,(3.05013110808409*x0**3 + 0.18966678/(x0*(1.895077 - x1)))**2,PySRFunction(X=>(3.05013110808409*x0**3 + 0.18966678/(x0*(1.895077 - x1)))**2)
12,14,0.18826815,(square(cube(x0)) / 0.09284014) + square((0.15701732 / x0) / (x1 - 1.7295105)),0.34526024260752036,x0**6/0.09284014 + 0.0246544387799824/(x0**2*(x1 - 1*1.7295105)**2),PySRFunction(X=>x0**6/0.09284014 + 0.0246544387799824/(x0**2*(x1 - 1*1.7295105)**2))
13,15,0.14483057,((cube(x0) / 0.106592394) - 1.2071587) + square((-0.19283043 / x0) / (x1 - 1.833877)),0.2623026999213565,x0**3/0.106592394 - 1*1.2071587 + 0.0371835747339849/(x0**2*(x1 - 1*1.833877)**2),PySRFunction(X=>x0**3/0.106592394 - 1*1.2071587 + 0.0371835747339849/(x0**2*(x1 - 1*1.833877)**2))
14,16,0.11291484,(cube(square(x0)) / 0.09847308) + ((0.091385834 / (x0 - 0.05121764)) / square(x1 - 1.6852814)),0.24893067018053314,x0**6/0.09847308 + 0.091385834/((x0 - 1*0.05121764)*((x1 - 1*1.6852814)**2)),PySRFunction(X=>x0**6/0.09847308 + 0.091385834/((x0 - 1*0.05121764)*((x1 - 1*1.6852814)**2)))
15,17,0.05808072,(-1.5351088 + (cube(x0) / 0.1036273)) + ((0.14159529 / (x0 + -0.05648726)) / square(1.8881613 - x1)),0.6648001391392615,x0**3/0.1036273 - 1.5351088 + 0.14159529/((x0 - 0.05648726)*((1.8881613 - x1)**2)),PySRFunction(X=>x0**3/0.1036273 - 1.5351088 + 0.14159529/((x0 - 0.05648726)*((1.8881613 - x1)**2)))
16,19,0.047659352,((0.13936104 / (x0 + -0.05625681)) / square(x1 - 1.8879415)) + ((-1.1756514 - x0) + (cube(x0) / 0.09566006)),0.09887744593146376,x0**3/0.09566006 - x0 - 1.1756514 + 0.13936104/((x0 - 0.05625681)*((x1 - 1*1.8879415)**2)),PySRFunction(X=>x0**3/0.09566006 - x0 - 1.1756514 + 0.13936104/((x0 - 0.05625681)*((x1 - 1*1.8879415)**2)))
