,complexity,loss,equation,score,sympy_format,lambda_format
0,1,15.317335,2.9078324,0.0,2.90783240000000,PySRFunction(X=>2.90783240000000)
1,3,13.05657,x0 / 0.1909354,0.07984686910491781,x0/0.1909354,PySRFunction(X=>x0/0.1909354)
2,4,9.272147,cube(x0 * 2.1490257),0.3422764952605836,9.9248700165553*x0**3,PySRFunction(X=>9.9248700165553*x0**3)
3,5,1.8935474,0.5654719 / (1.0047218 - x0),1.5885629590423667,0.5654719/(1.0047218 - x0),PySRFunction(X=>0.5654719/(1.0047218 - x0))
4,6,1.4735843,1.2910035 / (0.9945458 - cube(x0)),0.25075426877213947,1.2910035/(0.9945458 - x0**3),PySRFunction(X=>1.2910035/(0.9945458 - x0**3))
5,7,1.0555862,0.29466003 / ((0.9907874 - x0) * x0),0.3336014798540952,0.29466003/((x0*(0.9907874 - x0))),PySRFunction(X=>0.29466003/((x0*(0.9907874 - x0))))
6,8,0.8622673,0.186458 / ((0.76090544 - tanh(x0)) * x0),0.20228621600767208,0.186458/((x0*(0.76090544 - tanh(x0)))),PySRFunction(X=>0.186458/((x0*(0.76090544 - tanh(x0)))))
7,9,0.7962647,x0 + ((0.23404986 / (0.98822963 - x0)) / x0),0.07963364714785735,x0 + 0.23404986/(x0*(0.98822963 - x0)),PySRFunction(X=>x0 + 0.23404986/(x0*(0.98822963 - x0)))
8,10,0.79350007,x0 + ((0.21737742 / tanh(x0)) / (0.99096537 - x0)),0.003478040071201517,x0 + 0.21737742/((0.99096537 - x0)*tanh(x0)),PySRFunction(X=>x0 + 0.21737742/((0.99096537 - x0)*tanh(x0)))
9,11,0.7824807,(x0 * 1.2782321) + ((0.21789338 / (0.98751336 - x0)) / x0),0.013984370609828649,x0*1.2782321 + 0.21789338/(x0*(0.98751336 - x0)),PySRFunction(X=>x0*1.2782321 + 0.21789338/(x0*(0.98751336 - x0)))
10,12,0.77137303,(cube(x0 + 0.16047598) + (0.21410887 / (0.98748 - x0))) / x0,0.014297174816479203,((x0 + 0.16047598)**3 + 0.21410887/(0.98748 - x0))/x0,PySRFunction(X=>((x0 + 0.16047598)**3 + 0.21410887/(0.98748 - x0))/x0)
11,13,0.5832337,((0.27277878 / (0.9895643 - x0)) / x0) - (-0.012991734 / (0.8044227 - x0)),0.2795841190954444,-(-1)*0.012991734/(0.8044227 - x0) + 0.27277878/(x0*(0.9895643 - x0)),PySRFunction(X=>-(-1)*0.012991734/(0.8044227 - x0) + 0.27277878/(x0*(0.9895643 - x0)))
12,14,0.5739705,((0.27277878 / x0) / (0.9895643 - x0)) - (0.02368616 / (cube(x0) - 0.51985943)),0.016009962390828324,-0.02368616/(x0**3 - 1*0.51985943) + 0.27277878/(x0*(0.9895643 - x0)),PySRFunction(X=>-0.02368616/(x0**3 - 1*0.51985943) + 0.27277878/(x0*(0.9895643 - x0)))
13,15,0.4607182,(0.012451265 / (0.80479985 - x0)) + (0.358674 / ((0.99367815 - x0) * (x0 + 0.030162964))),0.21979142500814183,0.012451265/(0.80479985 - x0) + 0.358674/(((0.99367815 - x0)*(x0 + 0.030162964))),PySRFunction(X=>0.012451265/(0.80479985 - x0) + 0.358674/(((0.99367815 - x0)*(x0 + 0.030162964))))
14,17,0.34150848,(0.015662119 / (0.8050228 - x0)) + ((0.4592437 / (0.9961332 - x0)) / (x0 + (x1 * 0.008826282))),0.14970703296738533,0.4592437/((0.9961332 - x0)*(x0 + x1*0.008826282)) + 0.015662119/(0.8050228 - x0),PySRFunction(X=>0.4592437/((0.9961332 - x0)*(x0 + x1*0.008826282)) + 0.015662119/(0.8050228 - x0))
15,18,0.32301873,(0.017828979 / (0.80589414 - x0)) + ((0.41090602 / (0.9992455 - x0)) / (tanh(x0) + (x1 * 0.0073856288))),0.055662201170189364,0.41090602/((0.9992455 - x0)*(x1*0.0073856288 + tanh(x0))) + 0.017828979/(0.80589414 - x0),PySRFunction(X=>0.41090602/((0.9992455 - x0)*(x1*0.0073856288 + tanh(x0))) + 0.017828979/(0.80589414 - x0))
16,19,0.26208332,((0.45858648 / (0.9961332 - x0)) / (x0 + (x1 * 0.009026161))) + ((x1 / (0.80957705 - x0)) * 0.0005354038),0.20904784068540316,x1*0.0005354038/(0.80957705 - x0) + 0.45858648/((0.9961332 - x0)*(x0 + x1*0.009026161)),PySRFunction(X=>x1*0.0005354038/(0.80957705 - x0) + 0.45858648/((0.9961332 - x0)*(x0 + x1*0.009026161)))
17,20,0.2553651,((x1 * 0.00055007846) / (0.8102342 - x0)) + ((0.38835508 / (0.9983097 - x0)) / ((x1 * 0.0066440376) + tanh(x0))),0.025968182605614055,x1*0.00055007846/(0.8102342 - x0) + 0.38835508/((0.9983097 - x0)*(x1*0.0066440376 + tanh(x0))),PySRFunction(X=>x1*0.00055007846/(0.8102342 - x0) + 0.38835508/((0.9983097 - x0)*(x1*0.0066440376 + tanh(x0))))
