,complexity,loss,equation,score,sympy_format,lambda_format
0,1,13.803712,2.5375152,0.0,2.53751520000000,PySRFunction(X=>2.53751520000000)
1,3,12.244332,x0 / 0.195685,0.059937202731473634,x0/0.195685,PySRFunction(X=>x0/0.195685)
2,4,9.784769,cube(x0 / 0.47270808),0.22423614303056175,9.46718628360189*x0**3,PySRFunction(X=>9.46718628360189*x0**3)
3,5,5.0981045,0.58548266 / (1.0048804 - x0),0.6519581890283414,0.58548266/(1.0048804 - x0),PySRFunction(X=>0.58548266/(1.0048804 - x0))
4,6,4.636612,1.3480558 / (0.99484247 - cube(x0)),0.09488487685978098,1.3480558/(0.99484247 - x0**3),PySRFunction(X=>1.3480558/(0.99484247 - x0**3))
5,7,4.6119094,1.5400536 / (0.9809831 - square(square(x0))),0.005341969310697521,1.5400536/(0.9809831 - x0**4),PySRFunction(X=>1.5400536/(0.9809831 - x0**4))
6,8,3.547061,0.49461585 / (tanh(x0 / 0.22953606) - x0),0.2625225845325524,0.49461585/(-x0 + tanh(x0/0.22953606)),PySRFunction(X=>0.49461585/(-x0 + tanh(x0/0.22953606)))
7,9,3.5397701,0.9683593 / (tanh(x0 / 0.14847869) - square(x0)),0.0020575917414710422,0.9683593/(-x0**2 + tanh(x0/0.14847869)),PySRFunction(X=>0.9683593/(-x0**2 + tanh(x0/0.14847869)))
8,10,1.3027409,(0.49474257 / tanh(x0 * x1)) / (1.0020595 - x0),0.9995913519747129,0.49474257/((1.0020595 - x0)*tanh(x0*x1)),PySRFunction(X=>0.49474257/((1.0020595 - x0)*tanh(x0*x1)))
9,11,1.1037053,(0.48390266 / (x1 * x0)) + (-0.48730618 / (x0 - 0.99975246)),0.16579745574451615,-0.48730618/(x0 - 1*0.99975246) + 0.48390266/((x0*x1)),PySRFunction(X=>-0.48730618/(x0 - 1*0.99975246) + 0.48390266/((x0*x1)))
10,12,1.09045,(0.5136469 / (1.001169 - x0)) / tanh((x0 + x1) * x0),0.012082518733610497,0.5136469/((1.001169 - x0)*tanh(x0*(x0 + x1))),PySRFunction(X=>0.5136469/((1.001169 - x0)*tanh(x0*(x0 + x1))))
11,13,1.0773219,(((0.48737186 / x0) - x0) / x1) + (-0.52836215 / (x0 - 1.0014898)),0.01211221577043537,-0.52836215/(x0 - 1*1.0014898) + (-x0 + 0.48737186/x0)/x1,PySRFunction(X=>-0.52836215/(x0 - 1*1.0014898) + (-x0 + 0.48737186/x0)/x1)
12,14,1.0742328,(0.5038538 / tanh(x0 * x1)) - ((0.48649272 / (x0 - 0.9998066)) + 0.3385142),0.0028715069364593873,-(0.3385142 + 0.48649272/(x0 - 1*0.9998066)) + 0.5038538/tanh(x0*x1),PySRFunction(X=>-(0.3385142 + 0.48649272/(x0 - 1*0.9998066)) + 0.5038538/tanh(x0*x1))
13,16,1.0714729,(((0.49548322 / x0) + -0.6593051) / (x1 - tanh(x0))) + (-0.5273284 / (x0 - 1.0014898)),0.0012862442048855844,(-0.6593051 + 0.49548322/x0)/(x1 - tanh(x0)) - 0.5273284/(x0 - 1*1.0014898),PySRFunction(X=>(-0.6593051 + 0.49548322/x0)/(x1 - tanh(x0)) - 0.5273284/(x0 - 1*1.0014898))
14,17,1.0465623,((0.4884598 / x0) / x1) + ((2.6540732 / (x1 + -38.047848)) + (-0.49001732 / (x0 - 0.99985987))),0.023523451059885184,2.6540732/(x1 - 38.047848) - 0.49001732/(x0 - 1*0.99985987) + 0.4884598/(x0*x1),PySRFunction(X=>2.6540732/(x1 - 38.047848) - 0.49001732/(x0 - 1*0.99985987) + 0.4884598/(x0*x1))
15,18,1.0457044,tanh(3.0742517 / (x1 + -38.059494)) + (((0.48979977 / x0) / x1) + (-0.4921532 / (x0 - 0.99993867))),0.000820067583237687,tanh(3.0742517/(x1 - 38.059494)) - 0.4921532/(x0 - 1*0.99993867) + 0.48979977/(x0*x1),PySRFunction(X=>tanh(3.0742517/(x1 - 38.059494)) - 0.4921532/(x0 - 1*0.99993867) + 0.48979977/(x0*x1))
16,19,1.0313162,((-0.53599596 / (x0 - 1.0018258)) - (2.5995321 / (37.181385 - x1))) + (((0.49165913 / x0) - x0) / x1),0.01385487477550434,-0.53599596/(x0 - 1*1.0018258) - 2.5995321/(37.181385 - x1) + (-x0 + 0.49165913/x0)/x1,PySRFunction(X=>-0.53599596/(x0 - 1*1.0018258) - 2.5995321/(37.181385 - x1) + (-x0 + 0.49165913/x0)/x1)
17,20,1.0305917,((-0.5289184 / (x0 - 1.0015485)) - (2.6253903 / (37.181328 - x1))) + (((0.49165913 / x0) - tanh(x0)) / x1),0.0007027472272805151,-0.5289184/(x0 - 1*1.0015485) - 2.6253903/(37.181328 - x1) + (-tanh(x0) + 0.49165913/x0)/x1,PySRFunction(X=>-0.5289184/(x0 - 1*1.0015485) - 2.6253903/(37.181328 - x1) + (-tanh(x0) + 0.49165913/x0)/x1)
