,complexity,loss,equation,score,sympy_format,lambda_format
0,1,1.6012037,1.7308258,0.0,1.73082580000000,PySRFunction(X=>1.73082580000000)
1,4,0.86664355,square(0.6299207 / x0),0.2046277253246219,0.39680008828849/x0**2,PySRFunction(X=>0.39680008828849/x0**2)
2,5,0.35842547,x0 / (x0 - -0.22993566),0.8829070174848758,x0/(x0 - 1*(-0.22993566)),PySRFunction(X=>x0/(x0 - 1*(-0.22993566)))
3,6,0.2540689,(-0.08139637 / cube(x0)) + 1.1927464,0.34411525434717494,1.1927464 - 0.08139637/x0**3,PySRFunction(X=>1.1927464 - 0.08139637/x0**3)
4,7,0.14570305,0.9036949 - (x0 / (x1 + -5.526951)),0.5560348436698535,0.9036949 - x0/(x1 - 5.526951),PySRFunction(X=>0.9036949 - x0/(x1 - 5.526951))
5,8,0.059894644,0.90457755 - (square(x0) / (x1 + -5.652818)),0.8889835609761428,0.90457755 - x0**2/(x1 - 5.652818),PySRFunction(X=>0.90457755 - x0**2/(x1 - 5.652818))
6,9,0.0018792229,(2.541545 / ((1.4890984 / x0) + x1)) + 0.67822284,3.461728745105833,0.67822284 + 2.541545/(x1 + 1.4890984/x0),PySRFunction(X=>0.67822284 + 2.541545/(x1 + 1.4890984/x0))
7,10,0.00074893347,cube(0.8998502 - ((-0.8166344 / x1) / (x0 + 0.51395726))),0.9199634648351621,(0.8998502 - (-1)*0.8166344/(x1*(x0 + 0.51395726)))**3,PySRFunction(X=>(0.8998502 - (-1)*0.8166344/(x1*(x0 + 0.51395726)))**3)
8,11,0.00014771866,(3.950785 / ((1.6366624 / x0) + (x1 + 0.8803321))) + 0.62413794,1.6233406357444982,0.62413794 + 3.950785/(x1 + 0.8803321 + 1.6366624/x0),PySRFunction(X=>0.62413794 + 3.950785/(x1 + 0.8803321 + 1.6366624/x0))
9,13,1.9571584e-05,((x0 / (x1 + 0.2855617)) + 0.32242167) + (0.3535957 / tanh(square(x0))),1.0106154001901442,x0/(x1 + 0.2855617) + 0.32242167 + 0.3535957/tanh(x0**2),PySRFunction(X=>x0/(x1 + 0.2855617) + 0.32242167 + 0.3535957/tanh(x0**2))
10,14,1.3161942e-08,square((0.60876477 / x0) + 0.08562362) + ((-0.38922298 / (x1 - 1.2982806)) + 0.5230025),7.304504513930168,(0.08562362 + 0.60876477/x0)**2 + 0.5230025 - 0.38922298/(x1 - 1*1.2982806),PySRFunction(X=>(0.08562362 + 0.60876477/x0)**2 + 0.5230025 - 0.38922298/(x1 - 1*1.2982806))
11,16,7.5734263e-10,square((x0 * 0.27147174) + (0.5768591 / x0)) + ((0.84320974 / (x1 + -0.37642074)) - -0.023557527),1.4276344978777322,(x0*0.27147174 + 0.5768591/x0)**2 - 1*(-0.023557527) + 0.84320974/(x1 - 0.37642074),PySRFunction(X=>(x0*0.27147174 + 0.5768591/x0)**2 - 1*(-0.023557527) + 0.84320974/(x1 - 0.37642074))
12,17,1.9070967e-12,((1.3667145 / (x1 + 0.017439911)) - -0.66647625) + (((x0 * 0.03203686) + 0.037325755) / square(square(x0))),5.984233733374882,-1*(-0.66647625) + 1.3667145/(x1 + 0.017439911) + (x0*0.03203686 + 0.037325755)/(x0**4),PySRFunction(X=>-1*(-0.66647625) + 1.3667145/(x1 + 0.017439911) + (x0*0.03203686 + 0.037325755)/(x0**4))
13,18,0.0,(((-0.13497289 / x0) - -0.47736272) + (1.3496454 / x1)) + ((x0 * 0.1038351) + (0.27460933 / square(x0))),inf,x0*0.1038351 - 1*(-0.47736272) + 1.3496454/x1 + 0.27460933/(x0**2) - 0.13497289/x0,PySRFunction(X=>x0*0.1038351 - 1*(-0.47736272) + 1.3496454/x1 + 0.27460933/(x0**2) - 0.13497289/x0)
