,complexity,loss,equation,score,sympy_format,lambda_format
0,1,6.9281716,2.9443395,0.0,2.94433950000000,PySRFunction(X=>2.94433950000000)
1,3,2.1371455,x0 * 7.429158,0.5880624399426173,x0*7.429158,PySRFunction(X=>x0*7.429158)
2,4,1.4566789,cube(x0 + 0.98684084),0.3833119415478082,(x0 + 0.98684084)**3,PySRFunction(X=>(x0 + 0.98684084)**3)
3,5,0.50373256,cube(cube(x0) + 1.1889383),1.0618689052413979,(x0**3 + 1.1889383)**3,PySRFunction(X=>(x0**3 + 1.1889383)**3)
4,6,0.38179213,1.5665462 / (0.985471 - cube(x0)),0.2771691941213292,1.5665462/(0.985471 - x0**3),PySRFunction(X=>1.5665462/(0.985471 - x0**3))
5,7,0.05651017,0.26514143 / ((0.9604857 - x0) * x0),1.9104556762385319,0.26514143/((x0*(0.9604857 - x0))),PySRFunction(X=>0.26514143/((x0*(0.9604857 - x0))))
6,8,0.055906743,0.22187716 / (tanh(0.9547014 - x0) * x0),0.010735622949962687,0.22187716/((x0*tanh(0.9547014 - x0))),PySRFunction(X=>0.22187716/((x0*tanh(0.9547014 - x0))))
7,9,0.016496504,0.5688518 / (((-0.096173294 / x0) + 1.0993979) - x0),1.2205365193352018,0.5688518/(-x0 + 1.0993979 - 0.096173294/x0),PySRFunction(X=>0.5688518/(-x0 + 1.0993979 - 0.096173294/x0))
8,10,0.0025966626,cube(x1 + 24.74611) * ((x1 * -7.825865e-7) + 5.998434e-5),1.8489214745662519,(5.998434e-5 + x1*(-7.825865e-7))*(x1 + 24.74611)**3,PySRFunction(X=>(5.998434e-5 + x1*(-7.825865e-7))*(x1 + 24.74611)**3)
9,11,0.0018616229,square(x1 + 15.472581) * ((square(x1) * -5.910259e-7) + 0.0034811557),0.3327783709263979,(0.0034811557 + x1**2*(-5.910259e-7))*(x1 + 15.472581)**2,PySRFunction(X=>(0.0034811557 + x1**2*(-5.910259e-7))*(x1 + 15.472581)**2)
10,12,0.00068828836,x1 * (((x1 * -0.0041373763) - -0.3681094) - (0.0016276938 / square(x0))),0.9949960351279081,x1*(x1*(-0.0041373763) - 1*(-0.3681094) - 0.0016276938/(x0**2)),PySRFunction(X=>x1*(x1*(-0.0041373763) - 1*(-0.3681094) - 0.0016276938/(x0**2)))
11,13,6.450813e-06,(x1 + 0.5064355) * ((0.3571726 - (0.013501016 / x0)) + (x1 * -0.0036350887)),4.670001708654639,(x1 + 0.5064355)*(x1*(-0.0036350887) + 0.3571726 - 0.013501016/x0),PySRFunction(X=>(x1 + 0.5064355)*(x1*(-0.0036350887) + 0.3571726 - 0.013501016/x0))
12,14,1.6642691e-07,((cube(x0) * 17.575205) + 4.2018466) + ((x1 * -0.01341835) - (x0 * 10.235741)),3.6574052142962112,x0**3*17.575205 - 10.235741*x0 + x1*(-0.01341835) + 4.2018466,PySRFunction(X=>x0**3*17.575205 - 10.235741*x0 + x1*(-0.01341835) + 4.2018466)
13,16,1.5348242e-07,((x1 * -0.013419205) + 264.056) + ((cube(x0) * 17.575905) + ((x0 * -10.236453) - 259.85397)),0.04048510064044083,x0**3*17.575905 + x0*(-10.236453) + x1*(-0.013419205) - 1*259.85397 + 264.056,PySRFunction(X=>x0**3*17.575905 + x0*(-10.236453) + x1*(-0.013419205) - 1*259.85397 + 264.056)
14,17,5.684342e-15,((x0 * 8.742721) + 1.900057) + (((0.18921572 / x0) + (x1 * -0.041286215)) - (15.716027 / x1)),17.11138121342551,x0*8.742721 + x1*(-0.041286215) + 1.900057 - 15.716027/x1 + 0.18921572/x0,PySRFunction(X=>x0*8.742721 + x1*(-0.041286215) + 1.900057 - 15.716027/x1 + 0.18921572/x0)
15,19,2.842171e-15,((x0 * x1) * 0.25596446) + (((-0.52345216 / x1) - -0.3569735) + ((x1 * -0.06256938) + (0.35843936 / x0))),0.34657359027997264,x0*x1*0.25596446 + x1*(-0.06256938) - 1*(-0.3569735) - 0.52345216/x1 + 0.35843936/x0,PySRFunction(X=>x0*x1*0.25596446 + x1*(-0.06256938) - 1*(-0.3569735) - 0.52345216/x1 + 0.35843936/x0)
16,20,0.0,(0.03649952 - (0.0054800543 / square(x0))) + (((x0 * x1) * 0.26240826) + ((0.43695 / x0) + (x1 * -0.063085474))),inf,x0*x1*0.26240826 + x1*(-0.063085474) + 0.03649952 - 0.0054800543/(x0**2) + 0.43695/x0,PySRFunction(X=>x0*x1*0.26240826 + x1*(-0.063085474) + 0.03649952 - 0.0054800543/(x0**2) + 0.43695/x0)
