,complexity,loss,equation,score,sympy_format,lambda_format
0,1,14.298924,2.6652677,0.0,2.66526770000000,PySRFunction(X=>2.66526770000000)
1,3,13.724809,x0 + 2.13044,0.020489609296059214,x0 + 2.13044,PySRFunction(X=>x0 + 2.13044)
2,5,13.204437,5.860121 / (3.3362954 - x0),0.01932608080633955,5.860121/(3.3362954 - x0),PySRFunction(X=>5.860121/(3.3362954 - x0))
3,6,12.635441,-2.2969353 / tanh(x0 + -2.95918),0.04404726619663883,-2.2969353/tanh(x0 - 2.95918),PySRFunction(X=>-2.2969353/tanh(x0 - 2.95918))
4,7,12.451324,(0.056105655 / (x0 + -1.1414936)) + 2.6023092,0.01467868064017828,2.6023092 + 0.056105655/(x0 - 1.1414936),PySRFunction(X=>2.6023092 + 0.056105655/(x0 - 1.1414936))
5,8,12.415798,2.2303145 - (tanh(x0) / (x0 + -2.8906367)),0.002857268659354432,2.2303145 - tanh(x0)/(x0 - 2.8906367),PySRFunction(X=>2.2303145 - tanh(x0)/(x0 - 2.8906367))
6,9,11.297068,(-0.78602064 / ((x0 * x1) + -29.889717)) + 2.4993622,0.09442647095478479,2.4993622 - 0.78602064/(x0*x1 - 29.889717),PySRFunction(X=>2.4993622 - 0.78602064/(x0*x1 - 29.889717))
7,11,11.110905,(x0 + 1.976422) + (-0.8281232 / ((x0 * x1) + -29.895758)),0.008308082272007845,x0 + 1.976422 - 0.8281232/(x0*x1 - 29.895758),PySRFunction(X=>x0 + 1.976422 - 0.8281232/(x0*x1 - 29.895758))
8,12,10.795698,(0.056105655 / (x0 + -1.1414936)) + (-2.2264445 / tanh(x0 + -2.952062)),0.028779337038774357,-2.2264445/tanh(x0 - 2.952062) + 0.056105655/(x0 - 1.1414936),PySRFunction(X=>-2.2264445/tanh(x0 - 2.952062) + 0.056105655/(x0 - 1.1414936))
9,13,10.593855,2.3804162 + ((-0.48984686 / (x0 + -0.7467029)) / ((x0 * x1) + -29.889248)),0.018873605405014558,2.3804162 - 0.48984686/((x0 - 0.7467029)*(x0*x1 - 29.889248)),PySRFunction(X=>2.3804162 - 0.48984686/((x0 - 0.7467029)*(x0*x1 - 29.889248)))
10,14,9.7973385,(-2.1245682 / tanh(x0 + -2.9507504)) + (-0.80031085 / ((x0 * x1) + -29.891815)),0.07816334887712655,-2.1245682/tanh(x0 - 2.9507504) - 0.80031085/(x0*x1 - 29.891815),PySRFunction(X=>-2.1245682/tanh(x0 - 2.9507504) - 0.80031085/(x0*x1 - 29.891815))
11,15,9.588785,((-0.62593293 / (x0 + -2.8690639)) + 2.0428786) + (-0.8067767 / ((x0 * x1) + -29.891703)),0.02151658076338902,2.0428786 - 0.8067767/(x0*x1 - 29.891703) - 0.62593293/(x0 - 2.8690639),PySRFunction(X=>2.0428786 - 0.8067767/(x0*x1 - 29.891703) - 0.62593293/(x0 - 2.8690639))
12,17,9.399549,(((2.9174652 / x1) / (2.9017112 - x0)) + 2.058995) + (-0.78477335 / ((x0 * x1) + -29.889248)),0.009966238496988043,2.058995 - 0.78477335/(x0*x1 - 29.889248) + 2.9174652/(x1*(2.9017112 - x0)),PySRFunction(X=>2.058995 - 0.78477335/(x0*x1 - 29.889248) + 2.9174652/(x1*(2.9017112 - x0)))
13,18,8.883847,(-2.067512 / tanh(x0 + -2.9507504)) + ((-0.4918445 / (x0 + -0.7467016)) / ((x1 * x0) + -29.889248)),0.05642702548974183,-2.067512/tanh(x0 - 2.9507504) - 0.4918445/((x0 - 0.7467016)*(x0*x1 - 29.889248)),PySRFunction(X=>-2.067512/tanh(x0 - 2.9507504) - 0.4918445/((x0 - 0.7467016)*(x0*x1 - 29.889248)))
14,19,8.767976,(1.9041091 + (-0.6464647 / (-2.8690639 + x0))) + ((-0.4918445 / (x0 + -0.7467016)) / ((x0 * x1) + -29.889248)),0.013128690936160172,1.9041091 - 0.4918445/((x0 - 0.7467016)*(x0*x1 - 29.889248)) - 0.6464647/(x0 - 2.8690639),PySRFunction(X=>1.9041091 - 0.4918445/((x0 - 0.7467016)*(x0*x1 - 29.889248)) - 0.6464647/(x0 - 2.8690639))
15,20,8.317181,(((x0 * -0.38963473) / (x0 + -0.74861896)) / ((x0 * x1) + -29.889248)) + (-2.0514214 / tanh(x0 + -2.9507504)),0.052782617671085545,x0*(-0.38963473)/((x0 - 0.74861896)*(x0*x1 - 29.889248)) - 2.0514214/tanh(x0 - 2.9507504),PySRFunction(X=>x0*(-0.38963473)/((x0 - 0.74861896)*(x0*x1 - 29.889248)) - 2.0514214/tanh(x0 - 2.9507504))
