,complexity,loss,equation,score,sympy_format,lambda_format
0,1,53.546062,5.6486316,0.0,5.64863160000000,PySRFunction(X=>5.64863160000000)
1,3,4.1659765,x1 * 0.45995614,1.2767957767602462,x1*0.45995614,PySRFunction(X=>x1*0.45995614)
2,4,3.482701,square(x1) * 0.011364587,0.1791425597568586,x1**2*0.011364587,PySRFunction(X=>x1**2*0.011364587)
3,5,1.0731554,-80.352516 / (x1 + -46.155952),1.1772048614152013,-80.352516/(x1 - 46.155952),PySRFunction(X=>-80.352516/(x1 - 46.155952))
4,6,0.6457161,square(x1 + -13.233623) * 0.024061995,0.5079986262288735,(x1 - 13.233623)**2*0.024061995,PySRFunction(X=>(x1 - 13.233623)**2*0.024061995)
5,7,0.1865526,square(cube(-1.8191006 - (-7.1527514 / x1))),1.2416466966492556,(-1.8191006 - (-1)*7.1527514/x1)**6,PySRFunction(X=>(-1.8191006 - (-1)*7.1527514/x1)**6)
6,8,0.13331935,cube(x1 * 0.22049977) / (x1 + -2.3226976),0.33596585891216896,(0.0107207315770625*x1**3)/(x1 - 2.3226976),PySRFunction(X=>(0.0107207315770625*x1**3)/(x1 - 2.3226976))
7,9,0.0025709728,(160.79866 / ((x1 * x0) + -15.621973)) + 13.850713,3.9484630292533507,13.850713 + 160.79866/(x0*x1 - 15.621973),PySRFunction(X=>13.850713 + 160.79866/(x0*x1 - 15.621973))
8,11,0.0015432521,((x0 + 160.62312) / ((x0 * x1) + -15.697212)) + 13.801831,0.25519620281559585,(x0 + 160.62312)/(x0*x1 - 15.697212) + 13.801831,PySRFunction(X=>(x0 + 160.62312)/(x0*x1 - 15.697212) + 13.801831)
9,12,0.0014184341,(x0 * -2.0721369) + ((square(x1) * 0.012360702) - (-8.518608 / x1)),0.08433842639353302,x0*(-2.0721369) + x1**2*0.012360702 - (-1)*8.518608/x1,PySRFunction(X=>x0*(-2.0721369) + x1**2*0.012360702 - (-1)*8.518608/x1)
10,13,0.0001275832,((cube(x1) * 0.00065909384) + 3.7508605) - ((tanh(x0) + 0.032055467) * x1),2.408540094843612,x1**3*0.00065909384 - x1*(tanh(x0) + 0.032055467) + 3.7508605,PySRFunction(X=>x1**3*0.00065909384 - x1*(tanh(x0) + 0.032055467) + 3.7508605)
11,14,4.153075e-05,(21.224146 / (tanh(x0) + x1)) - (((x0 + x1) * -0.6108109) + 6.688718),1.12233458408667,-(6.688718 + (x0 + x1)*(-0.6108109)) + 21.224146/(x1 + tanh(x0)),PySRFunction(X=>-(6.688718 + (x0 + x1)*(-0.6108109)) + 21.224146/(x1 + tanh(x0)))
12,15,9.432007e-10,(((x0 + -5.9566364) * -10.700274) / (x1 + 2.9688747)) - ((x1 * -0.6853486) + 9.92257),10.692665583300904,-(9.92257 + x1*(-0.6853486)) + (x0 - 5.9566364)*(-10.700274)/(x1 + 2.9688747),PySRFunction(X=>-(9.92257 + x1*(-0.6853486)) + (x0 - 5.9566364)*(-10.700274)/(x1 + 2.9688747))
13,17,6.6080476e-14,((-8.792174 / x1) * (x0 + -2.3600564)) + ((x0 * 1.7038317) - ((x1 * -0.5859906) + 6.501775)),4.783080518891391,x0*1.7038317 - (6.501775 + x1*(-0.5859906)) - 8.792174*(x0 - 2.3600564)/x1,PySRFunction(X=>x0*1.7038317 - (6.501775 + x1*(-0.5859906)) - 8.792174*(x0 - 2.3600564)/x1)
14,19,1.4921397e-14,(((x0 + 0.00012493109) * 1.7038338) + ((x0 + -2.3600552) * (-8.79218 / x1))) - ((x1 * -0.5859906) + 6.5019884),0.7440385547382439,-(6.5019884 + x1*(-0.5859906)) + (x0 + 0.00012493109)*1.7038338 + (x0 - 2.3600552)*(-8.79218)/x1,PySRFunction(X=>-(6.5019884 + x1*(-0.5859906)) + (x0 + 0.00012493109)*1.7038338 + (x0 - 2.3600552)*(-8.79218)/x1)
