,complexity,loss,equation,score,sympy_format,lambda_format
0,1,21.794641,3.7139065,0.0,3.71390650000000,PySRFunction(X=>3.71390650000000)
1,4,21.499739,3.6740496 / tanh(x1),0.004541106120611333,3.6740496/tanh(x1),PySRFunction(X=>3.6740496/tanh(x1))
2,5,20.046955,201.79652 / (x1 + 37.022835),0.06996352363012542,201.79652/(x1 + 37.022835),PySRFunction(X=>201.79652/(x1 + 37.022835))
3,7,15.874058,(0.09145193 / (x0 - 0.33224857)) + 3.4342413,0.11669553372972422,3.4342413 + 0.09145193/(x0 - 1*0.33224857),PySRFunction(X=>3.4342413 + 0.09145193/(x0 - 1*0.33224857))
4,8,15.863015,(0.09218027 / tanh(x0 - 0.33220452)) + 3.4337585,0.0006959054129321331,3.4337585 + 0.09218027/tanh(x0 - 1*0.33220452),PySRFunction(X=>3.4337585 + 0.09218027/tanh(x0 - 1*0.33220452))
5,9,13.153501,0.2832192 / ((-0.21339059 - (x1 * 0.08376722)) + x0),0.18730234009177013,0.2832192/(x0 - 0.08376722*x1 - 0.21339059),PySRFunction(X=>0.2832192/(x0 - 0.08376722*x1 - 0.21339059))
6,10,10.398568,(0.12122798 / (square(x0) - (x1 * 0.080150746))) + 3.11579,0.23501985457159405,3.11579 + 0.12122798/(x0**2 - 0.080150746*x1),PySRFunction(X=>3.11579 + 0.12122798/(x0**2 - 0.080150746*x1))
7,11,5.5283775,(0.29869342 / ((x0 + -0.21041219) - (x1 * 0.08375794))) - -2.8435159,0.6317737315133659,-1*(-2.8435159) + 0.29869342/(x0 - 0.08375794*x1 - 0.21041219),PySRFunction(X=>-1*(-2.8435159) + 0.29869342/(x0 - 0.08375794*x1 - 0.21041219))
8,13,5.4538636,(tanh(tanh(x0)) / ((x0 + -0.21053745) - (x1 * 0.082312256))) + 2.557247,0.006785048951366791,2.557247 + tanh(tanh(x0))/(x0 - 0.082312256*x1 - 0.21053745),PySRFunction(X=>2.557247 + tanh(tanh(x0))/(x0 - 0.082312256*x1 - 0.21053745))
9,14,4.6707745,((tanh(x1) + -1.0673021) / ((x0 + -0.23998766) - (x1 * 0.08327651))) + 2.6631713,0.15499937118876017,(tanh(x1) - 1.0673021)/(x0 - 0.08327651*x1 - 0.23998766) + 2.6631713,PySRFunction(X=>(tanh(x1) - 1.0673021)/(x0 - 0.08327651*x1 - 0.23998766) + 2.6631713)
10,16,4.6418324,(0.123074695 / (square(x0) - (x1 * 0.080150746))) + ((-0.007734944 / (x0 + -1.7174064)) + 2.7538517),0.0031078508404897703,2.7538517 + 0.123074695/(x0**2 - 0.080150746*x1) - 0.007734944/(x0 - 1.7174064),PySRFunction(X=>2.7538517 + 0.123074695/(x0**2 - 0.080150746*x1) - 0.007734944/(x0 - 1.7174064))
11,17,4.6302586,((tanh(x1) + -1.0673021) / ((x0 + -0.23998766) - (x1 * 0.08327663))) + (2.6146598 / tanh(x1)),0.0024964824031750523,(tanh(x1) - 1.0673021)/(x0 - 0.08327663*x1 - 0.23998766) + 2.6146598/tanh(x1),PySRFunction(X=>(tanh(x1) - 1.0673021)/(x0 - 0.08327663*x1 - 0.23998766) + 2.6146598/tanh(x1))
12,18,4.3789277,((2.2346768 / x1) - -2.2225645) + ((tanh(x1) + -1.0654792) / ((x0 + -0.23994176) - (x1 * 0.08327651))),0.055808842606067284,(tanh(x1) - 1.0654792)/(x0 - 0.08327651*x1 - 0.23994176) - 1*(-2.2225645) + 2.2346768/x1,PySRFunction(X=>(tanh(x1) - 1.0654792)/(x0 - 0.08327651*x1 - 0.23994176) - 1*(-2.2225645) + 2.2346768/x1)
13,19,4.302215,((0.32515404 / (x0 - 0.5779782)) / ((x1 * x0) - 0.52614105)) + ((-0.008029952 / (-1.7174139 + x0)) + 2.4482043),0.017673870712357147,2.4482043 + 0.32515404/((x0 - 1*0.5779782)*(x0*x1 - 1*0.52614105)) - 0.008029952/(x0 - 1.7174139),PySRFunction(X=>2.4482043 + 0.32515404/((x0 - 1*0.5779782)*(x0*x1 - 1*0.52614105)) - 0.008029952/(x0 - 1.7174139))
14,20,4.1930943,((2.1969497 - (-2.8213239 / x1)) + (-0.007916015 / (x0 + -1.7174064))) + (0.11801922 / (square(x0) - (x1 * 0.080150746))),0.025691048551948054,2.1969497 + 0.11801922/(x0**2 - 0.080150746*x1) - 0.007916015/(x0 - 1.7174064) - (-1)*2.8213239/x1,PySRFunction(X=>2.1969497 + 0.11801922/(x0**2 - 0.080150746*x1) - 0.007916015/(x0 - 1.7174064) - (-1)*2.8213239/x1)
