,complexity,loss,equation,score,sympy_format,lambda_format
0,1,2.4719615,2.1527562,0.0,2.15275620000000,PySRFunction(X=>2.15275620000000)
1,3,2.3549333,2.5402367 - x0,0.024249780345420698,2.5402367 - x0,PySRFunction(X=>2.5402367 - x0)
2,4,2.0651622,2.1644833 / tanh(x1),0.13130363380584179,2.1644833/tanh(x1),PySRFunction(X=>2.1644833/tanh(x1))
3,5,1.3469745,(3.6551876 / x1) + 1.3859847,0.4273478042524712,1.3859847 + 3.6551876/x1,PySRFunction(X=>1.3859847 + 3.6551876/x1)
4,6,0.89207,square((x0 + -0.46985084) * 5.0979877),0.4120716404361833,25.9894785893513*(x0 - 0.46985084)**2,PySRFunction(X=>25.9894785893513*(x0 - 0.46985084)**2)
5,7,0.34175748,2.389396 - (0.15299146 / (x0 - 0.1460054)),0.9594432421282195,2.389396 - 0.15299146/(x0 - 1*0.1460054),PySRFunction(X=>2.389396 - 0.15299146/(x0 - 1*0.1460054))
6,8,0.32097128,cube(1.3416557 - (0.031236853 / (x0 - 0.17008217))),0.06274971398676848,(1.3416557 - 0.031236853/(x0 - 1*0.17008217))**3,PySRFunction(X=>(1.3416557 - 0.031236853/(x0 - 1*0.17008217))**3)
7,9,0.15285619,(x0 * 2.8880353) - (-0.54178226 / (x1 * x0)),0.7418541039859666,x0*2.8880353 - (-1)*0.54178226/(x0*x1),PySRFunction(X=>x0*2.8880353 - (-1)*0.54178226/(x0*x1))
8,10,0.0442447,(-0.53078336 / (x0 + -1.0059077)) / tanh(x1 * x0),1.23976195446719,-0.53078336/((x0 - 1.0059077)*tanh(x0*x1)),PySRFunction(X=>-0.53078336/((x0 - 1.0059077)*tanh(x0*x1)))
9,11,0.004258101,(-0.5192673 / (x0 + -1.0037595)) + (0.5044806 / (x1 * x0)),2.3409123040228232,-0.5192673/(x0 - 1.0037595) + 0.5044806/((x0*x1)),PySRFunction(X=>-0.5192673/(x0 - 1.0037595) + 0.5044806/((x0*x1)))
10,12,0.0033744555,(-0.4619735 / tanh(x0 + -0.9869143)) + ((0.49489582 / x1) / x0),0.23258930827079857,-0.4619735/tanh(x0 - 0.9869143) + 0.49489582/(x0*x1),PySRFunction(X=>-0.4619735/tanh(x0 - 0.9869143) + 0.49489582/(x0*x1))
11,13,0.0012475224,(-0.49367994 / (x0 + -0.9958029)) + (0.60417086 / ((x1 * x0) - -0.021466045)),0.9950744735813828,0.60417086/(x0*x1 - 1*(-0.021466045)) - 0.49367994/(x0 - 0.9958029),PySRFunction(X=>0.60417086/(x0*x1 - 1*(-0.021466045)) - 0.49367994/(x0 - 0.9958029))
12,15,0.0007172477,(-0.47510576 / (x0 + -0.9901869)) + ((0.76580614 / (x1 + 0.3990133)) / (x0 + 0.009283554)),0.27674676760609324,0.76580614/((x0 + 0.009283554)*(x1 + 0.3990133)) - 0.47510576/(x0 - 0.9901869),PySRFunction(X=>0.76580614/((x0 + 0.009283554)*(x1 + 0.3990133)) - 0.47510576/(x0 - 0.9901869))
13,17,0.0007071587,(((-0.005042395 / x0) + 0.76228684) / ((x1 + 0.42096713) * x0)) + (-0.47510576 / (x0 + -0.9901869)),0.007083068933622743,-0.47510576/(x0 - 0.9901869) + (0.76228684 - 0.005042395/x0)/((x0*(x1 + 0.42096713))),PySRFunction(X=>-0.47510576/(x0 - 0.9901869) + (0.76228684 - 0.005042395/x0)/((x0*(x1 + 0.42096713))))
14,19,0.000707053,(((-0.005040575 / x0) + 0.76239365) / ((x1 + 0.42096722) * x0)) + ((-0.47662008 / (x0 + -0.9905368)) + -0.0024499176),7.474128533707167e-05,-0.0024499176 - 0.47662008/(x0 - 0.9905368) + (0.76239365 - 0.005040575/x0)/((x0*(x1 + 0.42096722))),PySRFunction(X=>-0.0024499176 - 0.47662008/(x0 - 0.9905368) + (0.76239365 - 0.005040575/x0)/((x0*(x1 + 0.42096722))))
15,20,0.0007009562,(((-0.005101029 / x0) + 0.76104397) / (x0 * (x1 + 0.38218558))) + (tanh(x1) * (-0.47510576 / (x0 + -0.9901869))),0.008660224812018514,tanh(x1)*(-0.47510576)/(x0 - 0.9901869) + (0.76104397 - 0.005101029/x0)/((x0*(x1 + 0.38218558))),PySRFunction(X=>tanh(x1)*(-0.47510576)/(x0 - 0.9901869) + (0.76104397 - 0.005101029/x0)/((x0*(x1 + 0.38218558))))
