,complexity,loss,equation,score,sympy_format,lambda_format
0,1,4.408354,2.6799629,0.0,2.67996290000000,PySRFunction(X=>2.67996290000000)
1,3,4.2430735,x0 + 2.139351,0.019106744218389978,x0 + 2.139351,PySRFunction(X=>x0 + 2.139351)
2,4,4.0681376,cube(x0) - -2.4021964,0.04210258612954177,x0**3 - 1*(-2.4021964),PySRFunction(X=>x0**3 - 1*(-2.4021964))
3,5,3.7422636,square(cube(x0) + 1.3345076),0.08349463360577569,(x0**3 + 1.3345076)**2,PySRFunction(X=>(x0**3 + 1.3345076)**2)
4,6,2.8092828,square(1.8322052 - (0.11052216 / x0)),0.2867614495320314,(1.8322052 - 0.11052216/x0)**2,PySRFunction(X=>(1.8322052 - 0.11052216/x0)**2)
5,7,2.6005325,square(cube(x0 + 0.36269274) / x0),0.07721298770236089,(x0 + 0.36269274)**6/x0**2,PySRFunction(X=>(x0 + 0.36269274)**6/x0**2)
6,8,2.417128,square((0.09329532 / x0) - (x0 + 1.1460897)),0.07313617321774218,(-(x0 + 1.1460897) + 0.09329532/x0)**2,PySRFunction(X=>(-(x0 + 1.1460897) + 0.09329532/x0)**2)
7,9,1.4116269,(x0 * 3.9514155) - (-0.50276864 / (x1 * x0)),0.5378371895044503,x0*3.9514155 - (-1)*0.50276864/(x0*x1),PySRFunction(X=>x0*3.9514155 - (-1)*0.50276864/(x0*x1))
8,10,1.2512596,cube(x0 + 0.68147767) - (-0.49378806 / (x1 * x0)),0.12059214508178587,(x0 + 0.68147767)**3 - (-1)*0.49378806/(x0*x1),PySRFunction(X=>(x0 + 0.68147767)**3 - (-1)*0.49378806/(x0*x1))
9,11,1.0692029,(0.76939857 / (1.0620632 - x0)) - (-0.47386843 / (x1 * x0)),0.15723730635831693,0.76939857/(1.0620632 - x0) - (-1)*0.47386843/(x0*x1),PySRFunction(X=>0.76939857/(1.0620632 - x0) - (-1)*0.47386843/(x0*x1))
10,12,1.0332901,(0.54744416 / (1.025676 - x0)) - (-0.48965523 / tanh(x1 * x0)),0.034165434349166204,-(-1)*0.48965523/tanh(x0*x1) + 0.54744416/(1.025676 - x0),PySRFunction(X=>-(-1)*0.48965523/tanh(x0*x1) + 0.54744416/(1.025676 - x0))
11,13,0.9922434,(((0.5326651 - x0) / (x0 * x1)) + 0.8777347) / (1.0686066 - x0),0.04053482212864296,(0.8777347 + (0.5326651 - x0)/((x0*x1)))/(1.0686066 - x0),PySRFunction(X=>(0.8777347 + (0.5326651 - x0)/((x0*x1)))/(1.0686066 - x0))
12,14,0.94958764,(0.47957838 / ((x1 - x0) * x0)) - (-0.49190226 / (tanh(x1) - x0)),0.04394061288753477,-(-1)*0.49190226/(-x0 + tanh(x1)) + 0.47957838/((x0*(-x0 + x1))),PySRFunction(X=>-(-1)*0.49190226/(-x0 + tanh(x1)) + 0.47957838/((x0*(-x0 + x1))))
13,15,0.83053666,((x0 + 0.46991718) / tanh(x0 * x1)) - (-0.3240693 / (tanh(x1) - x0)),0.13395575704181056,(x0 + 0.46991718)/tanh(x0*x1) - (-1)*0.3240693/(-x0 + tanh(x1)),PySRFunction(X=>(x0 + 0.46991718)/tanh(x0*x1) - (-1)*0.3240693/(-x0 + tanh(x1)))
14,16,0.8101107,(0.2697861 / (tanh(x1) - x0)) - ((-0.4948655 / (x0 * x1)) - (x0 * 2.117988)),0.024901165167086074,-(-2.117988*x0 - 0.4948655*1/(x0*x1)) + 0.2697861/(-x0 + tanh(x1)),PySRFunction(X=>-(-2.117988*x0 - 0.4948655*1/(x0*x1)) + 0.2697861/(-x0 + tanh(x1)))
15,17,0.7256946,((-0.55303895 / (x0 + -1.1188308)) / tanh(x1 * x0)) - (-0.25134277 / (tanh(x1) - x0)),0.11004163983006686,-0.55303895/((x0 - 1.1188308)*tanh(x0*x1)) - (-1)*0.25134277/(-x0 + tanh(x1)),PySRFunction(X=>-0.55303895/((x0 - 1.1188308)*tanh(x0*x1)) - (-1)*0.25134277/(-x0 + tanh(x1)))
16,19,0.70024073,(((x0 + 0.31394726) * 1.4677176) / tanh(x0 * x1)) - (-0.19221963 / (tanh(x1) - (x0 * 1.0386128))),0.017852544620846286,(x0 + 0.31394726)*1.4677176/tanh(x0*x1) - (-1)*0.19221963/(-1.0386128*x0 + tanh(x1)),PySRFunction(X=>(x0 + 0.31394726)*1.4677176/tanh(x0*x1) - (-1)*0.19221963/(-1.0386128*x0 + tanh(x1)))
17,20,0.6959127,(((0.47639662 + x0) + cube(x0)) / tanh(x0 * x1)) - (-0.19078948 / (tanh(x1) - (1.0339518 * x0))),0.006199954490546637,(x0**3 + x0 + 0.47639662)/tanh(x0*x1) - (-1)*0.19078948/(-1.0339518*x0 + tanh(x1)),PySRFunction(X=>(x0**3 + x0 + 0.47639662)/tanh(x0*x1) - (-1)*0.19078948/(-1.0339518*x0 + tanh(x1)))
