,complexity,loss,equation,score,sympy_format,lambda_format
0,1,12.86562,2.5692463,0.0,2.56924630000000,PySRFunction(X=>2.56924630000000)
1,4,12.666834,tanh(x0) + 2.3030112,0.005190518615407991,tanh(x0) + 2.3030112,PySRFunction(X=>tanh(x0) + 2.3030112)
2,5,12.641868,tanh(tanh(x0)) + 2.3533607,0.001972918887594904,tanh(tanh(x0)) + 2.3533607,PySRFunction(X=>tanh(tanh(x0)) + 2.3533607)
3,6,12.640066,-8.0457325 / (tanh(x0) + -3.5104003),0.0001425523856721887,-8.0457325/(tanh(x0) - 3.5104003),PySRFunction(X=>-8.0457325/(tanh(x0) - 3.5104003))
4,7,11.249772,(-0.009682141 / (x0 - 1.1614817)) + 2.4547126,0.11652374844567569,2.4547126 - 0.009682141/(x0 - 1*1.1614817),PySRFunction(X=>2.4547126 - 0.009682141/(x0 - 1*1.1614817))
5,9,10.310505,((x1 * -0.006445453) / (x0 - 1.7231321)) - -2.341064,0.04359229168889514,x1*(-0.006445453)/(x0 - 1*1.7231321) - 1*(-2.341064),PySRFunction(X=>x1*(-0.006445453)/(x0 - 1*1.7231321) - 1*(-2.341064))
6,10,9.95703,((square(x1) * -8.722438e-5) / (x0 - 1.7185093)) - -2.335325,0.034884444043482656,x1**2*(-8.722438e-5)/(x0 - 1*1.7185093) - 1*(-2.335325),PySRFunction(X=>x1**2*(-8.722438e-5)/(x0 - 1*1.7185093) - 1*(-2.335325))
7,11,9.683842,(0.010910472 / ((1.1620687 - x0) * (x0 + -0.5863942))) - -2.36942,0.027820110986483786,-1*(-2.36942) + 0.010910472/(((1.1620687 - x0)*(x0 - 0.5863942))),PySRFunction(X=>-1*(-2.36942) + 0.010910472/(((1.1620687 - x0)*(x0 - 0.5863942))))
8,13,9.643973,(-0.009682141 / (x0 - 1.1614808)) - (-2.3852475 - (0.025949595 / (x0 + -0.5860018))),0.002062781361907941,-(-2.3852475 - 0.025949595/(x0 - 0.5860018)) - 0.009682141/(x0 - 1*1.1614808),PySRFunction(X=>-(-2.3852475 - 0.025949595/(x0 - 0.5860018)) - 0.009682141/(x0 - 1*1.1614808))
9,14,9.573265,(0.010910472 / ((x0 + -0.5863942) * (1.1620687 - x0))) - (-2.3198185 / tanh(x1)),0.007358843043387631,-(-1)*2.3198185/tanh(x1) + 0.010910472/(((1.1620687 - x0)*(x0 - 0.5863942))),PySRFunction(X=>-(-1)*2.3198185/tanh(x1) + 0.010910472/(((1.1620687 - x0)*(x0 - 0.5863942))))
10,15,8.685239,(x1 * (-0.0064805048 / (x0 - 1.7231356))) - (-2.2735724 - (0.025943773 / (x0 + -0.5860018))),0.09734939957857487,x1*(-0.0064805048)/(x0 - 1*1.7231356) - (-2.2735724 - 0.025943773/(x0 - 0.5860018)),PySRFunction(X=>x1*(-0.0064805048)/(x0 - 1*1.7231356) - (-2.2735724 - 0.025943773/(x0 - 0.5860018)))
11,16,8.327728,((square(x1) / (x0 - 1.7185138)) * -8.774625e-5) - (-2.2687287 - (0.025949595 / (x0 + -0.5860018))),0.04203424814854461,x1**2*(-8.774625e-5)/(x0 - 1*1.7185138) - (-2.2687287 - 0.025949595/(x0 - 0.5860018)),PySRFunction(X=>x1**2*(-8.774625e-5)/(x0 - 1*1.7185138) - (-2.2687287 - 0.025949595/(x0 - 0.5860018)))
12,17,8.108006,(0.010910472 / ((x0 + -0.5863942) * (1.1620687 - x0))) - ((-0.01975329 / (0.75251836 - x0)) - 2.2936604),0.02673870127696449,-(-1*2.2936604 - 0.01975329/(0.75251836 - x0)) + 0.010910472/(((1.1620687 - x0)*(x0 - 0.5863942))),PySRFunction(X=>-(-1*2.2936604 - 0.01975329/(0.75251836 - x0)) + 0.010910472/(((1.1620687 - x0)*(x0 - 0.5863942))))
13,19,7.177451,(0.010833445 / ((1.1620687 - x0) * (x0 + -0.5863942))) - (-2.1429198 - ((x1 * -0.0064040013) / (x0 - 1.7231321))),0.060953831249576734,-(-(-0.0064040013)*x1/(x0 - 1*1.7231321) - 2.1429198) + 0.010833445/(((1.1620687 - x0)*(x0 - 0.5863942))),PySRFunction(X=>-(-(-0.0064040013)*x1/(x0 - 1*1.7231321) - 2.1429198) + 0.010833445/(((1.1620687 - x0)*(x0 - 0.5863942))))
