,complexity,loss,equation,score,sympy_format,lambda_format
0,1,6.8663073,2.2851975,0.0,2.28519750000000,PySRFunction(X=>2.28519750000000)
1,4,6.721396,2.2493207 / tanh(x1),0.007110193250240632,2.2493207/tanh(x1),PySRFunction(X=>2.2493207/tanh(x1))
2,5,6.317389,(2.785785 / x1) + 1.648533,0.06198988117126526,1.648533 + 2.785785/x1,PySRFunction(X=>1.648533 + 2.785785/x1)
3,6,6.2606244,2.8067608 - tanh(x1 - 2.9896848),0.009026065337650803,2.8067608 - tanh(x1 - 1*2.9896848),PySRFunction(X=>2.8067608 - tanh(x1 - 1*2.9896848))
4,7,5.2192717,(0.001326292 / (x0 - 0.33757675)) + 2.1965055,0.18192205345902998,2.1965055 + 0.001326292/(x0 - 1*0.33757675),PySRFunction(X=>2.1965055 + 0.001326292/(x0 - 1*0.33757675))
5,8,5.2191253,(0.001326292 / tanh(x0 - 0.33757675)) + 2.196895,2.805028396791301e-05,2.196895 + 0.001326292/tanh(x0 - 1*0.33757675),PySRFunction(X=>2.196895 + 0.001326292/tanh(x0 - 1*0.33757675))
6,9,5.209786,(0.2484637 / (x1 - (0.44565615 / x0))) + 2.131522,0.0017910407381777633,2.131522 + 0.2484637/(x1 - 0.44565615/x0),PySRFunction(X=>2.131522 + 0.2484637/(x1 - 0.44565615/x0))
7,10,5.108852,(2.1557443 - (0.005642837 / (x0 + -2.406594))) / tanh(x1),0.019564058623552122,(2.1557443 - 0.005642837/(x0 - 2.406594))/tanh(x1),PySRFunction(X=>(2.1557443 - 0.005642837/(x0 - 2.406594))/tanh(x1))
8,11,3.5746374,2.1048753 - ((-0.003536743 / (x0 + -2.4063563)) / (0.33755603 - x0)),0.3571109770135608,2.1048753 - (-1)*0.003536743/((0.33755603 - x0)*(x0 - 2.4063563)),PySRFunction(X=>2.1048753 - (-1)*0.003536743/((0.33755603 - x0)*(x0 - 2.4063563)))
9,13,3.5746331,2.1048753 - ((-0.003536743 / (x0 + -2.4063563)) / ((0.33755603 - x0) * 0.9985827)),6.01459967152205e-07,2.1048753 - (-1)*0.003536743/(((0.33755603 - x0)*0.9985827)*(x0 - 2.4063563)),PySRFunction(X=>2.1048753 - (-1)*0.003536743/(((0.33755603 - x0)*0.9985827)*(x0 - 2.4063563)))
10,14,3.4965072,(2.0633116 / tanh(x1)) - ((-0.003530576 / (-2.4063563 + x0)) / (0.33755484 - x0)),0.022098014146863805,2.0633116/tanh(x1) - (-1)*0.003530576/((0.33755484 - x0)*(x0 - 2.4063563)),PySRFunction(X=>2.0633116/tanh(x1) - (-1)*0.003530576/((0.33755484 - x0)*(x0 - 2.4063563)))
11,15,3.3664138,((1.7422595 / x1) + 1.7143219) - ((-0.0034895665 / (x0 + -2.406358)) / (0.33755252 - x0)),0.03791650391432596,1.7143219 - (-1)*0.0034895665/((0.33755252 - x0)*(x0 - 2.406358)) + 1.7422595/x1,PySRFunction(X=>1.7143219 - (-1)*0.0034895665/((0.33755252 - x0)*(x0 - 2.406358)) + 1.7422595/x1)
12,17,3.10901,((0.02663308 / (-0.7217919 - x0)) + 2.0778327) - ((-0.0035481546 / (x0 + -2.4063563)) / (0.33755603 - x0)),0.03977183795381788,2.0778327 + 0.02663308/(-x0 - 0.7217919) - (-1)*0.0035481546/((0.33755603 - x0)*(x0 - 2.4063563)),PySRFunction(X=>2.0778327 + 0.02663308/(-x0 - 0.7217919) - (-1)*0.0035481546/((0.33755603 - x0)*(x0 - 2.4063563)))
13,20,3.0353403,((2.0362248 / tanh(x1)) + (0.026468096 / (-0.7217919 - x0))) - ((-0.0035341561 / (-2.4063563 + x0)) / (0.33755484 - x0)),0.007993601369310134,2.0362248/tanh(x1) + 0.026468096/(-x0 - 0.7217919) - (-1)*0.0035341561/((0.33755484 - x0)*(x0 - 2.4063563)),PySRFunction(X=>2.0362248/tanh(x1) + 0.026468096/(-x0 - 0.7217919) - (-1)*0.0035341561/((0.33755484 - x0)*(x0 - 2.4063563)))
