,complexity,loss,equation,score,sympy_format,lambda_format
0,1,20.377525,2.5314267,0.0,2.53142670000000,PySRFunction(X=>2.53142670000000)
1,3,19.64023,8.300044 / x1,0.0184262820885043,8.300044/x1,PySRFunction(X=>8.300044/x1)
2,4,18.35171,cube(2.556125 / x1),0.06785725548230076,16.7011456618145/x1**3,PySRFunction(X=>16.7011456618145/x1**3)
3,5,14.64255,x1 / (x1 - 0.9511937),0.22579108447634322,x1/(x1 - 1*0.9511937),PySRFunction(X=>x1/(x1 - 1*0.9511937))
4,6,13.893843,-0.5214016 / (0.73610675 - tanh(x1)),0.05248588132821503,-0.5214016/(0.73610675 - tanh(x1)),PySRFunction(X=>-0.5214016/(0.73610675 - tanh(x1)))
5,7,13.765194,-0.5697359 / (0.73381627 - tanh(square(x1))),0.009302560153985924,-0.5697359/(0.73381627 - tanh(x1**2)),PySRFunction(X=>-0.5697359/(0.73381627 - tanh(x1**2)))
6,8,13.564497,(-0.4137404 / (0.7418124 - tanh(x1))) + x0,0.014687367510260813,x0 - 0.4137404/(0.7418124 - tanh(x1)),PySRFunction(X=>x0 - 0.4137404/(0.7418124 - tanh(x1)))
7,9,9.761236,0.2679729 / ((-0.44479474 - x0) * (x0 + -1.1692425)),0.329036832949762,0.2679729/(((-x0 - 0.44479474)*(x0 - 1.1692425))),PySRFunction(X=>0.2679729/(((-x0 - 0.44479474)*(x0 - 1.1692425))))
8,10,8.631989,(0.2188588 / (x0 + -1.1675359)) / (-0.08992664 - cube(x0)),0.12294407812423853,0.2188588/((x0 - 1.1675359)*(-x0**3 - 0.08992664)),PySRFunction(X=>0.2188588/((x0 - 1.1675359)*(-x0**3 - 0.08992664)))
9,11,7.2686243,((0.13468143 / (-0.44114625 - x0)) / (x0 + -1.1655325)) + 1.6621411,0.17190790969885458,1.6621411 + 0.13468143/((-x0 - 0.44114625)*(x0 - 1.1655325)),PySRFunction(X=>1.6621411 + 0.13468143/((-x0 - 0.44114625)*(x0 - 1.1655325)))
10,12,7.1995807,(-0.41907054 / (0.7411722 - tanh(x1))) - (-0.027682353 / (-0.5859575 + x0)),0.009544255712975203,-(-1)*0.027682353/(x0 - 0.5859575) - 0.41907054/(0.7411722 - tanh(x1)),PySRFunction(X=>-(-1)*0.027682353/(x0 - 0.5859575) - 0.41907054/(0.7411722 - tanh(x1)))
11,13,7.179598,((0.4084311 / (x0 + -1.1611872)) / (-0.45015952 - (x0 * x1))) - -1.591918,0.0027793955803508304,-1*(-1.591918) + 0.4084311/((x0 - 1.1611872)*(-x0*x1 - 0.45015952)),PySRFunction(X=>-1*(-1.591918) + 0.4084311/((x0 - 1.1611872)*(-x0*x1 - 0.45015952)))
12,14,7.171198,(-0.42012268 / (0.74113667 - tanh(x1))) - (-0.027605843 / ((x0 + -1.1734382) + x0)),0.0011706669036787038,-(-1)*0.027605843/(x0 + x0 - 1.1734382) - 0.42012268/(0.74113667 - tanh(x1)),PySRFunction(X=>-(-1)*0.027605843/(x0 + x0 - 1.1734382) - 0.42012268/(0.74113667 - tanh(x1)))
13,15,1.9312505,(0.20553622 / ((x0 + -1.167372) * (-0.44290134 - x0))) - (-0.029676074 / (x0 + -0.58595765)),1.3119050051675194,-(-1)*0.029676074/(x0 - 0.58595765) + 0.20553622/(((-x0 - 0.44290134)*(x0 - 1.167372))),PySRFunction(X=>-(-1)*0.029676074/(x0 - 0.58595765) + 0.20553622/(((-x0 - 0.44290134)*(x0 - 1.167372))))
14,16,1.4381981,((0.20662963 / (x0 + -1.167215)) / (-0.08965506 - cube(x0))) - (-0.028378211 / (x0 + -0.5859575)),0.2947767099739917,-(-1)*0.028378211/(x0 - 0.5859575) + 0.20662963/((x0 - 1.167215)*(-x0**3 - 0.08965506)),PySRFunction(X=>-(-1)*0.028378211/(x0 - 0.5859575) + 0.20662963/((x0 - 1.167215)*(-x0**3 - 0.08965506)))
15,17,0.5422061,(0.13742009 / ((-0.44114625 - x0) * (x0 + -1.1655325))) + ((0.035309155 / (x0 + -0.5855457)) - -1.2404821),0.975500102109343,-1*(-1.2404821) + 0.035309155/(x0 - 0.5855457) + 0.13742009/(((-x0 - 0.44114625)*(x0 - 1.1655325))),PySRFunction(X=>-1*(-1.2404821) + 0.035309155/(x0 - 0.5855457) + 0.13742009/(((-x0 - 0.44114625)*(x0 - 1.1655325))))
16,18,0.5421942,(0.13742009 / ((-0.44114625 - x0) * (x0 + -1.1655325))) + ((tanh(0.035309155) / (x0 + -0.5855457)) - -1.2404821),2.1947614733300642e-05,-1*(-1.2404821) + tanh(0.035309155)/(x0 - 0.5855457) + 0.13742009/(((-x0 - 0.44114625)*(x0 - 1.1655325))),PySRFunction(X=>-1*(-1.2404821) + tanh(0.035309155)/(x0 - 0.5855457) + 0.13742009/(((-x0 - 0.44114625)*(x0 - 1.1655325))))
17,19,0.44172356,((0.03526521 / (x0 + -0.5855457)) + 1.1710151) + ((0.41443804 / (x0 + -1.1611872)) / (-0.45004222 - (x0 * x1))),0.20493998329702967,1.1710151 + 0.03526521/(x0 - 0.5855457) + 0.41443804/((x0 - 1.1611872)*(-x0*x1 - 0.45004222)),PySRFunction(X=>1.1710151 + 0.03526521/(x0 - 0.5855457) + 0.41443804/((x0 - 1.1611872)*(-x0*x1 - 0.45004222)))
