,complexity,loss,equation,score,sympy_format,lambda_format
0,1,30.41068,4.0518317,0.0,4.05183170000000,PySRFunction(X=>4.05183170000000)
1,3,23.964476,x0 / 0.13406605,0.11911064767613638,x0/0.13406605,PySRFunction(X=>x0/0.13406605)
2,4,14.318982,cube(x0 * 2.3341339),0.5149864975323799,12.7167841127879*x0**3,PySRFunction(X=>12.7167841127879*x0**3)
3,5,2.208918,0.59511435 / (1.0118816 - x0),1.8690832667402424,0.59511435/(1.0118816 - x0),PySRFunction(X=>0.59511435/(1.0118816 - x0))
4,6,1.642713,1.4317794 / (1.0188217 - cube(x0)),0.2961536595456584,1.4317794/(1.0188217 - x0**3),PySRFunction(X=>1.4317794/(1.0188217 - x0**3))
5,7,1.4581512,-0.19652432 / (x0 * (x0 - 0.9920742)),0.11917981142084086,-0.19652432*1/(x0*(x0 - 1*0.9920742)),PySRFunction(X=>-0.19652432*1/(x0*(x0 - 1*0.9920742)))
6,8,0.44962445,0.1538617 / (square(x0 - 1.070809) * x0),1.1765119321220001,0.1538617/((x0*(x0 - 1*1.070809)**2)),PySRFunction(X=>0.1538617/((x0*(x0 - 1*1.070809)**2)))
7,9,0.039249174,0.5415246 / (((-0.031675998 / x0) - x0) + 1.041525),2.43848227935246,0.5415246/(-x0 + 1.041525 - 0.031675998/x0),PySRFunction(X=>0.5415246/(-x0 + 1.041525 - 0.031675998/x0))
8,10,0.03841431,(0.00020120633 / cube(x0)) + (0.5418805 / (1.0091821 - x0)),0.021500352996403155,0.5418805/(1.0091821 - x0) + 0.00020120633/(x0**3),PySRFunction(X=>0.5418805/(1.0091821 - x0) + 0.00020120633/(x0**3))
9,11,0.004372041,((0.6994167 / x0) / x1) + (0.49174118 / (1.0066729 - x0)),2.173200098295163,0.49174118/(1.0066729 - x0) + 0.6994167/(x0*x1),PySRFunction(X=>0.49174118/(1.0066729 - x0) + 0.6994167/(x0*x1))
10,12,0.0036203947,(tanh(0.7069083 / x1) / x0) + (0.49174118 / (1.0066729 - x0)),0.18864689508625454,0.49174118/(1.0066729 - x0) + tanh(0.7069083/x1)/x0,PySRFunction(X=>0.49174118/(1.0066729 - x0) + tanh(0.7069083/x1)/x0)
11,13,0.0023452165,(0.50024706 / (1.007099 - x0)) + (0.70676047 / (x0 * (x1 + x0))),0.4342053313127167,0.50024706/(1.007099 - x0) + 0.70676047/((x0*(x0 + x1))),PySRFunction(X=>0.50024706/(1.007099 - x0) + 0.70676047/((x0*(x0 + x1))))
12,14,0.002164775,(0.4938839 / (1.0067801 - x0)) + ((0.4058596 / x0) * tanh(1.8366138 / x1)),0.08006129177368804,0.4938839/(1.0067801 - x0) + 0.4058596*tanh(1.8366138/x1)/x0,PySRFunction(X=>0.4938839/(1.0067801 - x0) + 0.4058596*tanh(1.8366138/x1)/x0)
13,15,0.0020375222,(0.7017188 / (x0 * x1)) + ((0.49664548 / (1.006922 - x0)) * cube(tanh(x1))),0.06058196817771999,0.49664548*tanh(x1)**3/(1.006922 - x0) + 0.7017188/((x0*x1)),PySRFunction(X=>0.49664548*tanh(x1)**3/(1.006922 - x0) + 0.7017188/((x0*x1)))
14,16,0.0017948272,square(tanh(x1)) * (((0.7029174 / x1) / tanh(x0)) + (0.4874893 / (1.0064644 - x0))),0.12682571188227743,(0.4874893/(1.0064644 - x0) + 0.7029174/(x1*tanh(x0)))*tanh(x1)**2,PySRFunction(X=>(0.4874893/(1.0064644 - x0) + 0.7029174/(x1*tanh(x0)))*tanh(x1)**2)
15,17,0.0017655028,((0.48751256 / (1.0064644 - x0)) * tanh(x1 - 0.66732925)) + ((0.702756 / x1) / tanh(x0)),0.016473227558732748,0.48751256*tanh(x1 - 1*0.66732925)/(1.0064644 - x0) + 0.702756/(x1*tanh(x0)),PySRFunction(X=>0.48751256*tanh(x1 - 1*0.66732925)/(1.0064644 - x0) + 0.702756/(x1*tanh(x0)))
16,18,0.0016592804,((0.7030879 / x1) / tanh(tanh(x0))) + ((0.49092337 / (1.006636 - x0)) * tanh(x1 * 0.54241323)),0.06205150793116202,0.49092337*tanh(x1*0.54241323)/(1.006636 - x0) + 0.7030879/(x1*tanh(tanh(x0))),PySRFunction(X=>0.49092337*tanh(x1*0.54241323)/(1.006636 - x0) + 0.7030879/(x1*tanh(tanh(x0))))
17,19,0.0015868086,((0.50254357 / (1.0072153 - x0)) + ((0.7000921 / x1) / tanh(x0))) * tanh((x1 * 0.43499058) / x0),0.044659185050891614,(0.50254357/(1.0072153 - x0) + 0.7000921/(x1*tanh(x0)))*tanh(x1*0.43499058/x0),PySRFunction(X=>(0.50254357/(1.0072153 - x0) + 0.7000921/(x1*tanh(x0)))*tanh(x1*0.43499058/x0))
18,20,0.0014843278,((0.4938839 / (1.0067784 - x0)) * tanh(x1 * 0.52090365)) + ((-0.003557564 - (-0.7181256 / x1)) / tanh(tanh(x0))),0.06676281951541237,(-0.003557564 - (-1)*0.7181256/x1)/tanh(tanh(x0)) + 0.4938839*tanh(x1*0.52090365)/(1.0067784 - x0),PySRFunction(X=>(-0.003557564 - (-1)*0.7181256/x1)/tanh(tanh(x0)) + 0.4938839*tanh(x1*0.52090365)/(1.0067784 - x0))
