,complexity,loss,equation,score,sympy_format,lambda_format
0,1,1.78733,1.9362301,0.0,1.93623010000000,PySRFunction(X=>1.93623010000000)
1,3,1.102533,x0 * 3.7015972,0.24155631315223153,x0*3.7015972,PySRFunction(X=>x0*3.7015972)
2,4,0.8819879,cube(x0 + 0.6665586),0.22318720175401188,(x0 + 0.6665586)**3,PySRFunction(X=>(x0 + 0.6665586)**3)
3,5,0.42384654,-0.6955601 / (x0 - 1.0406725),0.732806881336037,-0.6955601/(x0 - 1*1.0406725),PySRFunction(X=>-0.6955601/(x0 - 1*1.0406725))
4,6,0.34045318,-1.2256007 / (cube(x0) - 0.9873643),0.2190938432917901,-1.2256007/(x0**3 - 1*0.9873643),PySRFunction(X=>-1.2256007/(x0**3 - 1*0.9873643))
5,7,0.27018705,-1.2352157 / (cube(x0) - tanh(x1)),0.2311631155475977,-1.2352157/(x0**3 - tanh(x1)),PySRFunction(X=>-1.2352157/(x0**3 - tanh(x1)))
6,9,0.18014957,(-0.50528723 / (x0 - 1.0077064)) - (-1.604058 / x1),0.20266352331247653,-0.50528723/(x0 - 1*1.0077064) - (-1)*1.604058/x1,PySRFunction(X=>-0.50528723/(x0 - 1*1.0077064) - (-1)*1.604058/x1)
7,10,0.10779401,(-0.5398832 / tanh(x1 * x0)) / (x0 - 1.0114571),0.5135653592230996,-0.5398832/((x0 - 1*1.0114571)*tanh(x0*x1)),PySRFunction(X=>-0.5398832/((x0 - 1*1.0114571)*tanh(x0*x1)))
8,11,0.08182118,(-0.5301549 / (x0 - 1.009999)) + (0.499156 / (x1 * x0)),0.2756859567693549,-0.5301549/(x0 - 1*1.009999) + 0.499156/((x0*x1)),PySRFunction(X=>-0.5301549/(x0 - 1*1.009999) + 0.499156/((x0*x1)))
9,12,0.08110019,(tanh(0.53617907 / x1) / x0) + (-0.52687436 / (x0 - 1.009475)),0.008850830393687288,-0.52687436/(x0 - 1*1.009475) + tanh(0.53617907/x1)/x0,PySRFunction(X=>-0.52687436/(x0 - 1*1.009475) + tanh(0.53617907/x1)/x0)
10,13,0.079532474,(-0.7809566 / (x0 - 1.0338131)) + ((0.47773856 / (x1 * x0)) - x0),0.019519887662019644,-x0 - 0.7809566/(x0 - 1*1.0338131) + 0.47773856/((x0*x1)),PySRFunction(X=>-x0 - 0.7809566/(x0 - 1*1.0338131) + 0.47773856/((x0*x1)))
11,14,0.07540071,square(0.46693653 / (x0 - 1.1181558)) - (-0.3921313 - (0.505396 / (x1 * x0))),0.05334872482808713,-(-0.3921313 - 0.505396/(x0*x1)) + 0.218029723048441/(x0 - 1*1.1181558)**2,PySRFunction(X=>-(-0.3921313 - 0.505396/(x0*x1)) + 0.218029723048441/(x0 - 1*1.1181558)**2)
12,15,0.074477665,(((0.49297476 / x1) / tanh(x0)) - -0.40281764) + square(-0.45837075 / (x0 - 1.1148617)),0.012317409636005056,-1*(-0.40281764) + 0.210103744455562/(x0 - 1*1.1148617)**2 + 0.49297476/(x1*tanh(x0)),PySRFunction(X=>-1*(-0.40281764) + 0.210103744455562/(x0 - 1*1.1148617)**2 + 0.49297476/(x1*tanh(x0)))
13,16,0.07417539,(((0.616186 / x0) / (x1 + 0.23259449)) + 0.33598584) + square(-0.47989142 / (1.122835 - x0)),0.004066857779932911,0.33598584 + 0.230295774989616/(1.122835 - x0)**2 + 0.616186/(x0*(x1 + 0.23259449)),PySRFunction(X=>0.33598584 + 0.230295774989616/(1.122835 - x0)**2 + 0.616186/(x0*(x1 + 0.23259449)))
14,17,0.02244996,((0.49797592 / (x0 * x1)) + (-0.5469396 / (x0 - 1.017548))) - (-0.0037118027 / (x0 - 0.90383786)),1.195143591549779,-0.5469396/(x0 - 1*1.017548) - (-1)*0.0037118027/(x0 - 1*0.90383786) + 0.49797592/((x0*x1)),PySRFunction(X=>-0.5469396/(x0 - 1*1.017548) - (-1)*0.0037118027/(x0 - 1*0.90383786) + 0.49797592/((x0*x1)))
15,18,0.021547936,(-0.541794 / (x0 - 1.0169241)) + (((0.48797268 / x1) / tanh(x0)) - (-0.003720826 / (x0 - 0.90383786))),0.04100879774884129,-0.541794/(x0 - 1*1.0169241) - (-1)*0.003720826/(x0 - 1*0.90383786) + 0.48797268/(x1*tanh(x0)),PySRFunction(X=>-0.541794/(x0 - 1*1.0169241) - (-1)*0.003720826/(x0 - 1*0.90383786) + 0.48797268/(x1*tanh(x0)))
16,19,0.020738106,(tanh(0.52178794 / x1) / tanh(x0)) + ((-0.53976566 / (x0 - 1.0169241)) - (0.0037352338 / (0.90383786 - x0))),0.03830715718789836,tanh(0.52178794/x1)/tanh(x0) - 0.53976566/(x0 - 1*1.0169241) - 0.0037352338/(0.90383786 - x0),PySRFunction(X=>tanh(0.52178794/x1)/tanh(x0) - 0.53976566/(x0 - 1*1.0169241) - 0.0037352338/(0.90383786 - x0))
17,20,0.02048977,((-0.53976566 / (x0 - 1.0167695)) - (0.0037352338 / (0.90383786 - x0))) + (0.55487514 / (tanh(x0) * (x1 + 0.16841955))),0.012047140312733753,-0.53976566/(x0 - 1*1.0167695) - 0.0037352338/(0.90383786 - x0) + 0.55487514/(((x1 + 0.16841955)*tanh(x0))),PySRFunction(X=>-0.53976566/(x0 - 1*1.0167695) - 0.0037352338/(0.90383786 - x0) + 0.55487514/(((x1 + 0.16841955)*tanh(x0))))
