,complexity,loss,equation,score,sympy_format,lambda_format
0,1,16.614077,3.025407,0.0,3.02540700000000,PySRFunction(X=>3.02540700000000)
1,3,16.049555,x0 + 2.497379,0.017284612358330592,x0 + 2.497379,PySRFunction(X=>x0 + 2.497379)
2,5,15.703553,(x0 / x1) + 2.9201438,0.010897065425745815,x0/x1 + 2.9201438,PySRFunction(X=>x0/x1 + 2.9201438)
3,6,14.392736,square((x0 / x1) - -1.5683985),0.08716335762085908,(x0/x1 - 1*(-1.5683985))**2,PySRFunction(X=>(x0/x1 - 1*(-1.5683985))**2)
4,7,13.176225,(0.35373664 / (x0 + -2.3858974)) + 3.1225042,0.08830956563033818,3.1225042 + 0.35373664/(x0 - 2.3858974),PySRFunction(X=>3.1225042 + 0.35373664/(x0 - 2.3858974))
5,8,12.983869,(cube(x0) / (x0 - -0.38482177)) + 1.4512953,0.014706328411604358,x0**3/(x0 - 1*(-0.38482177)) + 1.4512953,PySRFunction(X=>x0**3/(x0 - 1*(-0.38482177)) + 1.4512953)
6,9,12.004509,(x1 / (x1 - (x0 + -0.7127503))) - -1.8071058,0.07842541160901734,x1/(x1 - (x0 - 0.7127503)) - 1*(-1.8071058),PySRFunction(X=>x1/(x1 - (x0 - 0.7127503)) - 1*(-1.8071058))
7,10,10.478201,((1.5381063 / x1) / square(x0 - 2.639539)) - -2.4309635,0.13598532535941182,-1*(-2.4309635) + 1.5381063/(x1*((x0 - 1*2.639539)**2)),PySRFunction(X=>-1*(-2.4309635) + 1.5381063/(x1*((x0 - 1*2.639539)**2)))
8,11,10.278495,((0.99347854 / (x1 - 2.119775)) / (x0 - 2.5751538)) + 2.6056478,0.019243155321067233,2.6056478 + 0.99347854/((x0 - 1*2.5751538)*(x1 - 1*2.119775)),PySRFunction(X=>2.6056478 + 0.99347854/((x0 - 1*2.5751538)*(x1 - 1*2.119775)))
9,12,10.270232,((tanh(x1) / (x1 + -2.1128347)) / (x0 - 2.5751138)) + 2.6296418,0.0008042347776941242,2.6296418 + tanh(x1)/((x0 - 1*2.5751138)*(x1 - 2.1128347)),PySRFunction(X=>2.6296418 + tanh(x1)/((x0 - 1*2.5751138)*(x1 - 2.1128347)))
10,13,10.034279,(x0 + 2.2036166) + ((0.10770205 / (x0 + -1.5017973)) / (x0 - -0.38482177)),0.02324248261654717,x0 + 2.2036166 + 0.10770205/((x0 - 1.5017973)*(x0 - 1*(-0.38482177))),PySRFunction(X=>x0 + 2.2036166 + 0.10770205/((x0 - 1.5017973)*(x0 - 1*(-0.38482177))))
11,14,8.533734,(((x0 / x1) / (x0 + 0.38792726)) / square(2.625712 - x0)) + 2.4881299,0.161980116296784,x0/(x1*(x0 + 0.38792726)*((2.625712 - x0)**2)) + 2.4881299,PySRFunction(X=>x0/(x1*(x0 + 0.38792726)*((2.625712 - x0)**2)) + 2.4881299)
12,16,7.339759,((1.5651422 / x1) / square(x0 - 2.639539)) - (-2.2407806 - (-0.01599807 / (x0 + 0.38708442))),0.07536050327011304,-(-2.2407806 - (-1)*0.01599807/(x0 + 0.38708442)) + 1.5651422/(x1*((x0 - 1*2.639539)**2)),PySRFunction(X=>-(-2.2407806 - (-1)*0.01599807/(x0 + 0.38708442)) + 1.5651422/(x1*((x0 - 1*2.639539)**2)))
13,17,6.994897,((1.0159042 / (x1 - 2.119775)) / (x0 - 2.5751138)) + ((0.05397833 / (x0 + -1.5023175)) + 2.468514),0.04812512509431513,2.468514 + 1.0159042/((x0 - 1*2.5751138)*(x1 - 1*2.119775)) + 0.05397833/(x0 - 1.5023175),PySRFunction(X=>2.468514 + 1.0159042/((x0 - 1*2.5751138)*(x1 - 1*2.119775)) + 0.05397833/(x0 - 1.5023175))
14,19,6.917558,(((0.08065784 / x0) / (x0 + -1.5023175)) + 2.4972544) + ((1.0159042 / (x1 - 2.119775)) / (x0 - 2.5751138)),0.005559033014912243,2.4972544 + 1.0159042/((x0 - 1*2.5751138)*(x1 - 1*2.119775)) + 0.08065784/(x0*(x0 - 1.5023175)),PySRFunction(X=>2.4972544 + 1.0159042/((x0 - 1*2.5751138)*(x1 - 1*2.119775)) + 0.08065784/(x0*(x0 - 1.5023175)))
15,20,5.4337783,(((x0 / x1) / (x0 + 0.38792726)) / square(2.625712 - x0)) + ((0.04423786 / (-1.502802 + x0)) + 2.3501496),0.24142810567891976,x0/(x1*(x0 + 0.38792726)*((2.625712 - x0)**2)) + 2.3501496 + 0.04423786/(x0 - 1.502802),PySRFunction(X=>x0/(x1*(x0 + 0.38792726)*((2.625712 - x0)**2)) + 2.3501496 + 0.04423786/(x0 - 1.502802))
