,complexity,loss,equation,score,sympy_format,lambda_format
0,1,15.485357,2.7561047,0.0,2.75610470000000,PySRFunction(X=>2.75610470000000)
1,3,11.598935,x0 / 0.16861674,0.1444907920878438,x0/0.16861674,PySRFunction(X=>x0/0.16861674)
2,4,7.8853807,cube(x0 / 0.45671633),0.38590278275593687,10.4968835542261*x0**3,PySRFunction(X=>10.4968835542261*x0**3)
3,5,1.4578699,0.5685345 / (1.0034692 - x0),1.6880341030160735,0.5685345/(1.0034692 - x0),PySRFunction(X=>0.5685345/(1.0034692 - x0))
4,6,1.2244943,1.3054036 / (0.9918013 - cube(x0)),0.17444845534261094,1.3054036/(0.9918013 - x0**3),PySRFunction(X=>1.3054036/(0.9918013 - x0**3))
5,8,1.0189657,0.21970333 / (tanh(x0) - tanh(square(x0))),0.09186992460770155,0.21970333/(tanh(x0) - tanh(x0**2)),PySRFunction(X=>0.21970333/(tanh(x0) - tanh(x0**2)))
6,9,0.81071436,(2.5229123 / x1) + (0.42980206 / (0.99676895 - x0)),0.22862758728053437,0.42980206/(0.99676895 - x0) + 2.5229123/x1,PySRFunction(X=>0.42980206/(0.99676895 - x0) + 2.5229123/x1)
7,10,0.063582934,(0.495127 / (0.99978554 - x0)) / tanh(x1 * x0),2.5455706839193293,0.495127/((0.99978554 - x0)*tanh(x0*x1)),PySRFunction(X=>0.495127/((0.99978554 - x0)*tanh(x0*x1)))
8,11,2.6970071e-12,(0.49999958 / (1.0 - x0)) + (0.5000001 / (x0 * x1)),23.883468261242506,0.49999958/(1.0 - x0) + 0.5000001/((x0*x1)),PySRFunction(X=>0.49999958/(1.0 - x0) + 0.5000001/((x0*x1)))
9,13,4.789769e-13,((0.5000001 / x1) / x0) + (0.5000002 / ((1.0 - x0) + 2.9185795e-8)),0.864122792456327,0.5000002/(-x0 + 2.9185795e-8 + 1.0) + 0.5000001/(x0*x1),PySRFunction(X=>0.5000002/(-x0 + 2.9185795e-8 + 1.0) + 0.5000001/(x0*x1))
10,16,3.26672e-13,(0.5000001 / (x1 * x0)) + ((0.4999994 / (1.0 - x0)) + (cube(x0) * 7.00434e-6)),0.12756525379481912,x0**3*7.00434e-6 + 0.4999994/(1.0 - x0) + 0.5000001/((x0*x1)),PySRFunction(X=>x0**3*7.00434e-6 + 0.4999994/(1.0 - x0) + 0.5000001/((x0*x1)))
11,18,2.0325075e-13,(-1.2853081e-6 / cube(x0 + -1.5563629)) + (((0.5000001 / x1) / x0) + (0.4999994 / (1.0 - x0))),0.23725808546791588,-1.2853081e-6/(x0 - 1.5563629)**3 + 0.4999994/(1.0 - x0) + 0.5000001/(x0*x1),PySRFunction(X=>-1.2853081e-6/(x0 - 1.5563629)**3 + 0.4999994/(1.0 - x0) + 0.5000001/(x0*x1))
