,complexity,loss,equation,score,sympy_format,lambda_format
0,1,0.9637682,1.2645476,0.0,1.26454760000000,PySRFunction(X=>1.26454760000000)
1,3,0.8494865,x0 + 0.94455034,0.06310937999000782,x0 + 0.94455034,PySRFunction(X=>x0 + 0.94455034)
2,4,0.7926216,square(x0 + 0.7784562),0.069286116817952,(x0 + 0.7784562)**2,PySRFunction(X=>(x0 + 0.7784562)**2)
3,5,0.69112754,cube(square(x0) + 0.925282),0.13702155264811644,(x0**2 + 0.925282)**3,PySRFunction(X=>(x0**2 + 0.925282)**3)
4,6,0.3770446,square((x0 * -5.108272) - -1.3151685),0.6059608969805401,(x0*(-5.108272) - 1*(-1.3151685))**2,PySRFunction(X=>(x0*(-5.108272) - 1*(-1.3151685))**2)
5,7,0.14280713,(0.031216556 / (0.11079317 - x0)) - -1.6834002,0.9708685042070899,-1*(-1.6834002) + 0.031216556/(0.11079317 - x0),PySRFunction(X=>-1*(-1.6834002) + 0.031216556/(0.11079317 - x0))
6,8,0.07223411,square((0.03713319 / x0) + (x0 * -2.736804)),0.6815826066226435,(x0*(-2.736804) + 0.03713319/x0)**2,PySRFunction(X=>(x0*(-2.736804) + 0.03713319/x0)**2)
7,9,0.023189861,((x0 * 7.4746623) + (0.10106568 / x0)) - 2.2258203,1.1361972147218085,x0*7.4746623 - 1*2.2258203 + 0.10106568/x0,PySRFunction(X=>x0*7.4746623 - 1*2.2258203 + 0.10106568/x0)
8,10,0.018876495,(cube(x0 * 1.8641198) + -0.05055426) / (x0 - 0.05015288),0.20579765999003363,(6.47770935812073*x0**3 - 0.05055426)/(x0 - 1*0.05015288),PySRFunction(X=>(6.47770935812073*x0**3 - 0.05055426)/(x0 - 1*0.05015288))
9,11,0.0016155693,((0.41312462 - x0) / ((x1 / 22.881653) + -0.4868807)) - -1.2950823,2.4582300949982256,(0.41312462 - x0)/(x1/22.881653 - 0.4868807) - 1*(-1.2950823),PySRFunction(X=>(0.41312462 - x0)/(x1/22.881653 - 0.4868807) - 1*(-1.2950823))
10,12,0.00036796211,((0.117037304 - cube(x0)) / ((x1 / 75.54712) + -0.1657906)) - -1.2155039,1.479462710368976,(0.117037304 - x0**3)/(x1/75.54712 - 0.1657906) - 1*(-1.2155039),PySRFunction(X=>(0.117037304 - x0**3)/(x1/75.54712 - 0.1657906) - 1*(-1.2155039))
11,13,7.472399e-06,(((x0 - 0.3144435) * (27.985748 / x1)) - -0.591901) / (x0 + 0.099741794),3.8967638720530147,(-1*(-0.591901) + (x0 - 1*0.3144435)*27.985748/x1)/(x0 + 0.099741794),PySRFunction(X=>(-1*(-0.591901) + (x0 - 1*0.3144435)*27.985748/x1)/(x0 + 0.099741794))
12,14,6.1010144e-07,(((24.35048 / x1) * (x0 - 0.3257642)) - -0.54247254) / tanh(x0 + 0.09197107),2.5053461394167558,(-1*(-0.54247254) + 24.35048*(x0 - 1*0.3257642)/x1)/tanh(x0 + 0.09197107),PySRFunction(X=>(-1*(-0.54247254) + 24.35048*(x0 - 1*0.3257642)/x1)/tanh(x0 + 0.09197107))
13,15,1.6655121e-12,((0.034877695 / x0) - -1.1445476) + ((0.41075855 - x0) / ((3.3446825 - x1) / 28.14251)),12.8112478736952,-1*(-1.1445476) + (0.41075855 - x0)/(((3.3446825 - x1)/28.14251)) + 0.034877695/x0,PySRFunction(X=>-1*(-1.1445476) + (0.41075855 - x0)/(((3.3446825 - x1)/28.14251)) + 0.034877695/x0)
14,17,5.684342e-15,(((0.4107585 - x0) * 28.126303) / ((3.3449788 - x1) / 1.0005033)) + ((0.034876835 / x0) - -1.1445509),2.84008627268649,-1*(-1.1445509) + (0.4107585 - x0)*28.126303/((3.3449788 - x1)/1.0005033) + 0.034876835/x0,PySRFunction(X=>-1*(-1.1445509) + (0.4107585 - x0)*28.126303/((3.3449788 - x1)/1.0005033) + 0.034876835/x0)
