,complexity,loss,equation,score,sympy_format,lambda_format
0,1,13.290875,2.8451147,0.0,2.84511470000000,PySRFunction(X=>2.84511470000000)
1,3,10.401712,x0 * 5.490335,0.12255365077511059,x0*5.490335,PySRFunction(X=>x0*5.490335)
2,4,7.61285,cube(x0 / 0.47396818),0.3121327989937174,9.39187797937099*x0**3,PySRFunction(X=>9.39187797937099*x0**3)
3,5,2.3175762,-0.5557644 / (x0 + -1.0024205),1.1893157108143704,-0.5557644/(x0 - 1.0024205),PySRFunction(X=>-0.5557644/(x0 - 1.0024205))
4,6,2.0101078,-1.3332314 / (cube(x0) + -0.99167275),0.14233354570258425,-1.3332314/(x0**3 - 0.99167275),PySRFunction(X=>-1.3332314/(x0**3 - 0.99167275))
5,8,1.8233021,-0.5153897 / (x0 - tanh(x0 * 5.455611)),0.04876957732674219,-0.5153897/(x0 - tanh(x0*5.455611)),PySRFunction(X=>-0.5153897/(x0 - tanh(x0*5.455611)))
6,9,1.7603623,(-0.5081794 / (x0 + -0.999972)) + (0.09661618 / x0),0.03512955768204462,-0.5081794/(x0 - 0.999972) + 0.09661618/x0,PySRFunction(X=>-0.5081794/(x0 - 0.999972) + 0.09661618/x0)
7,10,1.3587369,-0.49333096 / (tanh(x1 * x0) * (x0 + -0.99918115)),0.25896412194566193,-0.49333096*1/((x0 - 0.99918115)*tanh(x0*x1)),PySRFunction(X=>-0.49333096*1/((x0 - 0.99918115)*tanh(x0*x1)))
8,11,1.2557886,(-0.5016835 / (x0 + -0.99958146)) - ((-0.48707604 / x0) / x1),0.07879177641442922,-0.5016835/(x0 - 0.99958146) - (-1)*0.48707604/(x0*x1),PySRFunction(X=>-0.5016835/(x0 - 0.99958146) - (-1)*0.48707604/(x0*x1))
9,12,1.2426358,(-0.49671987 / tanh(x0 + -0.9993454)) - ((-0.46865934 / x0) / x1),0.010528972987078198,-0.49671987/tanh(x0 - 0.9993454) - (-1)*0.46865934/(x0*x1),PySRFunction(X=>-0.49671987/tanh(x0 - 0.9993454) - (-1)*0.46865934/(x0*x1))
10,14,1.226149,(-0.5232388 / (x0 + -1.000517)) - (((-0.49148333 / x0) + cube(x0)) / x1),0.00667820260971469,-0.5232388/(x0 - 1.000517) - (x0**3 - 0.49148333/x0)/x1,PySRFunction(X=>-0.5232388/(x0 - 1.000517) - (x0**3 - 0.49148333/x0)/x1)
11,15,1.2149999,(-0.5147681 / tanh(-1.000054 + x0)) - ((cube(x0) + (-0.47335532 / x0)) / x1),0.00913436908353555,-0.5147681/tanh(x0 - 1.000054) - (x0**3 - 0.47335532/x0)/x1,PySRFunction(X=>-0.5147681/tanh(x0 - 1.000054) - (x0**3 - 0.47335532/x0)/x1)
12,16,1.209872,(-0.5183758 / (x0 + -1.0003221)) - ((cube(x0) + -0.6454707) / ((x1 * x0) + 0.02596371)),0.004229425598939639,-(x0**3 - 0.6454707)/(x0*x1 + 0.02596371) - 0.5183758/(x0 - 1.0003221),PySRFunction(X=>-(x0**3 - 0.6454707)/(x0*x1 + 0.02596371) - 0.5183758/(x0 - 1.0003221))
13,17,1.1795547,(-0.5278813 / (x0 + -1.0008544)) - (((-0.47401822 / x0) + 0.56668556) / ((x1 + -0.11679395) - x0)),0.025377574515889362,-(0.56668556 - 0.47401822/x0)/(-x0 + x1 - 0.11679395) - 0.5278813/(x0 - 1.0008544),PySRFunction(X=>-(0.56668556 - 0.47401822/x0)/(-x0 + x1 - 0.11679395) - 0.5278813/(x0 - 1.0008544))
14,18,1.1643934,(-0.51815057 / tanh(x0 + -1.0003221)) - (((-0.4614714 / x0) + 0.55339783) / (x1 - (x0 + 0.11639792))),0.012936729655158677,-(0.55339783 - 0.4614714/x0)/(x1 - (x0 + 0.11639792)) - 0.51815057/tanh(x0 - 1.0003221),PySRFunction(X=>-(0.55339783 - 0.4614714/x0)/(x1 - (x0 + 0.11639792)) - 0.51815057/tanh(x0 - 1.0003221))
15,20,1.1628156,(-0.5181505 / tanh(-1.0003221 + x0)) - (((-0.47307703 / x0) + 0.5661803) / ((x1 - x0) - (0.11661756 / x1))),0.000677979606364749,-(0.5661803 - 0.47307703/x0)/(-x0 + x1 - 0.11661756/x1) - 0.5181505/tanh(x0 - 1.0003221),PySRFunction(X=>-(0.5661803 - 0.47307703/x0)/(-x0 + x1 - 0.11661756/x1) - 0.5181505/tanh(x0 - 1.0003221))
